"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"709",NA,"",NA,"","",NA,"09/08/2014","",-155.88,"",NA,"","","14309-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",26,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Kiribati","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"b1698360688ce56da603b9a26d57e26b31303387","",NA,NA,"","","",NA,NA,"0443830a-edf0-49d7-9f91-8a0491ca0ac2",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","A47A4006-45BC-43AE-B33E-25A3D7AC45DD","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,-5.64,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:30:37.969Z",NA,NA,NA,"Aspidochirotida",NA,2013,"0443830a-edf0-49d7-9f91-8a0491ca0ac2","François Michonneau, Nancy Knowlton","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SLI13_ST58",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"711",NA,"",NA,"","",NA,"09/08/2014","",42.67256,"",NA,"","","12073-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",1,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Djibouti","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"00d267580c09b412f12db5665c3b6938fc8630fd","",NA,NA,"","","",NA,NA,"9b14446a-8dc3-4d1b-b42e-d6e22b09f513",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","2005BDB4-1D2A-4D24-83E0-B79BACC0BB0C","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,11.51025,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:34:16.706Z",NA,NA,NA,"Aspidochirotida",NA,2012,"9b14446a-8dc3-4d1b-b42e-d6e22b09f513","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"DJRS-016",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"713",NA,"",NA,"","",NA,"09/08/2014","",171.03608,"Marshall Islands",NA,"","","6785-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"cbc6ba56c2b53b30db70466e645b6d48d009f09e","",NA,NA,"","","",NA,NA,"5ea0992f-da49-4dcd-a251-df234a97e4a1",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","DC26D72D-5812-4A62-A699-8745B4B608B8","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Majuro Atoll",NA,NA,NA,NA,NA,NA,NA,4,NA,7.16517,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:46:14.494Z",NA,NA,NA,"Aspidochirotida",NA,2008,"5ea0992f-da49-4dcd-a251-df234a97e4a1","François Michonneau & Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-MAJ08-02",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"714",NA,"",NA,"","",NA,"09/08/2014","",NA,"Caroline Islands",NA,"","","13357-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",28,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Federated States of Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e0f218ad05f03f5aa8fd58f23d672f8ed9578068","",NA,NA,"","","",NA,NA,"604c23d8-edc6-4ffc-82e5-e6cb846502a5",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","237CF6E1-EB83-4B0F-A81F-2AB9782A6BA9","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Yap Island",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:48:09.322Z",NA,NA,NA,"Aspidochirotida",NA,2002,"604c23d8-edc6-4ffc-82e5-e6cb846502a5","Ron Clouse","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Clouse-2002-Wanyan",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"725",NA,"",NA,"","",NA,"09/08/2014","",-170.572833333333,"Samoa Islands",NA,"","","1294-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",18,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","American Samoa","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"a06d808b43e2bed103c20fa7d439dc00314065e1","",NA,NA,"","","",NA,NA,"95621b96-8047-4f18-91d9-34e08469ff48",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","0CF00303-9392-440F-9137-E86C8D8A0BD9","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Tutuila Island",NA,NA,NA,NA,NA,NA,NA,10,NA,-14.2715,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:48:11.741Z",NA,NA,NA,"Aspidochirotida",NA,2002,"95621b96-8047-4f18-91d9-34e08469ff48","Bonito, V.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"VB-050f",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"741",NA,"",NA,"","",NA,"09/08/2014","",NA,"Kosrae Island",NA,"","","12626-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",26,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"a61c4e2f96463d059603e6d7122a1ebeba4d0daf","",NA,NA,"","","",NA,NA,"8440028c-6836-4da6-9abb-aa2ae92c64c0",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B9716C82-8DE5-4FF3-84D2-F2F59EDC3A30","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Kosrae Island",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:34:33.312Z",NA,NA,NA,"Aspidochirotida",NA,1979,"8440028c-6836-4da6-9abb-aa2ae92c64c0","R. K. Kropp","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Kropp-1979-05-26a",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"744",NA,"",NA,"","",NA,"09/08/2014","",166.42765,"Province Sud",NA,"","","8668-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",5,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","New Caledonia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"73e4669e2868484ee0d82196941b6d12d8aa7957","",NA,NA,"","","",NA,NA,"7353f1da-0b81-4aca-a320-e88406a4e23b",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","927CC76E-1E4B-4B9C-8AC6-80674E239FF8","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,-22.34229,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:42:17.131Z",NA,NA,NA,"Aspidochirotida",NA,2009,"7353f1da-0b81-4aca-a320-e88406a4e23b","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"NC09-St-1",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"752",NA,"",NA,"","",NA,"09/08/2014","",47.28366667,"Scattered Islands",NA,"","","9351-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"acfee8e4e1758f15cad5f21e72db5cddaed44c58","",NA,NA,"","","",NA,NA,"10345b5b-9e8a-46de-b38c-ac04e1667e60",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","7728BE7D-F6DC-4E2E-9ABB-761935FB99A2","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Glorieuses Island",NA,NA,NA,NA,NA,NA,NA,5,NA,-11.5775,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:59:35.594Z",NA,NA,NA,"Aspidochirotida",NA,2009,"10345b5b-9e8a-46de-b38c-ac04e1667e60","V. Denis","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GLOR-16",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"755",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9057-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"df5b4b974ef863f69503dd82fb6ef601b3f583ec","",NA,NA,"","","",NA,NA,"e89d00bc-13a9-4087-b180-3bfc2d184347",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","D4F15C81-3B8B-4ED9-9F87-39059C13DD0B","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:10:37.425Z",NA,NA,NA,"Aspidochirotida",NA,2008,"e89d00bc-13a9-4087-b180-3bfc2d184347","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"795",NA,"",NA,"","",NA,"09/08/2014","",144.726632,"Mariana Islands",NA,"","","6713-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e3b4986c9397539a75dbe0d068c5b0406f4110c8","",NA,NA,"","","",NA,NA,"61cc3d15-4d3a-47c2-b45e-63dd562d5f61",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","C781D3A7-AA83-48C1-A9AD-5F7FEF7BDDA9","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,2,NA,13.479906,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:19:50.321Z",NA,NA,NA,"Aspidochirotida",NA,2008,"61cc3d15-4d3a-47c2-b45e-63dd562d5f61","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-GU08-02",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"809",NA,"",NA,"","",NA,"09/08/2014","",167.45758,"New Caledonia",NA,"","","15819-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",30,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"aef067335bdf0b8f74ce995aa6f05bb033ac620a","",NA,NA,"","","",NA,NA,"890c9af7-2c06-405c-8dfa-8236dabb00fe",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","85827EA1-7E4F-4379-AF8F-53955D97EB1C","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,-22.70685,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:45:40.505Z",NA,NA,NA,"Aspidochirotida",NA,2013,"890c9af7-2c06-405c-8dfa-8236dabb00fe","Nathaniel Evans","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"NEST5",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"823",NA,"",NA,"","",NA,"09/08/2014","",144.726632,"Mariana Islands",NA,"","","7093-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",16,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e999b5f1f28b17d72577dd773175a179a9b24954","",NA,NA,"","","",NA,NA,"d94d52e0-014d-4596-a26d-2b6d57c01d41",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","2DDEEDF0-B766-46A6-9E8A-D83525C7A1BE","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Guam Island",NA,NA,NA,NA,NA,NA,NA,2,NA,13.479096,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:10:52.889Z",NA,NA,NA,"Aspidochirotida",NA,2008,"d94d52e0-014d-4596-a26d-2b6d57c01d41","François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-GU08-04",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"836",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9044-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"87fedb2f089aa6f1964c604ef39557969e8a2b36","",NA,NA,"","","",NA,NA,"72233fb5-8867-4523-ab90-52f5400ad3d5",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","35E1D877-DBFC-4FB3-97EB-28F82AFBBAEA","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:05:58.326Z",NA,NA,NA,"Aspidochirotida",NA,2008,"72233fb5-8867-4523-ab90-52f5400ad3d5","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"846",NA,"",NA,"","",NA,"09/08/2014","",-159.8,"Cook Islands",NA,"","","978-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",26,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Cook Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"8a1f20eacd18e12e2e71793a54a6350deb2a766e","",NA,NA,"","","",NA,NA,"5331b65d-e3c5-4f5f-bc6c-e92a930870aa",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","90514FE9-4BDD-40D5-9542-6F45D8BC2B2F","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Rarotonga Island",NA,NA,NA,NA,NA,NA,NA,10,NA,-21.2,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T14:43:26.024Z",NA,NA,NA,"Aspidochirotida",NA,1982,"5331b65d-e3c5-4f5f-bc6c-e92a930870aa","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"ZZZ-086927",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"860",NA,"",NA,"","",NA,"09/08/2014","",-159.8,"Cook Islands",NA,"","","1325-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",2,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Cook Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"3a547a4463a5f7b45d1a88f61d385885d4bd5e6c","",NA,NA,"","","",NA,NA,"9d35631f-56f2-41da-b91e-9613ec62b02f",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","7D937DB6-5BBA-4ED6-B4E8-040DBB723578","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Aitutaki Island",NA,NA,NA,NA,NA,NA,NA,11,NA,-18.9,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:03:12.260Z",NA,NA,NA,"Aspidochirotida",NA,1986,"9d35631f-56f2-41da-b91e-9613ec62b02f","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"HAIU-020",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
