"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"1937",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9063-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"98ca6d02b3037f64703b8e3ca66a39577cc4be69","",NA,NA,"","","",NA,NA,"10e61be0-380d-433b-97cf-20ff2fd175f0",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","DF247CD6-9EBD-4BB0-AA2E-6546A9BFF0DC","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:04:21.430Z",NA,NA,NA,"Aspidochirotida",NA,2008,"10e61be0-380d-433b-97cf-20ff2fd175f0","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1938",NA,"",NA,"","",NA,"09/08/2014","",-147.588166666667,"Tuamotu Islands",NA,"","","643-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"4d9038022b76856dc8dcbfd1690f92d4ed43dece","",NA,NA,"","","",NA,NA,"c0effe79-479a-461d-8c7e-14d6554824ca",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","230254C4-EA48-4EE1-A9E6-E8A2ACD0A03B","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Rangiroa Atoll",NA,NA,NA,NA,NA,NA,NA,12,NA,-15.2421666666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:05:56.391Z",NA,NA,NA,"Aspidochirotida",NA,2001,"c0effe79-479a-461d-8c7e-14d6554824ca","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"BRNG-024",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1943",NA,"",NA,"","",NA,"09/08/2014","",171.21438,"Marshall Islands",NA,"","","6749-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"62bc11b191609f0371a475a4f65d4e1ebce15e32","",NA,NA,"","","",NA,NA,"84372088-12f5-4ff5-a45f-3a68d8626c38",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","74D28FE8-85C6-40C8-B95D-1857E3DAAFC7","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Majuro Atoll",NA,NA,NA,NA,NA,NA,NA,4,NA,7.15792,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:27:50.539Z",NA,NA,NA,"Aspidochirotida",NA,2008,"84372088-12f5-4ff5-a45f-3a68d8626c38","François Michonneau & Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-MAJ08-11",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1946",NA,"",NA,"","",NA,"09/08/2014","",145.794018,"Madang Province",NA,"","","14782-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",16,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Papua New Guinea","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"f1cbbf640fcfb1a98bd7abb7649341f97697533d","",NA,NA,"","","",NA,NA,"fd75e1e9-9756-42b9-b7e2-2816fc8e8c9f",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B0F19950-81B9-44AF-ABE9-D7685608CCFB","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-4.987981,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:35:46.464Z",NA,NA,NA,"Aspidochirotida",NA,2012,"fd75e1e9-9756-42b9-b7e2-2816fc8e8c9f","Yasunori Kano, Pierre Lozouet, John Slapcinsky, Mande Holford, Timea Neusser, Bastian Brenzinger","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"PM27",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1952",NA,"",NA,"","",NA,"09/08/2014","",-79.0299,"",NA,"","","9047-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Panama","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"2b886a2ff472046e7c42d87522e57f26d256a51f","",NA,NA,"","","",NA,NA,"c9aca0ca-a093-4d8c-97f4-98a62c8a2851",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","D88DFF6F-FA9E-4221-8453-D97F637BD3A9","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6317,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:46:14.566Z",NA,NA,NA,"Aspidochirotida",NA,2008,"c9aca0ca-a093-4d8c-97f4-98a62c8a2851","I. C. Enochs","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Enochs-2008",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1965",NA,"",NA,"","",NA,"09/08/2014","",NA,"Pitcairn Islands",NA,"","","1927-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",9,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Pitcairn Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"3cddbf549390e55fd1e08cd33a08147743544f68","",NA,NA,"","","",NA,NA,"4e0df753-4d31-4b4f-85fc-21130f1441cc",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","6BFA0673-68CF-4D58-B8C0-04381833764C","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Ducie Atoll",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:56:36.550Z",NA,NA,NA,"Aspidochirotida",NA,1997,"4e0df753-4d31-4b4f-85fc-21130f1441cc","Wragg, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"ZZZ-088955",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1966",NA,"",NA,"","",NA,"09/08/2014","",39.191,"",NA,"","","8917-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Tanzania","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"52314daf6bda10a2018662dc554969d8bfbefafa","",NA,NA,"","","",NA,NA,"c1e42e90-95f4-47d1-be92-ea749313be64",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","2E7FA396-78C1-4001-9A42-C817BD9A6158","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,-6.125,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:53:49.198Z",NA,NA,NA,"Aspidochirotida",NA,2009,"c1e42e90-95f4-47d1-be92-ea749313be64","Tim Werner","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Werner-Zanzibar-1",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2001",NA,"",NA,"","",NA,"09/08/2014","",-155.24556,"Hawaiian Islands",NA,"","","4800-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"ad1d2bc6df04c55a38a4cbc1aafb3ec2bac6b85f","",NA,NA,"","","",NA,NA,"817e77b7-80d7-43ec-9c98-87b65c4e36d3",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","18F71779-2DC7-4376-9A73-FD77DDC67799","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Oahu Island",NA,NA,NA,NA,NA,NA,NA,2,NA,19.99667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T18:43:32.409Z",NA,NA,NA,"Aspidochirotida",NA,2006,"817e77b7-80d7-43ec-9c98-87b65c4e36d3","J. Earle, J. Hoover, G. Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-852",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2006",NA,"",NA,"","",NA,"09/08/2014","",-134.48297,"Gambier Islands",NA,"","","13239-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"c2683ea4548e19e3514d54c790a786703cf8fc4f","",NA,NA,"","","",NA,NA,"997a6603-b13f-40ea-9053-7311367f384d",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","9B941519-6B2A-4CD1-A1C9-7780D0C3CF39","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,-23.31947,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:01:34.053Z",NA,NA,NA,"Aspidochirotida",NA,2013,"997a6603-b13f-40ea-9053-7311367f384d","Jenna Moore","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"TEMOE",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2017",NA,"",NA,"","",NA,"09/08/2014","",145.822054,"Madang Province",NA,"","","14708-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",14,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Papua New Guinea","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"5af232338c3955bbfaf5d388ebd24b50d1cce64a","",NA,NA,"","","",NA,NA,"222d0ac4-d081-4c6f-90b9-7d1c2a2753b0",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","079C41AE-996B-44EC-8CF1-2173F4F2E648","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-5.107375,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:20:47.350Z",NA,NA,NA,"Aspidochirotida",NA,2012,"222d0ac4-d081-4c6f-90b9-7d1c2a2753b0","François Michonneau, Mande Holford, Bastian Brenzinger","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"PR31",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2018",NA,"",NA,"","",NA,"09/08/2014","",163.01986,"Caroline Islands",NA,"","","6954-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",25,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Federated States of Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"829baf2f52a9856655cf3e2c02b9b39ce4a8a956","",NA,NA,"","","",NA,NA,"0b5af6eb-e844-43d3-980e-c1e4f84f7fe2",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","D80BE262-D6F1-4B2B-8BE4-960EF8AF8D8F","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Kosrae Island",NA,NA,NA,NA,NA,NA,NA,2,NA,5.34222,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:09:47.226Z",NA,NA,NA,"Aspidochirotida",NA,2008,"0b5af6eb-e844-43d3-980e-c1e4f84f7fe2","Sun Kim, Alex Kerr, François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"KOSR-05",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2021",NA,"",NA,"","",NA,"09/08/2014","",NA,"Austral Islands",NA,"","","928-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"f08c52178db8fcdee42d342a8007b3e66833c424","",NA,NA,"","","",NA,NA,"c4b9f287-345a-4d9e-b97a-80d63a3522b6",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8701BF6C-C337-4B45-BC51-736CD4D6E878","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Rimatara Island",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:52:52.833Z",NA,NA,NA,"Aspidochirotida",NA,1983,"c4b9f287-345a-4d9e-b97a-80d63a3522b6","Paulay, G.","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"ZZZ-086915",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2031",NA,"",NA,"","",NA,"09/08/2014","",171.03608,"Marshall Islands",NA,"","","6789-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",4,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"12c1a0cd4f4382ab6d8f679580ee1c0f7ee1564c","",NA,NA,"","","",NA,NA,"01fad491-e8ee-494f-93d1-52d4dceb247d",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","7C15151A-951E-41ED-B1A7-F2649B3381E2","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Majuro Atoll",NA,NA,NA,NA,NA,NA,NA,4,NA,7.16517,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:27:31.387Z",NA,NA,NA,"Aspidochirotida",NA,2008,"01fad491-e8ee-494f-93d1-52d4dceb247d","François Michonneau & Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-MAJ08-02",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"2051",NA,"",1,"96°29'W","",NA,"","",-96.4833333,"",NA,"","1999-06-24 00:00:00.0","117959.0",NA,NA,NA,"","hilla",NA,NA,"1-10 ft",8,NA,"",NA,NA,NA,NA,"",NA,0.3048,NA,313,NA,NA,NA,NA,"Holothuria hilla","Mexico","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"8bb90177b54f110072d7884ad1d49d36ce5cfd7a","ECHINODERMATA",NA,NA,"Francisco Solis-Marin","","",NA,NA,"44f751ba-9233-4c69-a009-43a95efb4add",NA,"8 Nov 1976",NA,"872733a2-67a3-4c54-aa76-862735a5f334","urn:catalog:CAS:IZ:117959","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae",NA,NA,NA,NA,"75% EtOH",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","CAS","Animalia","IZ",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,15.6666667,"MEXICO: Oaxaca: Puerto Angel",NA,NA,NA,"",NA,"","15° 40' N, 96° 29' W",NA,"PhysicalObject","","",NA,NA,"15°40'N",NA,"en",NA,NA,"",NA,NA,NA,NA,NA,"2014-03-20T21:35:08.788Z",NA,NA,NA,"",NA,1976,"44f751ba-9233-4c69-a009-43a95efb4add","A.J. & N.J. Ferreira","",NA,NA,NA,NA,3.048,"",NA,NA,NA,"",NA,NA,"Lesson, 1830",NA,NA,NA,"",NA,"",NA,"N side of  bay,",NA,"",NA,NA,"AJF-302","rock","",NA,NA,NA,NA,NA,"1976-11-08 00:00:00.0",NA,NA,""
