"","dwc.informationWithheld","dwc.individualCount","dwc.geodeticDatum","dwc.originalNameUsage","idigbio.associateIdentifier","dwc.eventRemarks","dwc.namePublishedIn","inhs.instars_Female","dwc.identificationReferences","dwc.individualID","dwc.maximumDepthInMeters","fcc.subfamily","dwc.county","dwc.recordNumber","dwc.verbatimSRS","dwc.georeferenceSources","dcterms.accessRights","idigbio.associateCondition","inhs.formI_males","dcterms.language","dwc.vernacularName","idigbio.determinationHistory","dwc.class","dwc.day","dwc.infraspecificEpithet","http...symbiota.org.terms.verbatimScientificName","id","dwc.stateProvince","dwc.verbatimCoordinates","dwc.institutionCode","inhs.relic","dwc.fieldNumber","idigbio.barcodeValue","dwc.sex","row.number","inhs.juv_males","dwc.behavior","inhs.juv_females","dwc.country","dwc.occurrenceStatus","dwc.scientificNameID","dwc.formation","dwc.accessRights","dwc.eventID","dwc.nomenclaturalStatus","dwc.samplingEffort","dwc.eventDate","dcterms.type","dwc.rightsHolder","dwc.associatedTaxa","dwc.associatedReferences","dcterms.source","dwc.taxonRemarks","dwc.bed","dwc.genus","dwc.verbatimCoordinateSystem","dwc.verbatimElevation","dwc.occurrenceID","dwc.month","dwc.georeferenceRemarks","dwc.footprintWKT","dwc.nomenclaturalCode","dwc.verbatimLongitude","dwc.fieldNotes","dwc.lowestBiostratigraphicZone","dwc.earliestEraOrLowestErathem","dwc.disposition","dwc.decimalLatitude","idigbio.recordId","dwc.municipality","dwc.lithostratigraphicTerms","idigbio.hostFamily","dwc.endDayOfYear","inhs.location_RiverMile","dwc.reproductiveCondition","idigbio.etag","dwc.relatedResourceID","dwc.nameAccordingTo","dwc.lifeStage","dwc.dynamicProperties","dwc.preparation","inhs.superfamily","idigbio.associatedRelationship","dwc.VerbatimEventDate","idigbio.version","dwc.eventTime","inhs.formII_females","dwc.earliestAgeOrLowestStage","dwc.member","dwc.verbatimTaxonRank","dwc.collectionCode","idigbio.tribe","dwc.locationID","inhs.location_Basin","dcterms.references","idigbio.associatedFamily","dwc.establishmentMeans","dwc.locationAccordingTo","dwc.associatedSequences","dwc.phylum","dwc.latestEpochOrHighestSeries","dwc.earliestPeriodOrLowestSystem","dwc.countryCode","dwc.otherCatalogNumbers","dwc.identificationRemarks","dwc.georeferenceProtocol","dwc.waterBody","dwc.scientificNameAuthorship","dwc.decimalLongitude","fcc.superfamily","idigbio.associateDeterminedBy","idigbio.preparationCount","idigbio.subfamily","dwc.maximumElevationInMeters","dwc.rights","dwc.taxonRank","dwc.kingdom","dwc.minimumDepthInMeters","inhs.location_Stream","dwc.continent","dwc.verbatimEventDate","dwc.startDayOfYear","dwc.minimumElevationInMeters","idigbio.createdBy","dwc.institutionID","dwc.associatedOccurrences","inhs.formII_males","dwc.islandGroup","dwc.locationRemarks","dcterms.rightsHolder","inhs.total_Males","inhs.locationTrs","dwc.namePublishedInID","fcc.pickedBy","idigbio.dateModified","dwc.collectionID","dwc.verbatimDepth","dwc.higherGeography","dwc.dateIdentified","dwc.higherClassification","dcterms.rights","dwc.georeferencedBy","dwc.dataGeneralizations","dwc.subgenus","dwc.earliestEpochOrLowestSeries","dwc.scientificName","dcterms.reference","inhs.live","dwc.latestAgeOrHighestStage","idigbio.subgenus","dwc.identifiedBy","inhs.vouchered","dwc.verbatimLatitude","idigbio.associateNotes","dwc.preparations","symbiotaverbatimScientificName","dwc.order","idigbio.recordIds","idigbio.uuid","idigbio.associateCommonName","dwc.associatedMedia","inhs.instars_Male","idigbio.endangeredStatus","idigbio.associateAuthor","inhs.juv_undetermined","dwc.samplingProtocol","idigbio.recordID","idigbio.preservative","dwc.georeferencedDate","dwc.occurrenceRemarks","dwc.ownerInstitutionCode","idigbio.substrate","dwc.locality","dwc.habitat","dwc.latestEraOrHighestErathem","dwc.group","dwc.basisOfRecord","dwc.datasetName","dwc.identificationVerificationStatus","dwc.recordedBy","dcterms.bibliographicCitation","inhs.dead","dwc.specificEpithet","symbiota.verbatimScientificName","fcc.datePicked","dwc.coordinateUncertaintyInMeters","idigbio.associateRelationship","dwc.island","dwc.taxonID","dwc.latestPeriodOrHighestSystem","dwc.catalogNumber","dwc.year","dwc.georeferenceVerificationStatus","dwc.coordinatePrecision","dwc.previousIdentifications","inhs.total_females","dwc.datasetID","dwc.identificationID","dwc.identificationQualifier","dcterms.modified","dwc.family","dwc.typeStatus","dwc.verbatimLocality"
"1379",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Guam Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",19,"",NA,"f83bfe2a-79d1-4b63-976e-acab70b752ab","Mariana Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"A7455DE7-D84A-45DC-85E8-529D4A806C85",4,"",NA,"","",NA,NA,NA,"",13.5,NA,NA,NA,NA,NA,NA,NA,"0b69d94ff24773d5a8ac74c5b43f90024301d370",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"UGI-Station-52",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",144.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T10:54:24.491Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"f83bfe2a-79d1-4b63-976e-acab70b752ab",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","F. Rowe",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"12293-Echinodermata",1975,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1424",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Ua Huka","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",30,"",NA,"ebef1eeb-0ee3-4d29-80dc-5a733ee975f5","Marquesas Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"697CB9FE-64A9-43C0-B14F-2D1D8A689EDC",11,"",NA,"","",NA,NA,NA,"",-8.93695,NA,NA,NA,NA,NA,NA,NA,"b5d9ce93d4082f5ee06741c7b2af2bd7c59b4dcf",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"MQ020",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-139.5556,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T12:52:45.336Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"ebef1eeb-0ee3-4d29-80dc-5a733ee975f5",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11235-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1540",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"a474dd88-1d9c-41ff-a121-d27a5e468f7f","Henderson Island","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Pitcairn Islands",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"E7982D27-52A3-4B5A-B14D-0116DDAE311D",NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"07fd5d9be62342866f24b8172e0f000b236babc5",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"JAS-HEN-Beach",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T10:01:00.228Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"a474dd88-1d9c-41ff-a121-d27a5e468f7f",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Starmer, J.",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"3279-Echinodermata",NA,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1588",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",26,"",NA,"95fed2be-7054-4b04-b660-680abe969549","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Madagascar",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"6E026150-3783-474D-85CA-557A55B31085",5,"",NA,"","",NA,NA,NA,"",-13.44624,NA,NA,NA,NA,NA,NA,NA,"ff5ff817e73f77596cd44ff14adf4148e4c76340",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"MGNW-51",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",48.33157,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T12:48:59.042Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"95fed2be-7054-4b04-b660-680abe969549",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"7316-Echinodermata",2008,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1600",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",2,"",NA,"8906c921-5e5b-4b79-a940-025af5180ddc","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"E2EE4437-D536-4FA2-8FC0-DC76F4949AEC",7,"",NA,"","",NA,NA,NA,"",25.142,NA,NA,NA,NA,NA,NA,NA,"bda1a15cede311928e8cad2e1608bec0a24a877b",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"AMB-St004",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",121.803,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T11:40:50.745Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"8906c921-5e5b-4b79-a940-025af5180ddc",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Mandy Bemis, Machel Malay, Jimmy Huang",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"11131-Echinodermata",2011,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1643",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Moorea Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",21,"",NA,"812e4c97-b370-44f1-9fe6-c325f3e88724","Society Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"7BC3086C-0260-4257-ACAD-74EBE60FF595",6,"",NA,"","",NA,NA,NA,"",-17.5067,NA,NA,NA,NA,NA,NA,NA,"11fdb925225c8911f5d406a8c30d9b89e01f2735",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"GP-Loc-863",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-149.8522,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T14:20:18.495Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"812e4c97-b370-44f1-9fe6-c325f3e88724",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Christian McKeon, Gustav Paulay",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"5292-Echinodermata",2006,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1648",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Saipan Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"6226e9d6-58eb-49f3-93b9-8f4ec7acd07e","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"0329F8BC-EC19-4955-B5D1-8BEEDE5501EC",NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"1d43cded5beb00888f86ba88b94ffd6547fe6272",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"JAS-SAI-295",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T14:27:09.651Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"6226e9d6-58eb-49f3-93b9-8f4ec7acd07e",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Starmer, J.",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"3235-Echinodermata",2000,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1717",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",11,"",NA,"287b59ce-d68c-4c02-b265-daf53d205433","","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Taiwan",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"EBAC2D1E-B326-4B13-9E14-D2276F2B2297",5,"",NA,"","",NA,NA,NA,"",21.9333,NA,NA,NA,NA,NA,NA,NA,"f050605afea9d2f8913da53821a89048eba75173",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"KNRL-022",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",120.8167,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T15:31:29.202Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"287b59ce-d68c-4c02-b265-daf53d205433",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Netchy, K. & Lasley, R.",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"4103-Echinodermata",2005,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1913",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"92e31fac-d4ce-446d-b92d-048beeb42eb7","Western Australia","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"23DCAE1A-0DCD-416F-A6F0-58116DC16D66",5,"",NA,"","",NA,NA,NA,"",-22.67235,NA,NA,NA,NA,NA,NA,NA,"93598b83676633e534c02960432de53c2c073bc6",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"NIN09-St-23",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",113.6395,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T09:28:28.755Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"92e31fac-d4ce-446d-b92d-048beeb42eb7",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9484-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"1990",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Guam Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"2c796e8c-cdf2-4438-92c1-46729326c669","Mariana Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"USA",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"6E88CEC4-3F95-4998-8F16-57396E3200AF",12,"",NA,"","",NA,NA,NA,"",13.5,NA,NA,NA,NA,NA,NA,NA,"0b04c00cb9e7b17cbfbdc85de44317f28bd04ad3",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"UGI-Station-235",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",144.8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T15:25:09.704Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"2c796e8c-cdf2-4438-92c1-46729326c669",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","J. Doty",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"12206-Echinodermata",1974,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2003",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Moorea Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",21,"",NA,"314a0bf4-7f24-4f6d-af89-978d08d8bac9","Society Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"French Polynesia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"68A175C5-0566-48E2-B371-117121607266",6,"",NA,"","",NA,NA,NA,"",-17.5067,NA,NA,NA,NA,NA,NA,NA,"aafa95013f970dd1382a0ccb66a9322b1abbf6a5",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"GP-Loc-863",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",-149.8522,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T17:10:41.629Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"314a0bf4-7f24-4f6d-af89-978d08d8bac9",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Christian McKeon, Gustav Paulay",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"5295-Echinodermata",2006,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2134",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"1f51c68e-1b3e-4bc3-a6c8-fa68b05e5250","Western Australia","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"A0E9C970-5B29-446A-98DF-DE1C6A0F23B7",5,"",NA,"","",NA,NA,NA,"",-22.67235,NA,NA,NA,NA,NA,NA,NA,"41732197c86e2d504bf4e1fad72f9fefccf33ae9",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"NIN09-St-23",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",113.6395,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T11:15:27.640Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"1f51c68e-1b3e-4bc3-a6c8-fa68b05e5250",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9485-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2159",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"Tromelin Island","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",11,"",NA,"7edec66b-7ded-428e-b04a-7098f27dfe1f","Scattered Islands","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"6C86594B-7AC1-41AF-8599-64A87B066289",5,"",NA,"","",NA,NA,NA,"",-15.89351667,NA,NA,NA,NA,NA,NA,NA,"c15e00495d2b53a940cb942fbb36ff40c5e0455b",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"TROM-2",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",54.52166667,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T11:46:18.087Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"7edec66b-7ded-428e-b04a-7098f27dfe1f",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","H. Bruggemann",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9386-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
"2165",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,"Holothuroidea",NA,"",NA,"1b3aab58-1cca-48a6-a0c9-584c09682300","Western Australia","","FLMNH",NA,"",NA,"",NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"Holothuria","",NA,"29628C60-BE60-4D9C-ACF1-65174A0EEE31",5,"",NA,"","",NA,NA,NA,"",-22.67235,NA,NA,NA,NA,NA,NA,NA,"f42d94ff8f07fb56408348b7a24306fb7c2630a8",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,"NIN09-St-23",NA,"",NA,NA,NA,NA,"",NA,NA,NA,"","","","","Brandt",113.6395,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,"","",NA,NA,NA,NA,"2014-09-12T10:08:00.305Z",NA,"","","","",NA,"",NA,NA,NA,"Holothuria cinerascens",NA,NA,NA,NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,"1b3aab58-1cca-48a6-a0c9-584c09682300",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,"","",NA,NA,"PreservedSpecimen",NA,"","Robert Lasley",NA,NA,"cinerascens",NA,NA,NA,NA,NA,NA,NA,"9488-Echinodermata",2009,NA,NA,NA,NA,NA,NA,NA,"09/08/2014","Holothuriidae","",NA
