"","inhs.total_Males","dwc.minimumElevationInMeters","idigbio.dateModified","idigbio.version","dwc.lifeStage","dwc.maximumElevationInMeters","dwc.higherGeography","dwc.georeferenceProtocol","idigbio.associateRelationship","dwc.geodeticDatum","dwc.fieldNotes","dwc.dynamicProperties","dwc.verbatimLocality","dwc.reproductiveCondition","dwc.associatedTaxa","inhs.formI_males","dwc.rights","symbiotaverbatimScientificName","dwc.dateIdentified","dwc.dataGeneralizations","dwc.associatedOccurrences","dwc.vernacularName","dwc.lithostratigraphicTerms","dwc.preparation","idigbio.associateIdentifier","dwc.locality","dwc.family","inhs.live","inhs.superfamily","dwc.group","dwc.rightsHolder","dwc.catalogNumber","dwc.latestEpochOrHighestSeries","dwc.verbatimSRS","dwc.fieldNumber","dwc.datasetID","idigbio.substrate","dwc.latestPeriodOrHighestSystem","inhs.location_Basin","dwc.higherClassification","dcterms.accessRights","dcterms.language","dwc.samplingEffort","dcterms.rights","dwc.individualID","dwc.verbatimEventDate","inhs.dead","dwc.locationAccordingTo","id","dwc.originalNameUsage","dwc.georeferenceSources","dcterms.reference","dwc.eventID","dwc.latestAgeOrHighestStage","dcterms.bibliographicCitation","dwc.earliestAgeOrLowestStage","dwc.eventTime","inhs.vouchered","dwc.endDayOfYear","dwc.namePublishedInID","dwc.verbatimTaxonRank","dwc.month","idigbio.etag","dwc.specificEpithet","dcterms.rightsHolder","dwc.basisOfRecord","dwc.relatedResourceID","dwc.occurrenceID","dwc.decimalLatitude","dwc.infraspecificEpithet","dwc.genus","inhs.juv_females","dwc.taxonRank","inhs.instars_Female","fcc.subfamily","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.disposition","dwc.identificationVerificationStatus","inhs.formII_males","dwc.informationWithheld","dwc.verbatimLongitude","dwc.island","dwc.earliestEraOrLowestErathem","inhs.locationTrs","idigbio.preparationCount","inhs.instars_Male","idigbio.recordId","dwc.georeferencedDate","dwc.country","dwc.stateProvince","dwc.eventRemarks","idigbio.recordIds","dwc.verbatimLatitude","dwc.sex","fcc.superfamily","dwc.verbatimCoordinates","dwc.minimumDepthInMeters","idigbio.associateNotes","dwc.nameAccordingTo","idigbio.uuid","dwc.eventDate","dwc.identificationReferences","idigbio.recordID","fcc.pickedBy","dwc.taxonRemarks","dwc.namePublishedIn","dwc.member","fcc.datePicked","dwc.associatedMedia","idigbio.associateDeterminedBy","dwc.verbatimDepth","dwc.locationRemarks","dwc.identifiedBy","dwc.bed","dwc.kingdom","dwc.identificationID","dwc.georeferenceRemarks","dwc.subgenus","http...symbiota.org.terms.verbatimScientificName","dwc.startDayOfYear","dwc.behavior","idigbio.associateCondition","inhs.total_females","dwc.verbatimCoordinateSystem","dwc.nomenclaturalCode","idigbio.barcodeValue","dwc.county","dwc.locationID","dwc.scientificNameAuthorship","inhs.juv_males","dwc.occurrenceStatus","idigbio.subfamily","dwc.recordNumber","dwc.previousIdentifications","dwc.VerbatimEventDate","dcterms.type","dwc.class","dwc.habitat","dwc.otherCatalogNumbers","dwc.ownerInstitutionCode","dwc.scientificName","dwc.samplingProtocol","dwc.datasetName","dwc.waterBody","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.occurrenceRemarks","dwc.recordedBy","inhs.relic","dwc.continent","idigbio.tribe","dwc.municipality","dcterms.source","dwc.collectionID","dcterms.modified","dwc.day","dwc.associatedReferences","dcterms.references","idigbio.associatedFamily","dwc.collectionCode","dwc.order","dwc.taxonID","idigbio.hostFamily","dwc.associatedSequences","idigbio.subgenus","dwc.coordinatePrecision","idigbio.preservative","dwc.earliestEpochOrLowestSeries","idigbio.determinationHistory","dwc.georeferenceVerificationStatus","dwc.preparations","inhs.location_RiverMile","dwc.countryCode","dwc.formation","dwc.decimalLongitude","idigbio.associatedRelationship","row.number","idigbio.endangeredStatus","dwc.nomenclaturalStatus","inhs.location_Stream","dwc.maximumDepthInMeters","idigbio.createdBy","dwc.institutionID","dwc.verbatimElevation","symbiota.verbatimScientificName","dwc.footprintWKT","idigbio.associateCommonName","dwc.lowestBiostratigraphicZone","dwc.establishmentMeans","dwc.accessRights","dwc.islandGroup","dwc.latestEraOrHighestErathem","dwc.institutionCode","dwc.typeStatus","inhs.juv_undetermined","dwc.georeferencedBy","dwc.scientificNameID","dwc.identificationRemarks","dwc.year","dwc.individualCount","dwc.phylum","idigbio.associateAuthor"
"686",NA,NA,"2014-09-12T11:01:35.691Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"943-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"2c88f02b-d379-4a1f-9198-a3c58d8f2070",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"f9556932e99809df29ebd92413bc38899e342248","lineata","","PreservedSpecimen",NA,"B28897D2-870C-4D5B-91B9-DF062285F0F4",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"2c88f02b-d379-4a1f-9198-a3c58d8f2070","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Hawaii Island","ZZZ-086986","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Pittman, C.",NA,"",NA,NA,NA,NA,"09/08/2014",1,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2000,NA,"",NA
"699",NA,NA,"2014-09-12T10:11:25.523Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"964-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"84e37961-d10f-4b4d-acbd-f056be1d3682",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"b00dc57c80009660fd474e041367da46d04074c5","lineata","","PreservedSpecimen",NA,"6B074CB3-E7F5-45C6-B252-B15F915BCE79",-21.2,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Cook Islands","Cook Islands","",NA,"","",NA,"",NA,NA,NA,"84e37961-d10f-4b4d-acbd-f056be1d3682","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Rarotonga Island","ZZZ-086928","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Paulay, G.",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-159.8,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1984,NA,"",NA
"705",NA,NA,"2014-09-12T10:22:16.265Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"15933-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"339b08d8-640e-450f-a935-6d8765a0c966",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"05ce4173dea12f9720a5ff9177b7a62b2341373a","lineata","","PreservedSpecimen",NA,"18FC8F0B-9090-454E-979C-B8694D4074EB",-18.844935,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","New Caledonia","",NA,"","",NA,"",NA,NA,NA,"339b08d8-640e-450f-a935-6d8765a0c966","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NEST15","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Nathaniel Evans",NA,"",NA,NA,NA,NA,"09/08/2014",7,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,163.47628,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2013,NA,"",NA
"726",NA,NA,"2014-09-12T11:49:52.086Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9413-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"bed5ae9c-f0e0-463a-88ee-4a5130991f08",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"e2b3b5ac9a280c5c5e83c3ed3740447f9fc83aab","lineata","","PreservedSpecimen",NA,"20401712-8233-4A40-86F4-575870A80AAE",-22.67552,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Western Australia","",NA,"","",NA,"",NA,NA,NA,"bed5ae9c-f0e0-463a-88ee-4a5130991f08","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NIN09-St-1","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"François Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,113.68403,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"759",NA,NA,"2014-09-12T15:11:52.153Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"305-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"e10d00d3-de7a-4f28-844c-74caf943354f",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"0eb27e3642076bc0ce08fa8cd2af17aa35d3eaaf","lineata","","PreservedSpecimen",NA,"AD0FB31F-C96C-4154-AD53-093DBBCE8EFB",-21.2,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Cook Islands","Cook Islands","",NA,"","",NA,"",NA,NA,NA,"e10d00d3-de7a-4f28-844c-74caf943354f","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Rarotonga Island","MOTU","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Meyer, C. P.",NA,"",NA,NA,NA,NA,"09/08/2014",26,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-159.8,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2001,NA,"",NA
"760",NA,NA,"2014-09-12T18:41:37.825Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"7571-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"dbd3c19f-656a-4cf8-9f01-8c4566dbe7a4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"8d49c56d939ce07d33dfffc7206bb140152538e6","lineata","","PreservedSpecimen",NA,"D2D57623-9F0C-4986-8B75-6C520AC549D4",-13.4069,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Madagascar","","",NA,"","",NA,"",NA,NA,NA,"dbd3c19f-656a-4cf8-9f01-8c4566dbe7a4","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","MGNW-27","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"A. Anker",NA,"",NA,NA,NA,NA,"09/08/2014",18,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,48.2917,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2008,NA,"",NA
"800",NA,NA,"2014-09-12T16:05:28.978Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"15957-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"cb231a8a-173a-4bdf-9bdc-a7742aefa357",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"a321e60bda10e65b8503b80e50d7e010e72b8232","lineata","","PreservedSpecimen",NA,"26A0E755-3F89-4B9D-83D0-6F49E38E902D",-18.042225,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","New Caledonia","",NA,"","",NA,"",NA,NA,NA,"cb231a8a-173a-4bdf-9bdc-a7742aefa357","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NEST23","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Nathaniel Evans",NA,"",NA,NA,NA,NA,"09/08/2014",15,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,162.958427,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2013,NA,"",NA
"814",NA,NA,"2014-09-12T15:35:51.531Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"7293-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"96d966c0-7fa0-47c2-a807-b037f8867659",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"debfdb8266c086a6b221c1c83623d2eb4e1bd505","lineata","","PreservedSpecimen",NA,"8F8BC657-80EE-416D-A960-898565D1453E",-13.58018,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Madagascar","","",NA,"","",NA,"",NA,NA,NA,"96d966c0-7fa0-47c2-a807-b037f8867659","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","MGNW-48","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"G. Bakary, F. Michonneau, G. Paulay, T. Werner",NA,"",NA,NA,NA,NA,"09/08/2014",24,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,47.82011,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2008,NA,"",NA
"971",NA,NA,"2014-09-12T11:05:40.932Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"4374-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"1ef2aca3-d0df-41f6-8fa9-d248b0ac9215",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2c98584065552686e18b4d2ff7b60f017ac9c30b","lineata","","PreservedSpecimen",NA,"29D14BF1-8265-48AC-8DB8-CE4AA7DCA407",20.91889,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"1ef2aca3-d0df-41f6-8fa9-d248b0ac9215","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Maui Island","G-2005-015","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Pittman, C.",NA,"",NA,NA,NA,NA,"09/08/2014",28,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-156.66444,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2005,NA,"",NA
"975",NA,NA,"2014-09-12T11:13:49.819Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"3616-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"b5ed699e-b5f8-4543-ae04-bdfed6ae704b",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"460ff96a231e13c2253954f145424b8dd7d190df","lineata","","PreservedSpecimen",NA,"FF8E9FF0-E236-446F-96B1-5226000E3B7C",-2.78638888888889,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","",NA,"","",NA,"",NA,NA,NA,"b5ed699e-b5f8-4543-ae04-bdfed6ae704b","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","LAK-168","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Kirkendale, L.",NA,"",NA,NA,NA,NA,"09/08/2014",1,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,150.448333333333,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2003,NA,"",NA
"985",NA,NA,"2014-09-12T10:37:25.874Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"586-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"b1e84a4b-1227-4703-a5b1-5e76e340c879",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"499ac2927cdb3ba4702127d5ec5d5614c389c1a1","lineata","","PreservedSpecimen",NA,"8CD44A71-CA00-4D71-B85E-E75AC4889EDB",-17.5,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Society Islands","",NA,"","",NA,"",NA,NA,NA,"b1e84a4b-1227-4703-a5b1-5e76e340c879","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Moorea Island","BMOO-053","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Paulay, G.",NA,"",NA,NA,NA,NA,"09/08/2014",15,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-149.8,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2001,NA,"",NA
"1038",NA,NA,"2014-09-12T10:16:11.959Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"942-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"e5ece14f-62ab-4e1b-b390-dedf01895ac3",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"d9dfa275af138da47c432e3434c18df81fcf3267","lineata","","PreservedSpecimen",NA,"2321E9A4-E84F-4710-A402-2CEC24D9600B",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"e5ece14f-62ab-4e1b-b390-dedf01895ac3","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Maui Island","ZZZ-086978","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Pittman, C.",NA,"",NA,NA,NA,NA,"09/08/2014",24,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2000,NA,"",NA
"1053",NA,NA,"2014-09-12T14:52:54.130Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6162-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"6d157a79-ceb8-46e1-ae00-a8043767e199",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"567de219df974a53a7c4cb6a78b93cbe551abadd","lineata","","PreservedSpecimen",NA,"EB2E9302-3B9C-478C-948A-FF79E0424F05",23.8563,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"6d157a79-ceb8-46e1-ae00-a8043767e199","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"French Frigate Shoals","FFS-0105","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Cory Pittman, Gustav Paulay, Sea McKeon, John Starmer, Tito Lotufo, Jim Maragos, Scott Godwin & Russell Moffitt",NA,"",NA,NA,NA,NA,"09/08/2014",18,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-166.2168,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2006,NA,"",NA
"1056",NA,NA,"2014-09-12T15:47:45.102Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6375-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"3dc02fe9-8974-455a-9355-63860dfe8f3b",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"616fa1a6ac2f3a0e2aab1e40597ab393f0b29c3b","lineata","","PreservedSpecimen",NA,"95E572EB-85DA-48B0-BAA5-8B2BF98C53A1",-21.0805,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","Mascarene Islands","",NA,"","",NA,"",NA,NA,NA,"3dc02fe9-8974-455a-9355-63860dfe8f3b","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Reunion Island","SWIO-FM39","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Nicolas Hubert & Francois Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",2,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,55.2238,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2007,NA,"",NA
"1074",NA,NA,"2014-09-12T18:45:10.375Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"13173-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"1754a4f5-6ce6-4d63-bb00-2b32c3d2fd3d",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"d0ad84190c98844c168aa127e62f22f1cd9cf3f9","lineata","","PreservedSpecimen",NA,"3F5E168D-8BC7-4C71-9403-E3B74F57D181",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Egypt","","",NA,"","",NA,"",NA,NA,NA,"1754a4f5-6ce6-4d63-bb00-2b32c3d2fd3d","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Anker-Egypt-01","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker",NA,"",NA,NA,NA,NA,"09/08/2014",3,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
