"","idigbio.subgenus","dwc.nomenclaturalStatus","dwc.datasetID","inhs.relic","dwc.decimalLatitude","idigbio.tribe","dcterms.type","dwc.island","dwc.collectionID","dcterms.language","dwc.verbatimCoordinateSystem","dwc.kingdom","inhs.dead","dwc.endDayOfYear","dwc.fieldNumber","dwc.country","dwc.originalNameUsage","dwc.reproductiveCondition","dwc.verbatimTaxonRank","dwc.recordNumber","dcterms.rights","dwc.identificationReferences","dwc.latestPeriodOrHighestSystem","dwc.occurrenceRemarks","dwc.otherCatalogNumbers","dwc.individualID","inhs.instars_Female","dwc.earliestPeriodOrLowestSystem","dwc.georeferenceVerificationStatus","dwc.behavior","inhs.formII_males","fcc.subfamily","dwc.scientificNameAuthorship","dwc.typeStatus","inhs.total_Males","http...symbiota.org.terms.verbatimScientificName","idigbio.preservative","idigbio.recordIds","dwc.verbatimLongitude","dwc.taxonRank","dwc.namePublishedIn","inhs.location_Stream","dwc.infraspecificEpithet","dwc.geodeticDatum","dwc.georeferenceRemarks","dwc.VerbatimEventDate","idigbio.hostFamily","inhs.juv_males","dwc.month","dwc.continent","dwc.relatedResourceID","dwc.georeferenceSources","dwc.stateProvince","idigbio.determinationHistory","dwc.eventID","inhs.vouchered","dwc.individualCount","dwc.maximumDepthInMeters","dwc.identificationVerificationStatus","dwc.scientificName","dwc.earliestAgeOrLowestStage","dwc.dataGeneralizations","dwc.countryCode","dwc.class","idigbio.preparationCount","dwc.footprintWKT","dwc.occurrenceID","symbiotaverbatimScientificName","dwc.recordedBy","inhs.location_RiverMile","dwc.verbatimDepth","dwc.previousIdentifications","dwc.waterBody","inhs.instars_Male","dwc.order","symbiota.verbatimScientificName","dwc.preparation","dwc.occurrenceStatus","dwc.dynamicProperties","dwc.namePublishedInID","dwc.associatedMedia","dwc.phylum","dwc.subgenus","idigbio.associateAuthor","dwc.habitat","dcterms.references","dwc.vernacularName","dwc.dateIdentified","inhs.juv_undetermined","inhs.locationTrs","dwc.lowestBiostratigraphicZone","dwc.eventDate","dwc.sex","dwc.disposition","inhs.live","idigbio.etag","idigbio.associateCondition","dwc.nomenclaturalCode","fcc.datePicked","dwc.georeferenceProtocol","dwc.nameAccordingTo","dwc.day","idigbio.associatedFamily","dwc.locality","dwc.formation","dcterms.rightsHolder","dwc.informationWithheld","inhs.total_females","dcterms.accessRights","dwc.latestEraOrHighestErathem","dwc.basisOfRecord","dcterms.bibliographicCitation","idigbio.barcodeValue","dwc.associatedSequences","dwc.family","dwc.ownerInstitutionCode","idigbio.recordID","dwc.identificationQualifier","dwc.associatedTaxa","dwc.earliestEraOrLowestErathem","dwc.verbatimLatitude","idigbio.substrate","dwc.scientificNameID","idigbio.associatedRelationship","dwc.minimumElevationInMeters","dwc.identificationID","dwc.verbatimLocality","inhs.juv_females","dwc.identificationRemarks","inhs.formI_males","dwc.identifiedBy","dwc.taxonRemarks","dwc.datasetName","dwc.fieldNotes","inhs.location_Basin","dwc.maximumElevationInMeters","dwc.samplingEffort","dcterms.source","id","dwc.rights","dwc.higherClassification","idigbio.createdBy","dwc.lithostratigraphicTerms","dwc.eventTime","idigbio.associateDeterminedBy","dwc.samplingProtocol","idigbio.associateNotes","idigbio.dateModified","dwc.collectionCode","dwc.institutionID","idigbio.associateCommonName","dwc.startDayOfYear","dwc.decimalLongitude","dwc.islandGroup","dwc.verbatimCoordinates","dwc.coordinatePrecision","dwc.georeferencedBy","dwc.genus","dwc.verbatimElevation","dwc.higherGeography","dwc.locationID","dcterms.reference","fcc.superfamily","dwc.eventRemarks","idigbio.uuid","fcc.pickedBy","dwc.georeferencedDate","dwc.member","dwc.group","dwc.establishmentMeans","inhs.formII_females","dcterms.modified","idigbio.associateRelationship","idigbio.associateIdentifier","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.institutionCode","dwc.locationRemarks","dwc.preparations","dwc.bed","row.number","dwc.latestEpochOrHighestSeries","dwc.accessRights","dwc.rightsHolder","idigbio.recordId","dwc.taxonID","dwc.year","inhs.superfamily","dwc.lifeStage","dwc.specificEpithet","dwc.latestAgeOrHighestStage","idigbio.subfamily","dwc.municipality","dwc.associatedReferences","dwc.minimumDepthInMeters","dwc.locationAccordingTo","dwc.catalogNumber","dwc.associatedOccurrences","dwc.county","dwc.earliestEpochOrLowestSeries","dwc.coordinateUncertaintyInMeters","idigbio.version","idigbio.endangeredStatus"
"1011",NA,NA,NA,NA,19.3,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,3,"",NA,"","Wake Island",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"646D0ED9-4065-495F-B23C-4022BD238C07",NA,"Sun Kim",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"9355d3866d8d15849e5a0c3ea7a87043ca45a4d4",NA,"",NA,"",NA,25,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"a1138dc2-2d5b-497f-b2f7-268dcad89b8b",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T09:29:07.376Z","Invertebrate Zoology","",NA,NA,166.7,NA,"",NA,"","Holothuria",NA,"","Kim-WAK-St-10",NA,NA,"","a1138dc2-2d5b-497f-b2f7-268dcad89b8b",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"11522-Echinodermata","","",NA,NA,NA,NA
"1073",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Ecuador",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,4,"",NA,"","Galapagos Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"A5DEA2AE-709B-4A50-A6DA-140309E7C0AB",NA,"Cleveland P. Hickman, Jr.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"545adb55cf16c6b53832344480f990ee40c96290",NA,"",NA,"",NA,29,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"877c6326-1d5d-46df-866e-fef8c42cd851",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:12:50.628Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","Hickman-018",NA,NA,"","877c6326-1d5d-46df-866e-fef8c42cd851",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1996,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"9649-Echinodermata","","",NA,NA,NA,NA
"1078",NA,NA,NA,NA,-0.504066666666667,NA,"",NA,NA,"","","",NA,NA,"","Nauru",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,7,"",NA,"","Nauru",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"C853D0A0-00A7-432A-9236-7ED01CD600B7",NA,"Kirkendale, L.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"86774a618ebb679b217b5ff9b8579949301afa9c",NA,"",NA,"",NA,2,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"95ce1e43-b2a4-455b-891d-4aa4ba7ad6de",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:54:47.065Z","Invertebrate Zoology","",NA,NA,166.946633333333,NA,"",NA,"","Holothuria",NA,"","LAK-254",NA,NA,"","95ce1e43-b2a4-455b-891d-4aa4ba7ad6de",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"3152-Echinodermata","","Nauru Island",NA,NA,NA,NA
"1093",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Northern Mariana Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"E9C56701-9711-4031-B50B-069D2C93BA4B",NA,"Starmer, J.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"31f97a3d3a549f8029213e568a231080beb46f9b",NA,"",NA,"",NA,11,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"fbb4d347-d6b6-4a7e-ac90-039c626290c3",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T16:28:46.397Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","JAS-SAI-288",NA,NA,"","fbb4d347-d6b6-4a7e-ac90-039c626290c3",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"3230-Echinodermata","","Saipan Island",NA,NA,NA,NA
"1098",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Northern Mariana Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"A6555828-3407-4BB1-B0FC-031CF82F97EE",NA,"Starmer, J.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"4f242b289edf6697b0e152ac4b1245ac907a9a12",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"1a2f54a2-a566-4c83-904b-6cd208b262ca",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:34:32.059Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","JAS-SAI-297",NA,NA,"","1a2f54a2-a566-4c83-904b-6cd208b262ca",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"3232-Echinodermata","","Saipan Island",NA,NA,NA,NA
"1108",NA,NA,NA,NA,-5.019131,NA,"",NA,NA,"","","",NA,NA,"","Papua New Guinea",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Madang Province",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"C1840E7E-A777-4292-AEF0-AD68E2F3B564",NA,"Yasunori Kano, Pierre Lozouet, John Slapcinsky, Timea Neusser, Bastian Brenzinger, Audrey Espalieu, Ken Ganzik, Dave Anan, Graham Kaina, Mande Holford",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"d62b7a72bcaaf9ae4a02243700602758cd77589c",NA,"",NA,"",NA,15,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"db457fca-2f6b-4b79-9b7c-2ca0b016c69f",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:09:30.491Z","Invertebrate Zoology","",NA,NA,145.798438,NA,"",NA,"","Holothuria",NA,"","PM25",NA,NA,"","db457fca-2f6b-4b79-9b7c-2ca0b016c69f",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"14802-Echinodermata","","",NA,NA,NA,NA
"1155",NA,NA,NA,NA,13.5,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,4,"",NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"418FD365-0805-4855-9E7F-29E1FE869644",NA,"R. Dickinson",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"b2d9de2e6539e603f5461a7478836dbf2eb56df8",NA,"",NA,"",NA,19,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"71b89642-1e48-4fab-b49e-ed36a0d983cf",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:05:23.908Z","Invertebrate Zoology","",NA,NA,144.8,NA,"",NA,"","Holothuria",NA,"","UGI-Station-52",NA,NA,"","71b89642-1e48-4fab-b49e-ed36a0d983cf",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"12278-Echinodermata","","Guam Island",NA,NA,NA,NA
"1281",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"B9AFEE9D-15E8-4DD2-996A-0B813FE73510",NA,"Pittman, C.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"d9c10297d447267d57ed25826b0cc9d97721bc77",NA,"",NA,"",NA,14,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"e0e8bef1-ec8c-4014-a360-ba8dab38a742",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T15:54:20.399Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","ZZZ-087865",NA,NA,"","e0e8bef1-ec8c-4014-a360-ba8dab38a742",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2002,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1274-Echinodermata","","Maui Island",NA,NA,NA,NA
"1340",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Cook Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,12,"",NA,"","Cook Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"3255BC72-DA50-4E1C-A181-F5F59446F3DA",NA,"Paulay, G.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"7c838b3570f6f24aa2389c19a420455669098e28",NA,"",NA,"",NA,7,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"e2b2f48b-e802-4af9-961f-b980d9fbf7ca",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T10:03:06.297Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","ZZZ-089018",NA,NA,"","e2b2f48b-e802-4af9-961f-b980d9fbf7ca",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1982,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1851-Echinodermata","","Mauke island",NA,NA,NA,NA
"1383",NA,NA,NA,NA,5.36916,NA,"",NA,NA,"","","",NA,NA,"","Federated States of Micronesia",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,3,"",NA,"","Caroline Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"0316FD28-39A5-4590-99D8-30A781B9A756",NA,"Sun Kim, Alex Kerr, François Michonneau",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"0c2a7887e0d7702b777c614a873edda101187d2f",NA,"",NA,"",NA,4,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"e43cfa61-82ee-4ec3-be0e-6625030d273c",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T11:04:52.561Z","Invertebrate Zoology","",NA,NA,163.01382,NA,"",NA,"","Holothuria",NA,"","KOSR-17",NA,NA,"","e43cfa61-82ee-4ec3-be0e-6625030d273c",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"6968-Echinodermata","","Kosrae Island",NA,NA,NA,NA
"1426",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Pitcairn Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,"","Henderson Island",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"FBC70423-A353-4CB8-B3B8-ABE920D1EEC3",NA,"Starmer, J.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"4c8627d3dfcb0c03ed6abe73b853fd7f6604c5f3",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"4f110781-38c1-4355-8f22-2c43837471be",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:05:56.951Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","JAS-HEN-Beach",NA,NA,"","4f110781-38c1-4355-8f22-2c43837471be",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"3277-Echinodermata","","",NA,NA,NA,NA
"1439",NA,NA,NA,NA,-21.107222,NA,"",NA,NA,"","","",NA,NA,"","France",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,8,"",NA,"","Mascarene Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"3C239575-31F7-47CB-BC82-D38C78E7A901",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau, Gustav Paulay & John Slapcinsky",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"5a715a59de8757110c686a63bca5e6bb71f381e4",NA,"",NA,"",NA,6,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"643a7fd6-80ee-43b5-ac61-44862cecb2c3",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T18:30:00.138Z","Invertebrate Zoology","",NA,NA,55.248889,NA,"",NA,"","Holothuria",NA,"","SWIO-2",NA,NA,"","643a7fd6-80ee-43b5-ac61-44862cecb2c3",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"6402-Echinodermata","","Reunion Island",NA,NA,NA,NA
"1451",NA,NA,NA,NA,7.285022,NA,"",NA,NA,"","","",NA,NA,"","Federated States of Micronesia",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,7,"",NA,"","Caroline Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"06A82BB2-B47C-4365-A364-6F4958FC4833",NA,"Sun Kim",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"ea0353f5afa343550f4f49520c8da78188c4c35a",NA,"",NA,"",NA,4,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"023a7b80-c09f-4d32-a608-5d9365bf1533",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T18:41:02.007Z","Invertebrate Zoology","",NA,NA,151.541051,NA,"",NA,"","Holothuria",NA,"","Kim-CHK-St-01",NA,NA,"","023a7b80-c09f-4d32-a608-5d9365bf1533",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"11387-Echinodermata","","Chuuk Island",NA,NA,NA,NA
"1534",NA,NA,NA,NA,-19.1,NA,"",NA,NA,"","","",NA,NA,"","Niue Island",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,9,"",NA,"","Niue Island",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"E25B812C-115D-4FC2-A683-F0EECA8AFFD5",NA,"Paulay, G.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"91465825cbdf1a95505abd022f8abc130a1c1671",NA,"",NA,"",NA,30,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"4c05482c-222e-4199-a8e2-fb3d88522d38",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T09:45:29.834Z","Invertebrate Zoology","",NA,NA,-169.9,NA,"",NA,"","Holothuria",NA,"","HNIUE-094B",NA,NA,"","4c05482c-222e-4199-a8e2-fb3d88522d38",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1991,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1661-Echinodermata","","Niue Island",NA,NA,NA,NA
