"","dwc.taxonRemarks","idigbio.associateDeterminedBy","dwc.recordedBy","inhs.total_females","dwc.locationRemarks","dwc.startDayOfYear","idigbio.subgenus","dwc.footprintWKT","dwc.verbatimCoordinateSystem","dwc.day","inhs.locationTrs","dcterms.reference","dwc.waterBody","idigbio.recordIds","dwc.nomenclaturalCode","dwc.collectionID","dwc.county","dwc.georeferenceSources","dwc.georeferenceRemarks","dwc.family","dwc.dateIdentified","dwc.phylum","symbiota.verbatimScientificName","dwc.minimumElevationInMeters","row.number","dwc.coordinatePrecision","dwc.coordinateUncertaintyInMeters","idigbio.dateModified","dwc.associatedOccurrences","inhs.instars_Male","dwc.habitat","dwc.earliestEraOrLowestErathem","dwc.maximumDepthInMeters","dwc.infraspecificEpithet","dwc.lithostratigraphicTerms","dwc.georeferencedBy","idigbio.createdBy","idigbio.associatedRelationship","dwc.eventRemarks","idigbio.hostFamily","dwc.group","dwc.earliestEpochOrLowestSeries","dwc.identificationRemarks","dwc.relatedResourceID","dwc.fieldNotes","idigbio.associateCondition","dwc.order","idigbio.preparationCount","inhs.juv_undetermined","dwc.accessRights","dwc.institutionCode","dwc.dataGeneralizations","idigbio.preservative","dwc.scientificNameID","idigbio.associateAuthor","idigbio.recordId","dwc.originalNameUsage","dwc.verbatimElevation","idigbio.substrate","dwc.verbatimTaxonRank","dwc.lifeStage","dwc.earliestAgeOrLowestStage","dwc.bed","symbiotaverbatimScientificName","dwc.continent","dwc.taxonID","dwc.georeferenceVerificationStatus","dwc.identificationQualifier","inhs.vouchered","inhs.instars_Female","inhs.juv_males","dwc.taxonRank","dwc.month","idigbio.recordID","dwc.member","idigbio.etag","dwc.latestPeriodOrHighestSystem","dcterms.rights","dwc.samplingProtocol","dwc.geodeticDatum","dwc.samplingEffort","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.dynamicProperties","dwc.datasetID","idigbio.barcodeValue","dwc.verbatimCoordinates","dwc.associatedReferences","dwc.georeferencedDate","dcterms.type","dwc.rights","dwc.country","dwc.disposition","dwc.endDayOfYear","dwc.fieldNumber","dwc.identificationID","idigbio.associateIdentifier","dwc.genus","dwc.eventTime","inhs.formI_males","dcterms.accessRights","dcterms.modified","dwc.nomenclaturalStatus","dwc.associatedSequences","fcc.superfamily","inhs.dead","dwc.collectionCode","dwc.preparation","dwc.occurrenceRemarks","dwc.subgenus","dwc.verbatimLongitude","dwc.occurrenceStatus","dwc.stateProvince","dwc.sex","dwc.verbatimEventDate","dwc.identificationVerificationStatus","dwc.reproductiveCondition","inhs.location_Stream","dwc.rightsHolder","idigbio.associateRelationship","dwc.higherClassification","idigbio.associateNotes","dwc.individualCount","idigbio.version","inhs.relic","dwc.datasetName","dwc.decimalLatitude","dwc.lowestBiostratigraphicZone","id","inhs.formII_males","dwc.latestAgeOrHighestStage","dcterms.references","dwc.countryCode","idigbio.determinationHistory","dwc.namePublishedIn","dwc.catalogNumber","dwc.nameAccordingTo","fcc.datePicked","dwc.formation","dwc.ownerInstitutionCode","idigbio.subfamily","dwc.identificationReferences","http...symbiota.org.terms.verbatimScientificName","inhs.live","dwc.institutionID","dwc.associatedTaxa","dwc.verbatimLatitude","dwc.year","dwc.establishmentMeans","dcterms.source","idigbio.uuid","dwc.latestEraOrHighestErathem","inhs.superfamily","dwc.verbatimSRS","dwc.georeferenceProtocol","dwc.namePublishedInID","dwc.scientificNameAuthorship","dwc.municipality","dwc.locationID","dwc.specificEpithet","dwc.eventID","fcc.subfamily","inhs.juv_females","dwc.class","dwc.vernacularName","dwc.verbatimDepth","inhs.location_Basin","inhs.total_Males","dwc.maximumElevationInMeters","dwc.occurrenceID","dwc.locality","dwc.preparations","dwc.individualID","dwc.identifiedBy","dwc.associatedMedia","dwc.behavior","dwc.previousIdentifications","idigbio.associatedFamily","dwc.eventDate","dwc.minimumDepthInMeters","dwc.recordNumber","dwc.locationAccordingTo","dcterms.language","dwc.otherCatalogNumbers","dwc.latestEpochOrHighestSeries","dwc.basisOfRecord","idigbio.tribe","dcterms.bibliographicCitation","dwc.scientificName","dwc.decimalLongitude","dwc.informationWithheld","dwc.kingdom","idigbio.associateCommonName","fcc.pickedBy","dwc.verbatimLocality","inhs.location_RiverMile","dwc.islandGroup","dwc.higherGeography","dcterms.rightsHolder","idigbio.endangeredStatus","dwc.island","dwc.typeStatus"
"1444",NA,NA,"Bonito, V.",NA,"",NA,NA,NA,"",27,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T13:49:03.812Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"0523b925acc743ddc1d96ea21e7a28a3c965d350",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"USA","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Wake Island","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,19.29172,NA,"79545224-7773-4a9b-af78-3c33421dc67f",NA,NA,"",NA,NA,NA,"4670-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2005,NA,NA,"79545224-7773-4a9b-af78-3c33421dc67f",NA,NA,NA,"",NA,"Lesson",NA,"Bonito-Wake-06","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"D9F10E35-CF39-4D0D-8F4E-4D43B0E800FA","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",166.60743,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1450",NA,NA,"Line Le Gall, Cecile Debitus, Anthony Berberian, Pierre Laboutte",NA,"",NA,NA,NA,"",22,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T16:24:50.990Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"23987cc166d6b788f0590b6a3c167b5375467b64",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.049467,NA,"d44cdbd2-fe6a-4cec-9627-8956734da4ee",NA,NA,"",NA,NA,NA,"14881-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"d44cdbd2-fe6a-4cec-9627-8956734da4ee",NA,NA,NA,"",NA,"Lesson",NA,"PR79","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"772CA997-D83E-47BB-9235-836579263F79","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.809769,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1548",NA,NA,"Nat Evans, Francois Michonneau",NA,"",NA,NA,NA,"",11,NA,NA,"",NA,"",NA,"Iriomote Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T11:55:00.278Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"df35052272c62ff9b4f11d652f67d6991584935d",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Okinawa Prefecture","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,24.373801,NA,"cc288d0c-4431-42c3-a67a-d7e652ee72c5",NA,NA,"",NA,NA,NA,"10554-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2010,NA,NA,"cc288d0c-4431-42c3-a67a-d7e652ee72c5",NA,NA,NA,"",NA,"Lesson",NA,"GUOK10-St-068","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"14F365BD-8479-48BE-8122-B3B342D1D12E","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",123.75053,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1558",NA,NA,"Hugh Morrison, Anthony Berberian, Heok Hui Tan, Jessica Goodheart",NA,"",NA,NA,NA,"",14,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:54:18.542Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,"cd543840d859b3d75bad7c301cdcf7d5b2b5eb88",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Papua New Guinea","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Madang Province","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-5.197,NA,"0ef24390-3345-49d9-ad45-1c414a810ac9",NA,NA,"",NA,NA,NA,"14724-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2012,NA,NA,"0ef24390-3345-49d9-ad45-1c414a810ac9",NA,NA,NA,"",NA,"Lesson",NA,"PR33","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"3466368D-EC94-4026-BA3E-786B8D5A655F","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",145.807159,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1567",NA,NA,"Nat Evans, Francois Michonneau, Gustav Paulay, Tohru Naruse, Yuji Ise",NA,"",NA,NA,NA,"",20,NA,NA,"",NA,"",NA,"Okinawa Island","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T11:11:23.662Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"a998d5d097a7ff256a413029a6a64e934331390b",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Okinawa Prefecture","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.328821,NA,"bddad4e7-daa8-4825-9ab3-1bffe28dc62d",NA,NA,"",NA,NA,NA,"13725-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2010,NA,NA,"bddad4e7-daa8-4825-9ab3-1bffe28dc62d",NA,NA,NA,"",NA,"Lesson",NA,"GUOK10-St-080","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"AFC22781-874B-4578-A2E7-24FE5ED5C3D9","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.744105,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1575",NA,NA,"Nathaniel Evans",NA,"",NA,NA,NA,"",31,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T10:43:50.689Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"aec726c203e24d7a08247b100a6244403e4ce954",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"France","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"New Caledonia","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,-22.5812,NA,"caa7a4cd-90fc-4e2a-9f57-02fbf6604360",NA,NA,"",NA,NA,NA,"15850-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2013,NA,NA,"caa7a4cd-90fc-4e2a-9f57-02fbf6604360",NA,NA,NA,"",NA,"Lesson",NA,"LOF13","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"6D35A7FB-7C8A-4052-9019-6496E11FF6F7","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",167.309,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1606",NA,NA,"Machel Malay",NA,"",NA,NA,NA,"",15,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T13:35:35.341Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"2f6962753181dc1d02c68882bd742fe90906d359",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Oman","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,23.521448,NA,"9a25ee9a-e496-4c05-a4d9-2ea7aad442ca",NA,NA,"",NA,NA,NA,"9118-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2008,NA,NA,"9a25ee9a-e496-4c05-a4d9-2ea7aad442ca",NA,NA,NA,"",NA,"Lesson",NA,"MOM-01","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"EC8CE007-082B-4764-A88D-21621D8FB07F","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",58.731182,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1615",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T12:58:10.616Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"d3400d23ff3471f84b996200c4ab806cfc58eb41",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.32577,NA,"5dc49938-ea12-410f-bcd4-9dd0248f35d9",NA,NA,"",NA,NA,NA,"10930-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"5dc49938-ea12-410f-bcd4-9dd0248f35d9",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-16","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"416E81B3-5FB9-4EA5-BA37-D93BB9AF1483","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.744874,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1619",NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay",NA,"",NA,NA,NA,"",9,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T13:01:56.179Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"645124927d20126a5d6f2f1e10ee4b85e9a62398",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Saudi Arabia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,16.4892,NA,"e2068b19-71c0-4bd7-92b7-720c9421df83",NA,NA,"",NA,NA,NA,"13985-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2013,NA,NA,"e2068b19-71c0-4bd7-92b7-720c9421df83",NA,NA,NA,"",NA,"Lesson",NA,"SAFA-019","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"2BEF639C-84FB-4378-85D2-FD149B285A94","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",41.94432,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1621",NA,NA,"Yoshihisa Fujita, Daisuke Uyeno",NA,"",NA,NA,NA,"",14,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T13:04:50.822Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"255a3308ce8ba90210f5af5cc7395e2c02f641a8",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"7f2be47c-6ee9-449c-abb4-3db413e3469d",NA,NA,"",NA,NA,NA,"10983-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"7f2be47c-6ee9-449c-abb4-3db413e3469d",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-20","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"6A52D812-D362-4114-A988-958860CF9B64","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1697",NA,NA,"V. Bonito, M. Claereboudt, G. Paulay",NA,"",NA,NA,NA,"",16,NA,NA,"",NA,"",NA,"","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:28:11.963Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"a088b2ed43ec4dcb43083e77b5bfba1b517e3bb9",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Oman","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,23.68165,NA,"422a7591-4a8f-49a5-b30e-ec6fcf75673f",NA,NA,"",NA,NA,NA,"4184-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2005,NA,NA,"422a7591-4a8f-49a5-b30e-ec6fcf75673f",NA,NA,NA,"",NA,"Lesson",NA,"GP-Loc-800","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"C719C5DE-8AD0-49F2-8026-68766AE8C528","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",58.49705,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1702",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T16:32:29.301Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"df8262d7f80d5d99ecf46b6b0c82616a04b1946c",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"31ffb807-2e27-4c23-a829-755ca16d5d02",NA,NA,"",NA,NA,NA,"10927-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"31ffb807-2e27-4c23-a829-755ca16d5d02",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-17","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"FAD46E5F-2E5F-444C-A3AB-FFEFCA061C3C","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1724",NA,NA,"Kris Netchy & Alex Kerr",NA,"",NA,NA,NA,"",30,NA,NA,"",NA,"",NA,"Yap State","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:28:18.686Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"d169419f09bbd22fa9dd19b817514722f841d55c",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Federated States of Micronesia","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Caroline Islands","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,9.51362,NA,"870a5dab-49b7-41eb-85e8-09fc026e999f",NA,NA,"",NA,NA,NA,"5889-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2007,NA,NA,"870a5dab-49b7-41eb-85e8-09fc026e999f",NA,NA,NA,"",NA,"Lesson",NA,"AK-Yap-02","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"0EDE2AB8-580F-421F-BC50-A46644B4C827","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",138.13182,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
"1739",NA,NA,"François Michonneau, Masami Obuchi",NA,"",NA,NA,NA,"",7,NA,NA,"",NA,"",NA,"Okinawa","","","Holothuriidae","","",NA,NA,NA,NA,NA,"2014-09-12T18:16:24.597Z","",NA,"",NA,NA,"",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"",NA,NA,NA,"",NA,NA,NA,"Aspidochirotida",NA,NA,NA,"FLMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"1c837db0daef3defb3bc61b983987d57b173b4f3",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,"Japan","",NA,"",NA,NA,"Holothuria",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,"Ryukyus","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,26.444199,NA,"00009ed0-0a2b-428f-8a20-ec83275b22b7",NA,NA,"",NA,NA,NA,"10920-Echinodermata",NA,NA,NA,"",NA,NA,NA,NA,"",NA,"",2011,NA,NA,"00009ed0-0a2b-428f-8a20-ec83275b22b7",NA,NA,NA,"",NA,"Lesson",NA,"FMOK11-St-17","edulis",NA,NA,NA,"Holothuroidea",NA,"",NA,NA,NA,"B12FBC20-F664-439A-A304-0C1E095389BE","","",NA,"","",NA,NA,NA,"",NA,"",NA,"","",NA,"PreservedSpecimen",NA,NA,"Holothuria edulis",127.772746,NA,"",NA,NA,NA,NA,NA,"","",NA,NA,""
