"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"527",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","026C4A29-AECF-4EE1-B910-FD9F6F8E0CA1","","",NA,NA,"b120cff8-6463-45ae-b709-4dcf6497bab7",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12149-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,9,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T13:09:18.735Z",NA,"",NA,NA,NA,NA,NA,"",NA,"b120cff8-6463-45ae-b709-4dcf6497bab7","Holothuria atra",NA,NA,"DJRS-037",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",22.2242666666667,NA,"",NA,"ee3f1a00f7b81c735f99f154f9dc1e0da6f007d8",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",38.9660666666667,"",NA
"541",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","2F8B9F57-2DCD-4B90-B68C-882F248D5C8F","","",NA,NA,"ca6530c4-8cd9-447d-8e88-d7b0e9ef77a7",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5314-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,"Moorea Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:00:34.129Z",NA,"",NA,NA,NA,NA,NA,"",NA,"ca6530c4-8cd9-447d-8e88-d7b0e9ef77a7","Holothuria atra",NA,NA,"GP-Loc-899",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-17.475,NA,"",NA,"dddfba8536429fbf14d02b72cfdadfb3dc900e19",NA,"",NA,NA,NA,"Society Islands",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-149.8194,"",NA
"589",NA,NA,"Jaeger, 1833",NA,"",NA,"",NA,"162°4.114'W",NA,"IZ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"","5°53.176'N",NA,NA,"","urn:catalog:CAS:IZ:174185","","",NA,NA,"e9ab8c5a-cb5e-42c8-9232-5904c4c1adbd",NA,NA,NA,NA,"16 Sep 2006",NA,NA,"",NA,"",NA,"174185.0",NA,NA,NA,"Animalia","6-8 ft","",NA,NA,NA,NA,NA,NA,16,NA,NA,9,NA,"",NA,NA,"ECHINODERMATA","atra","N end of lagoon, night dive",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,1.8288,NA,NA,NA,NA,"PACIFIC OCEAN: Line Islands: Palmyra Atoll: East Lagoon",NA,NA,NA,NA,NA,NA,"R. Van Syoc",NA,NA,"",NA,"","","2014-03-20T20:25:28.704Z",NA,"5° 53.176' N, 162° 4.114' W",NA,NA,NA,NA,NA,"75% EtOH",NA,"e9ab8c5a-cb5e-42c8-9232-5904c4c1adbd","Holothuria atra",NA,NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,259,"PreservedSpecimen","",NA,NA,"sand",NA,NA,NA,"","CAS Palmyra Expedition 2006",5.8862667,NA,"2006-09-16 00:00:00.0",NA,"11233e50516e329731f330682f1b37a8877f50af",NA,"SCUBA",NA,NA,NA,"",NA,"",NA,"R. Van Syoc",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"RVS-558","","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","en","",NA,"CAS",NA,1,NA,NA,NA,"PhysicalObject",2006,NA,NA,NA,NA,"",NA,NA,2.4384,"",-162.0685667,"2006-09-16 00:00:00.0",NA
"661",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D1EB3743-5BD2-42C8-B027-E3ABA3856777","","",NA,NA,"f5c28176-7cda-44f1-89ad-5707dc8a6003",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9605-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:53:11.247Z",NA,"",NA,NA,NA,NA,NA,"",NA,"f5c28176-7cda-44f1-89ad-5707dc8a6003","Holothuria atra",NA,NA,"NIN09-St-17",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.76027,NA,"",NA,"9ea89e4ae209e589fb909b9bdc606cea6914be8a",NA,"",NA,NA,NA,"Western Australia",NA,"",NA,"François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",113.6433,"",NA
"670",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanzania","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D91DC6FE-A705-4F74-AEE0-4952FD35B170","","",NA,NA,"933d8958-6937-40f9-8b49-1a8d0ada3832",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"8924-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,13,NA,NA,8,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T12:19:05.880Z",NA,"",NA,NA,NA,NA,NA,"",NA,"933d8958-6937-40f9-8b49-1a8d0ada3832","Holothuria atra",NA,NA,"Werner-Zanzibar-2",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-6.14623,NA,"",NA,"679727b97ac415c48c99a726d0de956b9945b8e9",NA,"",NA,NA,NA,"",NA,"",NA,"Tim Werner",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",39.13786,"",NA
"675",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","901D5BAE-E30D-4BEB-B863-C8920537D254","","",NA,NA,"50d13325-a0a3-4ce0-8e90-3dbf4e212dd5",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"11514-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,23,NA,NA,3,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T12:35:13.116Z",NA,"",NA,NA,NA,NA,NA,"",NA,"50d13325-a0a3-4ce0-8e90-3dbf4e212dd5","Holothuria atra",NA,NA,"Kim-WAK-St-05",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",19.3,NA,"",NA,"9b771980a33d270e48e74420ab04815225388bbb",NA,"",NA,NA,NA,"Wake Island",NA,"",NA,"Sun Kim",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",166.7,"",NA
"691",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","1A5851FB-2D85-40CB-8B68-06AE71FE6DDC","","",NA,NA,"2d3e423e-f1b9-45e5-b60d-3ed1aadf8325",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4820-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,24,NA,NA,2,NA,"Oahu Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:54:04.755Z",NA,"",NA,NA,NA,NA,NA,"",NA,"2d3e423e-f1b9-45e5-b60d-3ed1aadf8325","Holothuria atra",NA,NA,"GP-Loc-852",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",19.99667,NA,"",NA,"c07824a6a1f89f48cacc656001e1454f0d5f138b",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"J. Earle, J. Hoover, G. Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-155.24556,"",NA
"696",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","A68B0AED-7027-4BA5-A8CC-9E8C69425052","","",NA,NA,"6502f721-015e-46a2-bf13-9d44bf44fdaa",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9951-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,12,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:09:11.587Z",NA,"",NA,NA,NA,NA,NA,"",NA,"6502f721-015e-46a2-bf13-9d44bf44fdaa","Holothuria atra",NA,NA,"HI09-006",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-23.4332166666667,NA,"",NA,"41f62385dfa44e1efa473de27453d47d1089c270",NA,"",NA,NA,NA,"Queensland",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",151.93375,"",NA
"762",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","CD89CF2B-D44D-43FB-A0DC-BC4F17749CA6","","",NA,NA,"ccda26d0-d957-4361-9f5b-48b2de860f9b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15991-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,4,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:55:05.801Z",NA,"",NA,NA,NA,NA,NA,"",NA,"ccda26d0-d957-4361-9f5b-48b2de860f9b","Holothuria atra",NA,NA,"NEST12",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.39375,NA,"",NA,"ec8cec4428e940755caf91ffd0a68a547113a833",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",166.88344,"",NA
"775",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","2EFE9ED4-C3DA-46E3-9DAC-49D7499FF648","","",NA,NA,"1b9df949-a865-4cab-9ac6-2ec56540adb8",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"3231-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,4,NA,NA,8,NA,"Saipan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:36:36.364Z",NA,"",NA,NA,NA,NA,NA,"",NA,"1b9df949-a865-4cab-9ac6-2ec56540adb8","Holothuria atra",NA,NA,"ZZZ-090758",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"a6e8ced6a5a16fa454a16cd6110fb21138933dca",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"Starmer, J.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2004,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"781",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D419C438-C7CF-4CAE-8D76-705B8B7744F7","","",NA,NA,"ab1998fb-1951-4179-9a45-cdfcc28eb0a5",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"13579-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,24,NA,NA,3,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:27:10.543Z",NA,"",NA,NA,NA,NA,NA,"",NA,"ab1998fb-1951-4179-9a45-cdfcc28eb0a5","Holothuria atra",NA,NA,"SAFA-044",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",22.202911,NA,"",NA,"4eacb76dde1118da9f503235b4577071ccd83c87",NA,"",NA,NA,NA,"",NA,"",NA,"Jenna Moore, Jessica Bouwmeester",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",39.048425,"",NA
"798",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","AFF11C58-CEA3-4142-93D7-741255595CA1","","",NA,NA,"85dd0509-9f71-4c57-94f5-dc07d4db3b79",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12616-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,31,NA,NA,5,NA,"Maug Islands",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:11:40.162Z",NA,"",NA,NA,NA,NA,NA,"",NA,"85dd0509-9f71-4c57-94f5-dc07d4db3b79","Holothuria atra",NA,NA,"MAUG-02",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",20.02,NA,"",NA,"6acebd82fa021f452563795ff88526b039b0755e",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",145.23,"",NA
"799",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Niue Island","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","FB59AF55-E1C6-4DBD-A022-DA1CA3D5F940","","",NA,NA,"2ac72177-70c6-4234-85d6-f0bf3112368b",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"1753-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,20,NA,NA,9,NA,"Niue Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:05:19.351Z",NA,"",NA,NA,NA,NA,NA,"",NA,"2ac72177-70c6-4234-85d6-f0bf3112368b","Holothuria atra",NA,NA,"HNIUE-093",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-19.1,NA,"",NA,"6471da1e8ac35cde0eed5da64429dc082a90febb",NA,"",NA,NA,NA,"Niue Island",NA,"",NA,"Paulay, G.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1991,NA,NA,NA,NA,"",NA,NA,NA,"",-169.9,"",NA
"804",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","1A84C88E-4194-4439-8A23-693D9F66A029","","",NA,NA,"4ff061c6-3738-458e-bef0-f41f6a9a8ce8",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"15823-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,15,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:45:02.538Z",NA,"",NA,NA,NA,NA,NA,"",NA,"4ff061c6-3738-458e-bef0-f41f6a9a8ce8","Holothuria atra",NA,NA,"NEST23",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-18.042225,NA,"",NA,"dbe959103cafca8a9118209df686ce84cabce805",NA,"",NA,NA,NA,"New Caledonia",NA,"",NA,"Nathaniel Evans",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",162.958427,"",NA
