"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"1923",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanuatu","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","6D21753A-3B7D-4F10-91C4-68609C660ED2","","",NA,NA,"51c5fdd8-935c-4cf6-961a-2583aea682aa",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4311-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,23,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:06:09.302Z",NA,"",NA,NA,NA,NA,NA,"",NA,"51c5fdd8-935c-4cf6-961a-2583aea682aa","Holothuria atra",NA,NA,"CPM-VAN-019",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-15.5333333333333,NA,"",NA,"652093459fd53bf05ef7e090f63b0ba32eeddebd",NA,"",NA,NA,NA,"Sanma Province",NA,"",NA,"Meyer, C.",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",167.283333333333,"",NA
"1924",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","944654E8-76B8-4FAC-981D-661BB9AE7EE3","","",NA,NA,"4273aa0c-e8d3-4850-9105-06b2ce7492b4",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5875-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,"Yap State",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:15:31.116Z",NA,"",NA,NA,NA,NA,NA,"",NA,"4273aa0c-e8d3-4850-9105-06b2ce7492b4","Holothuria atra",NA,NA,"AK-Yap-13",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",9.51686,NA,"",NA,"234e26fd817c75c25f9e9463aecd52a52399f919",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",138.13593,"",NA
"1939",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","67B99B5A-75CE-43DB-8DD1-958E986E4A93","","",NA,NA,"fa4f97be-f3e2-4ca1-a87d-e650988d73f3",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9948-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,12,NA,NA,11,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:07:23.241Z",NA,"",NA,NA,NA,NA,NA,"",NA,"fa4f97be-f3e2-4ca1-a87d-e650988d73f3","Holothuria atra",NA,NA,"HI09-006",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-23.4332166666667,NA,"",NA,"f81780c417a16a375e6f541b3fabe7c1a32d3bf2",NA,"",NA,NA,NA,"Queensland",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",151.93375,"",NA
"1964",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Caledonia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","23714A1D-44FE-4076-B3EC-8141BBB7501C","","",NA,NA,"280fa6c0-0a19-441a-a06d-a38d9bda3161",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"8675-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,6,NA,NA,3,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:20:56.851Z",NA,"",NA,NA,NA,NA,NA,"",NA,"280fa6c0-0a19-441a-a06d-a38d9bda3161","Holothuria atra",NA,NA,"NC09-St-3",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.34726,NA,"",NA,"cceda619b0ec6f858662877544de87e05deb374e",NA,"",NA,NA,NA,"Province Sud",NA,"",NA,"François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",166.41543,"",NA
"2019",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maldives","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","A20DD724-309C-49EE-8427-01E5FE7D67E7","","",NA,NA,"8d6142fd-11ea-46bf-83fb-4f9a08892857",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"16101-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,16,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:55:45.835Z",NA,"",NA,NA,NA,NA,NA,"",NA,"8d6142fd-11ea-46bf-83fb-4f9a08892857","Holothuria atra",NA,NA,"MG-31",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",3.078913,NA,"",NA,"074e1f6aa6ced20a9b0f6b528c19a8305d3e6639",NA,"",NA,NA,NA,"",NA,"",NA,"Jenna Moore",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2014,NA,NA,NA,NA,"",NA,NA,NA,"",72.962112,"",NA
"2038",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oman","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D7CDFB6D-A125-4B7A-923C-01A99392087F","","",NA,NA,"7f26a44b-6b01-40f4-81d3-63d3e40cec40",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4248-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,23,NA,NA,1,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T15:36:30.753Z",NA,"",NA,NA,NA,NA,NA,"",NA,"7f26a44b-6b01-40f4-81d3-63d3e40cec40","Holothuria atra",NA,NA,"GP-Loc-813",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"fafa78b24eacce6c825c19745c68d0d4481f5d33",NA,"",NA,NA,NA,"",NA,"",NA,"V. Bonito, M. Claereboudt, G. Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"2046",NA,NA,"Jaeger, 1833",NA,"",NA,"",NA,"162°4.114'W",NA,"IZ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"","5°53.176'N",NA,NA,"","urn:catalog:CAS:IZ:174184","","",NA,NA,"70d44f2a-55c2-4ba7-b37b-9c5aafc2c2eb",NA,NA,NA,NA,"16 Sep 2006",NA,NA,"",NA,"",NA,"174184.0",NA,NA,NA,"Animalia","6-8 ft","",NA,NA,NA,NA,NA,NA,16,NA,NA,9,NA,"",NA,NA,"ECHINODERMATA","atra","N end of lagoon, night dive",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,1.8288,NA,NA,NA,NA,"PACIFIC OCEAN: Line Islands: Palmyra Atoll: East Lagoon",NA,NA,NA,NA,NA,NA,"R. Van Syoc",NA,NA,"",NA,"","","2014-03-20T21:30:03.878Z",NA,"5° 53.176' N, 162° 4.114' W",NA,NA,NA,NA,NA,"75% EtOH",NA,"70d44f2a-55c2-4ba7-b37b-9c5aafc2c2eb","Holothuria atra",NA,NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,259,"PreservedSpecimen","",NA,NA,"sand",NA,NA,NA,"","CAS Palmyra Expedition 2006",5.8862667,NA,"2006-09-16 00:00:00.0",NA,"5e9aef300bf62b426566232f9fba744a0a941a2e",NA,"SCUBA",NA,NA,NA,"",NA,"",NA,"R. Van Syoc",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"RVS-558","","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","en","",NA,"CAS",NA,1,NA,NA,NA,"PhysicalObject",2006,NA,NA,NA,NA,"",NA,NA,2.4384,"",-162.0685667,"2006-09-16 00:00:00.0",NA
"2130",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","0D7DE57C-07DA-4216-B0C0-61F6BD7642D7","","",NA,NA,"46eb86a5-820c-4fab-a76c-6750a5fda716",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12358-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,"Kosrae State",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:07:38.477Z",NA,"",NA,NA,NA,NA,NA,"",NA,"46eb86a5-820c-4fab-a76c-6750a5fda716","Holothuria atra",NA,NA,"UGI-Station-411",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"52f66878f86fda93d390337b13962c6de1603125",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Alex Kerr",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1992,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"2133",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F6C1A72F-071D-476F-896A-D8B7ED870089","","",NA,NA,"648f565e-6a2c-4e2c-b0a0-0f82900fe8cd",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"7104-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,29,NA,NA,5,NA,"Mayotte Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T11:14:27.710Z",NA,"",NA,NA,NA,NA,NA,"",NA,"648f565e-6a2c-4e2c-b0a0-0f82900fe8cd","Holothuria atra",NA,NA,"MAY08-St1",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-12.947371,NA,"",NA,"dcec9e7ff6542357f012579efabb3dbb37138a16",NA,"",NA,NA,NA,"Comoros Islands",NA,"",NA,"Arthur Anker, François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2008,NA,NA,NA,NA,"",NA,NA,NA,"",45.099797,"",NA
"2146",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","ECED83E6-8D38-41DD-9D4C-7D2BF19071EA","","",NA,NA,"a15c2a86-8bd3-4569-a814-7d39e6dc623e",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12294-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,6,NA,NA,7,NA,"Pagan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:47:31.146Z",NA,"",NA,NA,NA,NA,NA,"",NA,"a15c2a86-8bd3-4569-a814-7d39e6dc623e","Holothuria atra",NA,NA,"UGI-Station-368",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"cc1ef24457f37e8ca283e9b0a57d5fd99d23ae5b",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"J. Doty",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1975,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"2148",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","D18D9B47-115A-47DF-B07D-BDEC1BE50DC4","","",NA,NA,"713ea7bd-96a8-459b-a6a1-d46b015313d5",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12150-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,9,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:49:18.664Z",NA,"",NA,NA,NA,NA,NA,"",NA,"713ea7bd-96a8-459b-a6a1-d46b015313d5","Holothuria atra",NA,NA,"DJRS-037",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",22.2242666666667,NA,"",NA,"4c56440177d8a634fb222e64e1f265bcbeac0185",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",38.9660666666667,"",NA
"2162",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","9911E4F3-681E-4BDA-B30E-8F8E11AA3738","","",NA,NA,"02c81f19-ec63-40ec-a13e-c7568c5df500",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12514-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,5,NA,NA,9,NA,"Asuncion Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:03:06.320Z",NA,"",NA,NA,NA,NA,NA,"",NA,"02c81f19-ec63-40ec-a13e-c7568c5df500","Holothuria atra",NA,NA,"ASU-03",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",19.7,NA,"",NA,"92f87ae957ae4564640357e981cf52a7c8642475",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2003,NA,NA,NA,NA,"",NA,NA,NA,"",145.4,"",NA
"2164",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","51A6D431-EA95-419F-ADC7-36E92AC5F197","","",NA,NA,"bc5bb5f9-aa4a-4c50-831b-63b0e7c6dee0",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"11177-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,22,NA,NA,11,NA,"Nuku Hiva",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:06:15.271Z",NA,"",NA,NA,NA,NA,NA,"",NA,"bc5bb5f9-aa4a-4c50-831b-63b0e7c6dee0","Holothuria atra",NA,NA,"MQ003",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-8.82055,NA,"",NA,"e9371e0b13aa5c78ac710f3cc2690279d40ae3b3",NA,"",NA,NA,NA,"Marquesas Islands",NA,"",NA,"Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2011,NA,NA,NA,NA,"",NA,NA,NA,"",-140.24805,"",NA
"2167",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","DC22104C-F698-4099-9B1D-425A3CF53145","","",NA,NA,"3e9f0911-f365-41b0-b44a-b3a41d3436c7",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"9187-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,23,NA,NA,4,NA,"Europa Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T10:19:18.392Z",NA,"",NA,NA,NA,NA,NA,"",NA,"3e9f0911-f365-41b0-b44a-b3a41d3436c7","Holothuria atra",NA,NA,"EURO-7",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-22.34656667,NA,"",NA,"e22b4813b8c12aa779a6bd6a0fa2d1587d5a8d8c",NA,"",NA,NA,NA,"Scattered Islands",NA,"",NA,"H. Bruggemann, M. Guillaume",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2009,NA,NA,NA,NA,"",NA,NA,NA,"",40.33203333,"",NA
