"","dwc.behavior","dwc.county","idigbio.associateCommonName","dwc.country","dwc.disposition","dwc.group","dwc.lowestBiostratigraphicZone","dwc.endDayOfYear","dwc.rights","dwc.georeferenceSources","dwc.georeferencedDate","dwc.occurrenceID","idigbio.substrate","idigbio.etag","dwc.month","dcterms.modified","dwc.islandGroup","dwc.namePublishedInID","dwc.identificationRemarks","dwc.verbatimSRS","dwc.georeferenceRemarks","dwc.family","dwc.eventTime","dwc.fieldNotes","idigbio.associatedFamily","inhs.formII_males","fcc.superfamily","idigbio.dateModified","inhs.location_RiverMile","dwc.preparations","dwc.recordNumber","inhs.dead","dwc.scientificName","dwc.locationRemarks","dwc.continent","dwc.day","dwc.higherGeography","dwc.nomenclaturalStatus","idigbio.endangeredStatus","dwc.earliestEpochOrLowestSeries","idigbio.tribe","dwc.minimumElevationInMeters","dwc.phylum","dwc.identifiedBy","dwc.identificationQualifier","dwc.verbatimLatitude","dwc.lifeStage","dwc.waterBody","dwc.typeStatus","inhs.juv_undetermined","dwc.institutionID","dwc.eventDate","dwc.accessRights","dwc.locality","dwc.island","idigbio.recordIds","dwc.recordedBy","idigbio.preservative","dwc.earliestAgeOrLowestStage","dwc.vernacularName","dcterms.accessRights","dwc.associatedOccurrences","row.number","dwc.relatedResourceID","dwc.fieldNumber","inhs.locationTrs","dwc.verbatimTaxonRank","dwc.formation","dwc.specificEpithet","idigbio.associateDeterminedBy","inhs.live","dwc.bed","dwc.earliestPeriodOrLowestSystem","dwc.member","dwc.informationWithheld","dwc.coordinatePrecision","idigbio.version","dwc.taxonID","dwc.decimalLatitude","dwc.stateProvince","dwc.individualID","dwc.locationAccordingTo","symbiota.verbatimScientificName","dwc.eventRemarks","dwc.ownerInstitutionCode","dwc.rightsHolder","idigbio.barcodeValue","dwc.dynamicProperties","dwc.identificationID","inhs.formI_males","idigbio.hostFamily","dwc.otherCatalogNumbers","dwc.collectionCode","inhs.formII_females","idigbio.associatedRelationship","dwc.samplingEffort","inhs.vouchered","dwc.latestEpochOrHighestSeries","dwc.namePublishedIn","idigbio.createdBy","dwc.order","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","dwc.municipality","idigbio.associateAuthor","dwc.dataGeneralizations","dwc.latestAgeOrHighestStage","dwc.eventID","dwc.scientificNameAuthorship","inhs.relic","dwc.individualCount","dwc.identificationReferences","dwc.coordinateUncertaintyInMeters","dwc.countryCode","dwc.class","dwc.originalNameUsage","dwc.maximumDepthInMeters","dwc.dateIdentified","dwc.previousIdentifications","dwc.kingdom","dwc.scientificNameID","dwc.catalogNumber","idigbio.associateIdentifier","fcc.subfamily","dwc.verbatimLocality","dcterms.rights","dwc.year","dwc.occurrenceStatus","idigbio.associateCondition","dwc.decimalLongitude","idigbio.associateNotes","dwc.lithostratigraphicTerms","dwc.latestEraOrHighestErathem","fcc.pickedBy","dwc.verbatimEventDate","dwc.VerbatimEventDate","dwc.georeferenceProtocol","dwc.associatedMedia","inhs.superfamily","idigbio.recordID","fcc.datePicked","dwc.geodeticDatum","dwc.reproductiveCondition","dcterms.reference","dcterms.source","idigbio.subgenus","dwc.subgenus","dcterms.references","dwc.identificationVerificationStatus","dwc.sex","dcterms.language","idigbio.determinationHistory","http...symbiota.org.terms.verbatimScientificName","dwc.taxonRemarks","dwc.nameAccordingTo","idigbio.recordId","inhs.location_Stream","idigbio.associateRelationship","dwc.locationID","idigbio.preparationCount","dcterms.type","inhs.instars_Female","dwc.establishmentMeans","dwc.taxonRank","dwc.basisOfRecord","dwc.associatedSequences","dwc.verbatimLongitude","inhs.instars_Male","symbiotaverbatimScientificName","dwc.verbatimDepth","dwc.footprintWKT","dwc.verbatimElevation","dwc.samplingProtocol","idigbio.subfamily","dwc.verbatimCoordinates","dwc.habitat","dwc.institutionCode","dwc.associatedTaxa","dwc.maximumElevationInMeters","dwc.startDayOfYear","inhs.location_Basin","dwc.georeferencedBy","dwc.occurrenceRemarks","dwc.nomenclaturalCode","dwc.datasetID","inhs.total_females","inhs.total_Males","dwc.genus","dwc.preparation","dwc.associatedReferences","dwc.earliestEraOrLowestErathem","idigbio.uuid","dwc.latestPeriodOrHighestSystem","dwc.verbatimCoordinateSystem","dcterms.bibliographicCitation","inhs.juv_males","dwc.minimumDepthInMeters","dwc.collectionID","dwc.higherClassification","dcterms.rightsHolder","inhs.juv_females","dwc.datasetName","id"
"1862",NA,"Maui Island",NA,"USA","",NA,NA,NA,NA,"",NA,"71C48515-1D03-4680-A99C-7196E127D8BD",NA,"9e3bb588e49db5085cc121174aab8c540fb36bca",4,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T11:25:31.459Z",NA,"","",NA,"Holothuria pardalis","","",28,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Pittman, C.",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.91889,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"4364-Echinodermata",NA,NA,NA,NA,2005,NA,NA,-156.66444,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"G-2005-014",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"b3e69223-e7eb-4eb0-8220-cdf9bf5ec0ac",NA,"",NA,NA,NA,NA,"","",NA,NA,"b3e69223-e7eb-4eb0-8220-cdf9bf5ec0ac"
"1882",NA,"Maui Island",NA,"USA","",NA,NA,NA,NA,"",NA,"A9F588DA-3A5C-4145-8DED-F68A741E79BD",NA,"21ffbe61c4a8f21bdfad6fa38cba0185b3650173",4,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T14:37:07.859Z",NA,"","",NA,"Holothuria pardalis","","",29,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Pittman, C.",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"1855-Echinodermata",NA,NA,NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"ZZZ-088986",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"42525d2d-5df1-4612-8a3c-d4a83dfd2c2f",NA,"",NA,NA,NA,NA,"","",NA,NA,"42525d2d-5df1-4612-8a3c-d4a83dfd2c2f"
"1908",NA,"French Frigate Shoals",NA,"USA","",NA,NA,NA,NA,"",NA,"6C212B04-0504-4457-85CE-36DEBB3B124A",NA,"e03bc0ecaf190154eab77031fb82e330ae282ece",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T09:21:57.053Z",NA,"","",NA,"Holothuria pardalis","","",23,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Gustav Paulay, Sea McKeon, Andy Collins, John Starmer, Jim Maragos, Cory Pittman & Russell Moffitt",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7683,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"6234-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-166.2602,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FFS-0168",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"eaa56a7e-afc6-432f-9302-702975b1fbfb",NA,"",NA,NA,NA,NA,"","",NA,NA,"eaa56a7e-afc6-432f-9302-702975b1fbfb"
"2200",NA,"Oahu Island",NA,"USA","",NA,NA,NA,NA,"",NA,"BFAD0589-7965-4366-A3A8-489A9223AEA6",NA,"a1f4ebe4aadbb652864abe87a8d722879f1191ed",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T18:42:30.241Z",NA,"","",NA,"Holothuria pardalis","","",NA,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"6056-Echinodermata",NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FFS-OAHU-site 1 hand",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"d792ae7e-6fbe-4b8a-8dfe-587d11d89e0d",NA,"",NA,NA,NA,NA,"","",NA,NA,"d792ae7e-6fbe-4b8a-8dfe-587d11d89e0d"
"2224",NA,"Oahu Island",NA,"USA","",NA,NA,NA,NA,"",NA,"4F492E99-E0FE-4C76-86D6-5B123CE2F805",NA,"b454931522e9fdc2be1be54fe66beef6113c9306",2,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T17:50:52.601Z",NA,"","",NA,"Holothuria pardalis","","",24,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"J. Earle, J. Hoover, G. Paulay",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.99667,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"4809-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-155.24556,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"GP-Loc-852",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"fd5155ca-490c-4bb9-b2c5-a1a96086aefd",NA,"",NA,NA,NA,NA,"","",NA,NA,"fd5155ca-490c-4bb9-b2c5-a1a96086aefd"
"2233",NA,"Moorea Island",NA,"French Polynesia","",NA,NA,NA,NA,"",NA,"6BC1E5DF-5B44-499C-B6DB-BE254F2D04E4",NA,"9cc3f0dd32c46c69114ae8ab1567e5f07724acfd",8,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T15:17:03.189Z",NA,"","",NA,"Holothuria pardalis","","",8,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Christian McKeon, Chris Meyer, Gustav Paulay",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.5597,"Society Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"5266-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-149.8872,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"GP-Loc-905",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"ae91bf6a-46dc-46da-9b46-bdb5565b8d1c",NA,"",NA,NA,NA,NA,"","",NA,NA,"ae91bf6a-46dc-46da-9b46-bdb5565b8d1c"
"2247",NA,"",NA,"Madagascar","",NA,NA,NA,NA,"",NA,"107A41F1-6746-416D-9617-6EFF1CB97F7C",NA,"ad21ac8f4d0bb7288dd6257f0ae18fc8be32a74c",5,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T14:11:51.540Z",NA,"","",NA,"Holothuria pardalis","","",26,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.44624,"",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"7319-Echinodermata",NA,NA,NA,NA,2008,NA,NA,48.33157,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"MGNW-51",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"a2440aa6-35ae-464e-bee8-1be971c71b3b",NA,"",NA,NA,NA,NA,"","",NA,NA,"a2440aa6-35ae-464e-bee8-1be971c71b3b"
"2270",NA,"Okinawa",NA,"Japan","",NA,NA,NA,NA,"",NA,"734AA4FE-5B82-4EF4-9429-DAA056CF9511",NA,"5457fee28eddf5f9531e3fa9119615cdc9d0ea10",5,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T14:47:39.714Z",NA,"","",NA,"Holothuria pardalis","","",18,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"François Michonneau, Masami Obuchi",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.489924,"Ryukyus",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"10996-Echinodermata",NA,NA,NA,NA,2011,NA,NA,127.838758,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FMOK11-St-28",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"c4c6a9b3-3927-4aba-8952-d89218ab1d34",NA,"",NA,NA,NA,NA,"","",NA,NA,"c4c6a9b3-3927-4aba-8952-d89218ab1d34"
"2322",NA,"Maui Island",NA,"USA","",NA,NA,NA,NA,"",NA,"EB1D3425-0A67-4EF3-A28D-BF72C7C5F129",NA,"3f086c0dea8a883df631e27348586fd47bef30d8",4,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T15:35:39.395Z",NA,"","",NA,"Holothuria pardalis","","",25,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Pittman, C.",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81083,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"4371-Echinodermata",NA,NA,NA,NA,2005,NA,NA,-156.62139,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"G-2005-013",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"c293ba03-7062-4676-b218-34b0f2f6ac0d",NA,"",NA,NA,NA,NA,"","",NA,NA,"c293ba03-7062-4676-b218-34b0f2f6ac0d"
"2498",NA,"Maui Island",NA,"USA","",NA,NA,NA,NA,"",NA,"DF26636D-57C9-41EA-9863-F21C13CAA63E",NA,"eeb155b265f7e03d1eda330c7f4f7a80765e30f1",11,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T12:03:08.187Z",NA,"","",NA,"Holothuria pardalis","","",5,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Pittman, C.",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"1840-Echinodermata",NA,NA,NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"ZZZ-088984",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"e296ddf0-2340-44de-82f5-561002ee5bdd",NA,"",NA,NA,NA,NA,"","",NA,NA,"e296ddf0-2340-44de-82f5-561002ee5bdd"
"2528",NA,"Oahu Island",NA,"USA","",NA,NA,NA,NA,"",NA,"3AB3FD3D-2EC4-49BF-96E6-43CF7DCD29AC",NA,"9b569c90b56bef1b1843c655b1ee36da3df8c417",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T11:05:23.062Z",NA,"","",NA,"Holothuria pardalis","","",NA,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"6063-Echinodermata",NA,NA,NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FFS-OAHU-RUBEX",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"7e707093-2398-4801-95da-4f92ee518041",NA,"",NA,NA,NA,NA,"","",NA,NA,"7e707093-2398-4801-95da-4f92ee518041"
"2565",NA,"",NA,"Papua New Guinea","",NA,NA,NA,NA,"",NA,"AB4CC15D-1D34-4E25-93A0-158D481AC32D",NA,"87fd7ffcf09cd41d575bcae930b94cb39897e00e",11,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T17:49:56.721Z",NA,"","",NA,"Holothuria pardalis","","",29,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Marco Oliverio, Baptiste Faure, Richard Ibik, Stephane Hourdez",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.135467,"Madang Province",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"14983-Echinodermata",NA,NA,NA,NA,2012,NA,NA,145.820923,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"PR130",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"1b745f80-4c7a-44a6-977a-09af4e3ca199",NA,"",NA,NA,NA,NA,"","",NA,NA,"1b745f80-4c7a-44a6-977a-09af4e3ca199"
"2776",NA,"French Frigate Shoals",NA,"USA","",NA,NA,NA,NA,"",NA,"414B26F3-024E-45A9-A72A-0517C06088B9",NA,"90cd47fd965ea45a241c87846191445e7f1c92cb",10,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T09:56:15.501Z",NA,"","",NA,"Holothuria pardalis","","",23,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"Gustav Paulay, Sea McKeon, Andy Collins, John Starmer, Jim Maragos, Cory Pittman & Russell Moffitt",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7683,"Hawaiian Islands",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"6231-Echinodermata",NA,NA,NA,NA,2006,NA,NA,-166.2602,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"FFS-0168",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"5da06ab4-e201-4d7f-b824-0cb188ab4743",NA,"",NA,NA,NA,NA,"","",NA,NA,"5da06ab4-e201-4d7f-b824-0cb188ab4743"
"2815",NA,"",NA,"Madagascar","",NA,NA,NA,NA,"",NA,"CB2C9622-954B-412F-B073-29E57B0E0B3B",NA,"9ccc08579329ac13a5e79ffc4a9b0ae296f1ed44",5,"09/08/2014",NA,NA,"",NA,"","Holothuriidae",NA,NA,NA,NA,NA,"2014-09-12T12:10:03.747Z",NA,"","",NA,"Holothuria pardalis","","",16,"",NA,NA,NA,NA,NA,"","",NA,"",NA,"","",NA,"","",NA,"",NA,NA,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,"pardalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.4139,"",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"","Invertebrate Zoology",NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","Aspidochirotida","",NA,NA,NA,NA,NA,NA,"Selenka",NA,NA,NA,NA,NA,"Holothuroidea",NA,NA,"",NA,"",NA,"7587-Echinodermata",NA,NA,NA,NA,2008,NA,NA,48.3056,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,NA,NA,NA,"MGNW-23",NA,"",NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,"",NA,"","","FLMNH",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Holothuria",NA,"",NA,"47d0e760-4bbb-421a-acf5-44e856bd582b",NA,"",NA,NA,NA,NA,"","",NA,NA,"47d0e760-4bbb-421a-acf5-44e856bd582b"
