"","fcc.superfamily","dwc.associatedOccurrences","idigbio.subgenus","fcc.pickedBy","inhs.location_Stream","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.maximumDepthInMeters","idigbio.associateRelationship","idigbio.associateCondition","dwc.eventTime","dwc.fieldNumber","dwc.kingdom","dwc.eventDate","idigbio.associateIdentifier","symbiotaverbatimScientificName","dwc.specificEpithet","id","dwc.identifiedBy","dwc.continent","idigbio.dateModified","dwc.VerbatimEventDate","dwc.country","dwc.day","dwc.county","idigbio.preservative","dwc.verbatimLongitude","dwc.rightsHolder","dwc.catalogNumber","inhs.juv_undetermined","idigbio.endangeredStatus","dwc.reproductiveCondition","idigbio.determinationHistory","dwc.bed","dcterms.references","dwc.individualCount","http...symbiota.org.terms.verbatimScientificName","inhs.juv_females","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.associatedReferences","inhs.locationTrs","idigbio.preparationCount","dwc.decimalLatitude","dwc.establishmentMeans","dcterms.type","dwc.basisOfRecord","inhs.total_Males","inhs.live","dwc.formation","dwc.verbatimCoordinateSystem","dcterms.language","dcterms.rightsHolder","dwc.verbatimLocality","dwc.occurrenceID","dwc.identificationRemarks","dwc.latestEpochOrHighestSeries","dcterms.reference","inhs.vouchered","inhs.juv_males","dwc.typeStatus","dwc.dynamicProperties","dwc.phylum","dwc.vernacularName","inhs.superfamily","dwc.group","dwc.occurrenceRemarks","dwc.fieldNotes","dwc.lithostratigraphicTerms","dwc.dateIdentified","dwc.collectionID","dcterms.modified","dwc.island","dwc.maximumElevationInMeters","idigbio.recordID","dwc.locality","idigbio.tribe","dwc.nomenclaturalCode","idigbio.associateAuthor","dwc.recordNumber","inhs.instars_Female","dwc.geodeticDatum","dwc.namePublishedInID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.locationRemarks","dwc.countryCode","idigbio.recordId","dwc.namePublishedIn","idigbio.associateNotes","inhs.formII_males","dwc.lowestBiostratigraphicZone","dwc.lifeStage","dwc.waterBody","dwc.decimalLongitude","dwc.verbatimElevation","inhs.relic","dwc.otherCatalogNumbers","dwc.minimumDepthInMeters","dwc.informationWithheld","dwc.disposition","inhs.dead","dwc.family","dwc.datasetID","dwc.sex","dwc.dataGeneralizations","dwc.verbatimDepth","dwc.taxonRank","dwc.earliestEraOrLowestErathem","idigbio.uuid","inhs.total_females","dwc.coordinateUncertaintyInMeters","dwc.year","dwc.verbatimSRS","dwc.georeferencedDate","dwc.individualID","dwc.samplingEffort","dwc.ownerInstitutionCode","dwc.datasetName","dwc.georeferenceProtocol","dwc.taxonRemarks","dwc.earliestPeriodOrLowestSystem","idigbio.version","symbiota.verbatimScientificName","dwc.earliestEpochOrLowestSeries","dwc.startDayOfYear","dwc.locationAccordingTo","dwc.higherGeography","dwc.scientificNameID","dwc.georeferenceRemarks","dwc.associatedTaxa","dcterms.accessRights","dwc.taxonID","row.number","dwc.subgenus","dwc.preparation","dwc.municipality","dwc.originalNameUsage","dwc.rights","dwc.latestEraOrHighestErathem","idigbio.recordIds","dwc.nameAccordingTo","dwc.verbatimEventDate","dwc.previousIdentifications","dwc.preparations","dwc.collectionCode","dwc.verbatimCoordinates","dwc.habitat","dwc.month","inhs.location_RiverMile","dwc.relatedResourceID","dwc.identificationReferences","dwc.recordedBy","dwc.accessRights","dwc.member","dcterms.rights","dwc.minimumElevationInMeters","idigbio.subfamily","dwc.georeferencedBy","dwc.scientificName","fcc.datePicked","inhs.formII_females","inhs.instars_Male","dwc.identificationQualifier","idigbio.barcodeValue","dwc.genus","idigbio.etag","dwc.institutionCode","idigbio.hostFamily","inhs.formI_males","dwc.infraspecificEpithet","dcterms.source","inhs.location_Basin","dwc.samplingProtocol","dwc.institutionID","idigbio.associateCommonName","dwc.eventID","dwc.coordinatePrecision","dwc.associatedSequences","dwc.occurrenceStatus","dwc.identificationVerificationStatus","idigbio.substrate","dwc.order","dwc.endDayOfYear","dwc.identificationID","dwc.scientificNameAuthorship","dwc.verbatimTaxonRank","dcterms.bibliographicCitation","dwc.locationID","dwc.verbatimLatitude","dwc.class","dwc.stateProvince","dwc.georeferenceVerificationStatus","dwc.islandGroup","idigbio.createdBy","dwc.nomenclaturalStatus","dwc.associatedMedia","dwc.earliestAgeOrLowestStage","idigbio.associatedRelationship","dwc.higherClassification","fcc.subfamily","dwc.footprintWKT","idigbio.associatedFamily"
"1780",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1913-12-06",NA,NA,"difficilis","59ab827b-5a02-4ffc-b8d4-265a16b76efa","Elisabeth Deichmann, [no agent data]","Pacific Ocean","2014-06-18T07:50:49.696Z",NA,"",NA,"",NA,"",NA,"HOL-967",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-967",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-967","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2014-05-22 10:40:20.0",NA,NA,NA,"United States, Hawaii, Maui Island, Lahaina",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"59ab827b-5a02-4ffc-b8d4-265a16b76efa",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December 6, 1913",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","5e3445fecd3bd6754ca280a756eac924fdbd6c4d","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-967",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"1781",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1940-03-20",NA,NA,"difficilis","0b2eb890-30f6-4387-ac2a-27e191591658","[no agent data]","Pacific Ocean","2014-05-28T20:29:24.245Z",NA,"",NA,"",NA,"",NA,"128867",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128867",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:128867","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2014-04-25 14:24:16.0",NA,NA,NA,"Mexico: Espiritu Santo Island, Punta Lobos",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"original number=2097",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"0b2eb890-30f6-4387-ac2a-27e191591658",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 20, 1940",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"Edward Flanders Ricketts, John Steinbeck",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","a4c6314e745a17dfbacbf053e661029eb0c7fe59","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128867",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"1799",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1700-01-01/2100-12-31",NA,NA,"difficilis","2ad2517f-fc5f-44b4-a8b3-c976bad8bf76","Elisabeth Deichmann","Pacific Ocean","2014-07-13T02:50:28.859Z",NA,"",NA,"",NA,"",NA,"HOL-4061",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4061",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-4061","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 15:02:38.0",NA,NA,NA,"Capricorn Group: Wilson Island",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"2ad2517f-fc5f-44b4-a8b3-c976bad8bf76",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"[no agent data]",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","76782c72686951535285fec5a8071ecd93be0890","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4061",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"1808",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1700-01-01/2100-12-31",NA,NA,"difficilis","3ab92171-0c85-4d51-bd56-2380a23f6e37","Elisabeth Deichmann, [no agent data]","Pacific Ocean","2014-07-12T22:45:08.693Z",NA,"",NA,"",NA,"",NA,"HOL-4060",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4060",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-4060","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 15:02:38.0",NA,NA,NA,"Clipperton Island",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"other number=A-588-8",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"3ab92171-0c85-4d51-bd56-2380a23f6e37",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"[no agent data]",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","d4b845a2ad6fedc7db32b8fc03187cc46228c46e","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4060",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"1818",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1913-10-01/1913-10-31",NA,NA,"difficilis","e4ebdc78-d744-4326-96df-6efb2a407654","Hubert Lyman Clark, World Register of Marine Species","Pacific Ocean","2014-07-12T19:42:29.023Z",NA,"",NA,"",NA,"144.05164d",NA,"HOL-1009",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1009",1,NA,NA,"GEOLocate",NA,"",NA,NA,-9.91518,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"decimal degrees","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1009","note from HLC enclosed",NA,NA,NA,NA,"Holotype","","Echinodermata",NA,NA,NA,NA,NA,NA,"2012-07-24 00:00:00.0",NA,"2014-06-09 14:24:29.0",NA,NA,NA,"Australia, Queensland, Torres Strait, Murray Islands (Mer)",NA,"ICZN",NA,"",NA,"WGS84",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",144.05164,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"e4ebdc78-d744-4326-96df-6efb2a407654",NA,2768,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"GEOLocate",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"October 1913",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait",NA,NA,NA,NA,NA,"Jessica Anne Mullen","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","887937a751f6ad822d55142ef98d7296af776060","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,2768,NA,NA,"unverified",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","-9.91518d","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1009",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"1828",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1800-01-01/2100-01-01",NA,NA,"difficilis","7bef462e-b388-43d7-b48d-4b8bfc598cad","[no agent data], Elisabeth Deichmann","Pacific Ocean","2014-07-12T21:31:41.332Z",NA,"",NA,"",NA,"",NA,"HOL-1380",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1380",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1380","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 10:06:37.0",NA,NA,NA,"Palmyra Island",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"7bef462e-b388-43d7-b48d-4b8bfc598cad",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"[no agent data]",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","c9d18e5094d3753e6e02e6c1a6c762b0d5a3929a","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1380",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"2058",NA,"",NA,NA,NA,NA,NA,5.4864,NA,NA,NA,"","Animalia","1938-03-02",NA,NA,"difficilis","bccfad58-11de-492c-854f-8e7f8b5da0de","[no agent data]","Pacific Ocean","2014-01-11T07:01:43.830Z",NA,"",NA,"",NA,"",NA,"HOL-1886",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1886",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1886","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 13:02:39.0",NA,NA,NA,"Panama: Secas Island",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"station number=867-38",5.4864,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"bccfad58-11de-492c-854f-8e7f8b5da0de",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March 2, 1938",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","802db8f3e8916b1b75b110fcf5deda1294490274","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1886",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"2071",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1700-01-01/2100-12-31",NA,NA,"difficilis","f24ee62e-5337-42fe-8a91-1c2edb33a23e","Hubert Lyman Clark, [no agent data], Elisabeth Deichmann","Pacific Ocean","2014-07-12T16:01:11.387Z",NA,"",NA,"",NA,"",NA,"HOL-824",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-824",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-824","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-22 14:05:50.0",NA,NA,NA,"United States, Hawaii",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"f24ee62e-5337-42fe-8a91-1c2edb33a23e",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"[no agent data]",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","967a33ac57dbe1271f8c7abd024fc77bd7b4a297","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-824",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"2105",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1904-12-01/1904-12-31",NA,NA,"difficilis","f8cca86b-6f53-4f4b-af73-19c129969f33","[no agent data], Elisabeth Deichmann","Pacific Ocean","2014-07-12T13:37:10.809Z",NA,"",NA,"",NA,"",NA,"HOL-1333",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1333",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1333","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 10:02:26.0",NA,NA,NA,"Easter Island",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"f8cca86b-6f53-4f4b-af73-19c129969f33",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December 1904",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"USFC Steamer Albatross",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","571709230745d525da9b830d48cc5bc03cf5dfdc","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1333",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"2346",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1938-01-21",NA,NA,"difficilis","89f33bc1-5b83-4566-adc1-73a4c80083d6","[no agent data]","Pacific Ocean","2014-01-11T00:12:53.018Z",NA,"",NA,"",NA,"",NA,"HOL-1885",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1885",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1885","",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2013-03-25 13:02:38.0",NA,NA,NA,"Ecuador: Galapagos, James Island; Sulivan Bay",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"station number=796-38",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"89f33bc1-5b83-4566-adc1-73a4c80083d6",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Southeast",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January 21, 1938",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","d24ea2c85b21af493bb9c5219f52b9f196499769","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1885",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
"2361",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Animalia","1913-08-05",NA,NA,"difficilis","5de59752-c5ac-4d23-9224-314c4f12d415","Carl Semper, World Register of Marine Species, Hubert Lyman Clark","Pacific Ocean","2014-01-11T18:10:21.338Z",NA,"",NA,"",NA,"",NA,"HOL-1021",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1021",1,NA,NA,"",NA,"",NA,NA,NA,NA,"PhysicalObject","PreservedSpecimen",NA,NA,NA,"","en","President and Fellows of Harvard College",NA,"MCZ:IZ:HOL-1021","NOT A TYPE - no original description published by HL Clark (specimen is in TYPE COLLECTION)",NA,NA,NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,"",NA,"2012-09-25 07:54:43.0",NA,NA,NA,"Tahiti: Papeete Reef",NA,"ICZN",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"other number=17",NA,NA,"not applicable",NA,"Holothuriidae",NA,"",NA,"",NA,NA,"5de59752-c5ac-4d23-9224-314c4f12d415",NA,NA,NA,NA,NA,NA,NA,"Museum of Comparative Zoology, Harvard University",NA,"",NA,NA,NA,NA,NA,0,NA,"Pacific Ocean, Pacific, Eastern Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August 5, 1913",NA,"whole animal (70% ethanol)","IZ","","",NA,NA,NA,NA,"Carnegie Expedition to the Torres Strait, Hubert Lyman Clark",NA,NA,NA,NA,NA,"","Holothuria (Platyperona) difficilis",NA,NA,NA,NA,NA,"Holothuria","5cd1e005f19d9faf712efe3dbfba37c6c576eb63","MCZ",NA,NA,"",NA,NA,"","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,"",NA,"Aspidochirotida",NA,NA,"Semper, 1868",NA,NA,"","","Holothuroidea","",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1021",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Platyperona) difficilis",NA,NA,NA
