"","row.number","dwc.individualID","dwc.taxonRemarks","dwc.coordinateUncertaintyInMeters","idigbio.tribe","dwc.endDayOfYear","dwc.scientificNameID","dwc.rights","idigbio.preparationCount","dwc.identificationVerificationStatus","dwc.verbatimTaxonRank","fcc.datePicked","dwc.datasetName","idigbio.recordID","dwc.nameAccordingTo","dwc.samplingEffort","dwc.waterBody","dwc.reproductiveCondition","dwc.nomenclaturalStatus","dwc.dynamicProperties","dwc.group","dwc.typeStatus","dwc.occurrenceRemarks","dcterms.source","dwc.VerbatimEventDate","dwc.identificationRemarks","dwc.associatedMedia","fcc.pickedBy","dwc.minimumDepthInMeters","inhs.formI_males","dwc.year","inhs.vouchered","inhs.location_Stream","inhs.total_females","dcterms.rightsHolder","dwc.vernacularName","dwc.scientificNameAuthorship","dwc.decimalLongitude","dwc.verbatimCoordinateSystem","dwc.identificationQualifier","dwc.kingdom","inhs.superfamily","inhs.location_RiverMile","idigbio.version","dwc.collectionID","dcterms.type","dwc.continent","dwc.verbatimLocality","dwc.bed","dwc.decimalLatitude","inhs.formII_males","dwc.locationRemarks","dwc.stateProvince","dwc.georeferenceVerificationStatus","idigbio.associatedRelationship","dwc.earliestPeriodOrLowestSystem","dwc.locationAccordingTo","dwc.verbatimSRS","dwc.nomenclaturalCode","idigbio.uuid","dwc.associatedSequences","idigbio.endangeredStatus","dwc.minimumElevationInMeters","dwc.georeferenceSources","dwc.footprintWKT","dwc.recordNumber","dwc.associatedOccurrences","dwc.geodeticDatum","dwc.locality","dwc.basisOfRecord","dwc.preparations","dwc.latestAgeOrHighestStage","http...symbiota.org.terms.verbatimScientificName","dwc.recordedBy","dwc.dateIdentified","inhs.live","dwc.ownerInstitutionCode","idigbio.hostFamily","dwc.fieldNotes","dwc.lowestBiostratigraphicZone","idigbio.createdBy","dwc.verbatimCoordinates","dwc.namePublishedIn","idigbio.subfamily","dwc.habitat","idigbio.etag","dwc.occurrenceID","dwc.sex","dwc.institutionID","dwc.latestEpochOrHighestSeries","dwc.informationWithheld","inhs.juv_females","dwc.georeferencedDate","dwc.latestEraOrHighestErathem","dwc.earliestEpochOrLowestSeries","dwc.fieldNumber","dwc.countryCode","idigbio.substrate","dcterms.modified","dwc.taxonID","symbiota.verbatimScientificName","inhs.total_Males","dcterms.rights","dwc.eventID","dcterms.bibliographicCitation","idigbio.subgenus","dwc.catalogNumber","dwc.order","dwc.verbatimDepth","dwc.verbatimLongitude","dwc.verbatimEventDate","dwc.taxonRank","idigbio.barcodeValue","dwc.coordinatePrecision","dwc.locationID","inhs.formII_females","inhs.juv_males","dwc.day","idigbio.associateAuthor","idigbio.preservative","dwc.preparation","dwc.relatedResourceID","inhs.instars_Female","dwc.phylum","dwc.occurrenceStatus","idigbio.associateDeterminedBy","idigbio.associateRelationship","idigbio.associateCommonName","dwc.islandGroup","dwc.infraspecificEpithet","dwc.municipality","idigbio.recordId","idigbio.associateCondition","dwc.identifiedBy","dwc.lithostratigraphicTerms","dcterms.language","dwc.class","inhs.location_Basin","dwc.earliestEraOrLowestErathem","dwc.samplingProtocol","dwc.otherCatalogNumbers","dwc.maximumDepthInMeters","idigbio.associateNotes","dwc.identificationReferences","idigbio.dateModified","dwc.eventTime","inhs.locationTrs","dwc.accessRights","dwc.identificationID","dwc.member","dwc.country","dwc.eventDate","idigbio.recordIds","idigbio.determinationHistory","symbiotaverbatimScientificName","inhs.dead","inhs.instars_Male","dwc.specificEpithet","idigbio.associatedFamily","inhs.juv_undetermined","dwc.latestPeriodOrHighestSystem","dwc.associatedReferences","id","dwc.namePublishedInID","dcterms.reference","dwc.maximumElevationInMeters","dwc.lifeStage","dwc.rightsHolder","dcterms.references","dwc.month","dwc.originalNameUsage","dwc.family","fcc.superfamily","dwc.georeferenceRemarks","fcc.subfamily","dwc.behavior","dwc.previousIdentifications","dwc.eventRemarks","dwc.disposition","dwc.georeferencedBy","dwc.individualCount","inhs.relic","idigbio.associateIdentifier","dwc.earliestAgeOrLowestStage","dwc.genus","dwc.higherGeography","dwc.startDayOfYear","dwc.formation","dcterms.accessRights","dwc.higherClassification","dwc.verbatimLatitude","dwc.subgenus","dwc.georeferenceProtocol","dwc.institutionCode","dwc.dataGeneralizations","dwc.datasetID","dwc.associatedTaxa","dwc.island","dwc.collectionCode","dwc.scientificName","dwc.establishmentMeans","dwc.verbatimElevation","dwc.county"
"1169",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2006,NA,NA,NA,"",NA,"Brandt",-149.765,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-17.4836,NA,"","Society Islands",NA,NA,NA,NA,NA,"","e7d82ea7-ea34-4dfc-8836-00fb1763a756",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Christian McKeon, Chris Meyer, Gustav Paulay","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","d412479b7b4034b88b194683b3de5cb7ab4228f3","2B5CF81A-72F9-4B2E-BF3B-FD5C5E665BA8","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"5310-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"GP-Loc-901",NA,NA,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T14:41:21.475Z",NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","e7d82ea7-ea34-4dfc-8836-00fb1763a756",NA,NA,NA,NA,NA,"",8,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Moorea Island"
"1257",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2005,NA,NA,NA,"",NA,"Brandt",167.233333333333,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-15.5666666666667,NA,"","Sanma Province",NA,NA,NA,NA,NA,"","03cdcfcc-bd40-4c2f-a1cc-e6a73aa85644",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Meyer, C.","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","adce8215c23f06e2e6fcd76ee1357b43c71f7344","33187B23-6FDA-4EED-BE65-B4D8CCD28E84","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"4317-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"CPM-VAN-016",NA,NA,21,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T13:21:21.814Z",NA,NA,NA,NA,NA,"Vanuatu","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","03cdcfcc-bd40-4c2f-a1cc-e6a73aa85644",NA,NA,NA,NA,NA,"",1,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2013,NA,NA,NA,"",NA,"Brandt",42.30625,"",NA,"",NA,NA,NA,NA,"","",NA,NA,16.83585,NA,"","",NA,NA,NA,NA,NA,"","4789daff-7ccf-437b-9717-e6fd3963e527",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Arthur Anker, Patrick Norby, Gustav Paulay","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","22ffa2fa6d5cc05edabb0f4b4aa35b8e2521d225","5A7767CD-0E49-42F7-8AE0-417B5421A5D1","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"13553-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SAFA-025",NA,NA,11,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T15:38:20.392Z",NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","4789daff-7ccf-437b-9717-e6fd3963e527",NA,NA,NA,NA,NA,"",3,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2009,NA,NA,NA,"",NA,"Brandt",144.8,"",NA,"",NA,NA,NA,NA,"","",NA,NA,13.5,NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","05d72348-05c1-4c7d-b2a7-55d3f19058d5",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Jim Pinson","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","463f06496ff28cc8a7b93eada981a5a00a572e46","BD5B727B-7482-42F7-945A-FFBC16E3AE79","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"11314-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"Kerr-008",NA,NA,18,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T16:43:31.668Z",NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","05d72348-05c1-4c7d-b2a7-55d3f19058d5",NA,NA,NA,NA,NA,"",6,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Guam Island"
"1316",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2006,NA,NA,NA,"",NA,"Brandt",-149.765,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-17.4836,NA,"","Society Islands",NA,NA,NA,NA,NA,"","9e65dbcb-95f5-46ba-915d-22a7d8eb3e98",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Christian McKeon, Chris Meyer, Gustav Paulay","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","bf002e8a0e5708674f0616385a50de3c7a63ec37","6BCBBDB9-2BCF-408C-8674-134693EA3847","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"5312-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"GP-Loc-901",NA,NA,6,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T09:19:20.602Z",NA,NA,NA,NA,NA,"French Polynesia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","9e65dbcb-95f5-46ba-915d-22a7d8eb3e98",NA,NA,NA,NA,NA,"",8,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Moorea Island"
"1321",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2005,NA,NA,NA,"",NA,"Brandt",167.214166666667,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-15.5325,NA,"","Sanma Province",NA,NA,NA,NA,NA,"","a33ed155-7bab-4abd-9c2a-5685251abdf1",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Meyer, C.","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","78bf1d8d9d4a59fe52fa3714a05a4f0b92aa4d21","1FF01B77-F8DC-417C-AAE9-6F91202FC8A4","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"4280-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"CPM-VAN-010a",NA,NA,23,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T09:25:44.007Z",NA,NA,NA,NA,NA,"Vanuatu","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","a33ed155-7bab-4abd-9c2a-5685251abdf1",NA,NA,NA,NA,NA,"",1,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2011,NA,NA,NA,"",NA,"Brandt",121.98958,"",NA,"",NA,NA,NA,NA,"","",NA,NA,25.01773,NA,"","",NA,NA,NA,NA,NA,"","059c75bd-bbae-4457-9cc0-5cf8e1f7095f",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Mandy Bemis, Machel Malay, Hsiu-Chin Lin","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","408b3edfc972c64aa5c2d43b36b790d8733d83cf","13DFE327-7DFC-4830-BEC5-04DBA42AF66E","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"11102-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"AMB-St002",NA,NA,30,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T10:03:35.295Z",NA,NA,NA,NA,NA,"Taiwan","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","059c75bd-bbae-4457-9cc0-5cf8e1f7095f",NA,NA,NA,NA,NA,"",6,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1362",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,1989,NA,NA,NA,"",NA,"Brandt",NA,"",NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,"","Fiji Islands",NA,NA,NA,NA,NA,"","40966f41-e673-4a61-8b8d-45ef2d3c78bc",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","904001ce36ea575f0d5cd0a7cbc46aca1b20c23b","F17B9DA2-3B63-4947-95FF-617475C8B87D","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"1725-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"BFIJI-446",NA,NA,8,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T12:32:03.383Z",NA,NA,NA,NA,NA,"Fiji","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","40966f41-e673-4a61-8b8d-45ef2d3c78bc",NA,NA,NA,NA,NA,"",2,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Viti Levu Island"
"1417",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,1975,NA,NA,NA,"",NA,"Brandt",144.8,"",NA,"",NA,NA,NA,NA,"","",NA,NA,13.5,NA,"","Mariana Islands",NA,NA,NA,NA,NA,"","8d950f10-8c9f-4320-bc7a-92d13f1cea2c",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"F. Rowe","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","a7ae552cf4db1d9f237a6649956bc8dc11639f52","87CFCE1D-F844-4FA2-92E4-C167BB9BBA5E","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"12204-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"UGI-Station-218",NA,NA,12,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T14:22:11.640Z",NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","8d950f10-8c9f-4320-bc7a-92d13f1cea2c",NA,NA,NA,NA,NA,"",4,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Guam Island"
"1452",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2012,NA,NA,NA,"",NA,"Brandt",130.8189,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-12.4051,NA,"","Northern Territory",NA,NA,NA,NA,NA,"","f32f5d55-4ad6-40f0-b94c-0e1fcdb3035b",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"François Michonneau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","6dc8de53095dabea3eae188a2fca23cb672f0f0e","D06A464D-C94C-4393-9874-3D23FAE05E53","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"13312-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"FM-DW12-St3",NA,NA,5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T15:05:25.188Z",NA,NA,NA,NA,NA,"Australia","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","f32f5d55-4ad6-40f0-b94c-0e1fcdb3035b",NA,NA,NA,NA,NA,"",7,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1533",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",48.1475,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-13.3117,NA,"","",NA,NA,NA,NA,NA,"","716def5a-2be8-4d9c-ab7d-c32a70dbf358",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"E. Boissin, T. Hoareau","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","6eeb9d060822f67a6ac458d3b17382ef11a11a05","562BD564-47BD-4360-A894-963E0FFDC598","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"7333-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"MGNW-09",NA,NA,11,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T09:41:40.410Z",NA,NA,NA,NA,NA,"Madagascar","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","716def5a-2be8-4d9c-ab7d-c32a70dbf358",NA,NA,NA,NA,NA,"",5,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1563",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2006,NA,NA,NA,"",NA,"Brandt",123.17229,"",NA,"",NA,NA,NA,NA,"","",NA,NA,9.60988,NA,"","Negros Oriental",NA,NA,NA,NA,NA,"","b01ba09e-9b83-40b3-8299-60345437d7bf",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Kris Netchy & Alex Kerr","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","119ca58d06e521228d876351e12c5f8989ed1577","C8D94E40-3B79-4DEB-B9D3-2B0C50B93EDA","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"5598-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"SEMP-07",NA,NA,24,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T11:02:39.332Z",NA,NA,NA,NA,NA,"Philippines","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","b01ba09e-9b83-40b3-8299-60345437d7bf",NA,NA,NA,NA,NA,"",5,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1582",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,2008,NA,NA,NA,"",NA,"Brandt",48.2917,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-13.4069,NA,"","",NA,NA,NA,NA,NA,"","24309fd2-e1cd-43ca-9abd-c985d5f7a5af",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"A. Anker","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","ad0516d28234913435a09ed4fa837c44d6f3c4b6","7F4B115D-7540-4DD4-8754-0E418F8384F9","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"7572-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"MGNW-27",NA,NA,18,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T12:33:09.405Z",NA,NA,NA,NA,NA,"Madagascar","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","24309fd2-e1cd-43ca-9abd-c985d5f7a5af",NA,NA,NA,NA,NA,"",5,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
"1586",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,1986,NA,NA,NA,"",NA,"Brandt",-159.8,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-18.9,NA,"","Cook Islands",NA,NA,NA,NA,NA,"","33a855da-16d7-4d3b-b80f-fb6c1ca19830",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"Paulay, G.","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","1d2cba529542abc6a51a4e27ebf8a2a1600bf28c","5429ABAC-7002-4931-B122-4BD0907F4B71","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"1331-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"HAIU-015-2",NA,NA,18,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T12:44:59.087Z",NA,NA,NA,NA,NA,"Cook Islands","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","33a855da-16d7-4d3b-b80f-fb6c1ca19830",NA,NA,NA,NA,NA,"",10,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,"Aitutaki Island"
"1598",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"Brandt",48.3642,"",NA,"",NA,NA,NA,NA,"","",NA,NA,-13.4244,NA,"","",NA,NA,NA,NA,NA,"","77c786d1-0955-4dc9-ab52-638393109468",NA,NA,NA,"",NA,"","","","","PreservedSpecimen","",NA,NA,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner","",NA,"",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,"","368f51f7c81763663744a3f638285937dfebf2de","235046DF-F3E7-4D1F-9B47-73E5AB4E8EC8","","",NA,NA,NA,NA,NA,NA,"",NA,NA,"09/08/2014",NA,NA,NA,NA,NA,NA,NA,"7516-Echinodermata","Aspidochirotida","","","",NA,NA,NA,"MGNW-20/22",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"","Holothuroidea",NA,NA,"","",NA,NA,NA,"2014-09-12T11:39:59.196Z",NA,NA,NA,NA,NA,"Madagascar","",NA,NA,NA,NA,NA,"leucospilota",NA,NA,NA,"","77c786d1-0955-4dc9-ab52-638393109468",NA,NA,NA,NA,NA,"",NA,NA,"Holothuriidae",NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"Holothuria","",NA,NA,NA,"","",NA,"","FLMNH",NA,NA,NA,NA,"Invertebrate Zoology","Holothuria leucospilota",NA,NA,""
