"","symbiota.verbatimScientificName","inhs.instars_Female","inhs.relic","dwc.georeferenceRemarks","dcterms.source","dwc.footprintWKT","dwc.stateProvince","idigbio.barcodeValue","dwc.rightsHolder","dcterms.type","dwc.eventID","dwc.specificEpithet","idigbio.version","idigbio.associateIdentifier","dwc.island","dwc.minimumElevationInMeters","dwc.identificationReferences","dwc.startDayOfYear","fcc.subfamily","dwc.continent","dwc.coordinatePrecision","inhs.formI_males","idigbio.associateNotes","dwc.geodeticDatum","dwc.verbatimEventDate","dwc.associatedReferences","dwc.phylum","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.basisOfRecord","dwc.verbatimLongitude","dwc.infraspecificEpithet","dwc.institutionCode","dwc.dataGeneralizations","inhs.dead","dwc.maximumDepthInMeters","dwc.family","dwc.samplingEffort","dwc.day","dcterms.accessRights","dwc.verbatimTaxonRank","dwc.kingdom","dwc.identificationRemarks","dwc.dateIdentified","idigbio.hostFamily","inhs.juv_males","symbiotaverbatimScientificName","idigbio.subfamily","dwc.earliestPeriodOrLowestSystem","dwc.associatedMedia","idigbio.tribe","idigbio.recordId","inhs.location_Basin","inhs.total_females","dwc.identifiedBy","inhs.superfamily","inhs.juv_females","dwc.waterBody","dwc.subgenus","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.taxonRank","dwc.group","dwc.reproductiveCondition","idigbio.associateRelationship","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.month","dwc.scientificNameAuthorship","fcc.superfamily","inhs.live","dwc.decimalLatitude","dwc.nomenclaturalCode","dwc.vernacularName","dwc.samplingProtocol","dwc.behavior","dwc.higherGeography","idigbio.preservative","dwc.otherCatalogNumbers","dwc.taxonRemarks","dwc.verbatimElevation","idigbio.preparationCount","dwc.municipality","idigbio.recordIds","dwc.datasetID","dwc.rights","dwc.lifeStage","idigbio.associateDeterminedBy","dwc.verbatimSRS","dwc.typeStatus","dwc.occurrenceRemarks","idigbio.uuid","dcterms.reference","dwc.associatedSequences","dwc.scientificNameID","dwc.associatedTaxa","dwc.originalNameUsage","dwc.decimalLongitude","dwc.genus","dwc.latestEraOrHighestErathem","dwc.fieldNumber","dwc.taxonID","dwc.locationID","dwc.disposition","dwc.sex","inhs.juv_undetermined","idigbio.associateCommonName","dcterms.language","inhs.vouchered","inhs.location_RiverMile","idigbio.dateModified","dwc.scientificName","dwc.eventTime","dcterms.rightsHolder","dwc.lowestBiostratigraphicZone","idigbio.associatedFamily","dwc.order","dwc.county","dwc.identificationID","dwc.countryCode","dwc.lithostratigraphicTerms","dwc.VerbatimEventDate","dwc.georeferenceVerificationStatus","dwc.associatedOccurrences","idigbio.substrate","dwc.latestEpochOrHighestSeries","dwc.locationAccordingTo","idigbio.recordID","dwc.relatedResourceID","dwc.preparation","dwc.verbatimLatitude","dwc.endDayOfYear","dwc.nameAccordingTo","dwc.locationRemarks","dwc.minimumDepthInMeters","dwc.occurrenceStatus","idigbio.createdBy","dwc.formation","dwc.maximumElevationInMeters","dwc.collectionCode","dcterms.modified","idigbio.endangeredStatus","dwc.individualID","dwc.earliestEpochOrLowestSeries","dwc.collectionID","dwc.eventRemarks","dwc.verbatimLocality","dwc.habitat","dwc.verbatimDepth","inhs.total_Males","dwc.accessRights","idigbio.determinationHistory","dwc.catalogNumber","dwc.islandGroup","dwc.identificationVerificationStatus","dwc.recordedBy","dcterms.references","dwc.establishmentMeans","inhs.location_Stream","dwc.occurrenceID","dwc.coordinateUncertaintyInMeters","fcc.datePicked","dwc.class","dwc.year","dwc.earliestAgeOrLowestStage","dwc.verbatimCoordinates","dwc.latestAgeOrHighestStage","idigbio.associateCondition","dwc.country","dwc.locality","dwc.institutionID","dwc.namePublishedIn","dwc.informationWithheld","dwc.higherClassification","inhs.locationTrs","dwc.nomenclaturalStatus","dwc.latestPeriodOrHighestSystem","http...symbiota.org.terms.verbatimScientificName","dwc.georeferencedDate","dwc.recordNumber","idigbio.subgenus","dwc.eventDate","dwc.datasetName","dwc.preparations","inhs.instars_Male","row.number","dwc.individualCount","fcc.pickedBy","dwc.ownerInstitutionCode","dwc.dynamicProperties","dcterms.rights","dwc.previousIdentifications","dwc.namePublishedInID","idigbio.etag","inhs.formII_females","dwc.fieldNotes","dwc.georeferencedBy","inhs.formII_males","dwc.identificationQualifier","dwc.member","dwc.georeferenceSources","dcterms.bibliographicCitation","id"
"879",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",24916,NA,NA,"WGS84","April 28, 1858","","Echinodermata",NA,"GEOLocate","PreservedSpecimen","-82.984874d","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-589",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,24.621604,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"29cc1356-13f2-4235-8a70-78b5b4a01bd0",NA,NA,NA,NA,NA,-82.984874,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-06-18T05:49:42.495Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"24.621604d",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-12 16:02:30.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-589",NA,"unverified","[no agent data]","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-589",NA,NA,"MCZ:IZ:HOL-589",24916,NA,"Holothuroidea",NA,NA,"",NA,NA,"","United States, Florida, The Tortugas","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1858-04-28",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"2416c0d7c88df101b57a283cf4f498fe1806f24f",NA,NA,"Jessica Anne Mullen",NA,NA,NA,"GEOLocate",NA,"29cc1356-13f2-4235-8a70-78b5b4a01bd0"
"891",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",24916,NA,NA,"WGS84","[date unknown]","","Echinodermata",NA,"GEOLocate","PreservedSpecimen","-82.984874d","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-515",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,24.621604,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"57217836-3a87-40ea-b65f-4e3024c14f10",NA,NA,NA,NA,NA,-82.984874,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-07-12T16:13:32.271Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"24.621604d",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-28 10:35:43.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-515",NA,"unverified","[no agent data]","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-515",NA,NA,"MCZ:IZ:HOL-515",24916,NA,"Holothuroidea",NA,NA,"",NA,NA,"","United States, Florida, The Tortugas","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1700-01-01/2013-12-13",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"b3f70bf3566f006a9855ce24e4ce066d342dcc48",NA,NA,"Jessica Anne Mullen",NA,NA,NA,"GEOLocate",NA,"57217836-3a87-40ea-b65f-4e3024c14f10"
"1174",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","May 2, 1936","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1791",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"45931d3d-6156-4b3b-bcbc-42f189061b84",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-05-28T21:10:05.857Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-16 10:27:59.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-1791",NA,"","William J. Clench","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1791",NA,NA,"MCZ:IZ:HOL-1791",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Bahamas, Governor's Harbor, Eleuthera Island","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1936-05-02",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"4601b2bf3ed53448e3f5ffc4b22d428a3f7eb632",NA,NA,"",NA,NA,NA,"",NA,"45931d3d-6156-4b3b-bcbc-42f189061b84"
"1232",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",24916,NA,NA,"WGS84","[date unknown]","","Echinodermata",NA,"GEOLocate","PreservedSpecimen","-82.984874d","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-596",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,24.621604,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"other number=614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"1ff57f6f-f00b-4046-8b83-d2622f1745ae",NA,NA,NA,NA,NA,-82.984874,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-07-13T00:44:34.861Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"24.621604d",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-28 10:35:43.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-596",NA,"unverified","[no agent data]","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-596",NA,NA,"MCZ:IZ:HOL-596",24916,NA,"Holothuroidea",NA,NA,"",NA,NA,"","United States, Florida, The Tortugas","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1700-01-01/2013-12-13",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"2cb766a8fe8ea1c28d2445f445e68a612402eaea",NA,NA,"Jessica Anne Mullen",NA,NA,NA,"GEOLocate",NA,"1ff57f6f-f00b-4046-8b83-d2622f1745ae"
"1474",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","May 30, 1959","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","Host of 239HG","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4304",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"bb9e784d-34d5-44d9-b0bd-f4f37f37b675",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-05-28T21:21:14.837Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-12 13:02:26.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-4304",NA,"","Richard U. Gooding, Arthur G. Humes","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4304",NA,NA,"MCZ:IZ:HOL-4304",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Bahamas, North Bimini, off Lerner Marine Lab","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1959-05-30",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"a85d73675190379ffc4c6dfb602fab6f711af076",NA,NA,"",NA,NA,NA,"",NA,"bb9e784d-34d5-44d9-b0bd-f4f37f37b675"
"1486",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","[date unknown]","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-588",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"bef3180f-b839-456e-9963-d46fc352acd1",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-07-13T02:32:28.644Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-16 11:02:26.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-588",NA,"","[no agent data]","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-588",NA,NA,"MCZ:IZ:HOL-588",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Bahamas","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1700-01-01/2014-05-12",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"53ef9b0c4327b718209d08d28a0faf7cb821d983",NA,NA,"",NA,NA,NA,"",NA,"bef3180f-b839-456e-9963-d46fc352acd1"
"1499",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","[no date data]","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-600",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"wild caught",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"other number=74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"15b6d0cf-bfce-47ae-a3a0-24c59978dbca",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-07-12T14:44:08.130Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-02-10 15:38:29.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-600",NA,"","Charles F. Hartt, Edward Copeland","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-600",NA,NA,"MCZ:IZ:HOL-600",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Off St. Thomas","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"a31002d69a98286b45afa18fa07882f50976e644",NA,NA,"",NA,NA,NA,"",NA,"15b6d0cf-bfce-47ae-a3a0-24c59978dbca"
"1775",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","August 2, 1959","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","Host of 383","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4294",NA,NA,NA,NA,"World Register of Marine Species, [no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"9bcac4c8-207e-41f9-8bb1-acf102181110",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-05-28T20:45:58.677Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-16 10:28:38.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-4294",NA,"","Richard U. Gooding, Arthur G. Humes","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4294",NA,NA,"MCZ:IZ:HOL-4294",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Puerto Rico, La Parguera Bay, Majimo Reef","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1959-08-02",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"3048a07e3538ca561624a2c303be4974cf39d38d",NA,NA,"",NA,NA,NA,"",NA,"9bcac4c8-207e-41f9-8bb1-acf102181110"
"1778",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","January 28, 1878","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-598",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"571d0d63-a9cd-4467-b1ce-a3c548243160",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","male",NA,NA,"en",NA,NA,"2014-05-28T19:37:05.168Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-01-21 14:03:03.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-598",NA,"","Alexander Agassiz, USCSS Blake Expeditions (1877-1880)","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-598",NA,NA,"MCZ:IZ:HOL-598",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","Bahia Honda, Cuba","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1878-01-28",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","sex: male",NA,NA,NA,"727c1583a5d04b917fdf786a01c9b2cac721d0fb",NA,NA,"",NA,NA,NA,"",NA,"571d0d63-a9cd-4467-b1ce-a3c548243160"
"1787",NA,NA,NA,"",NA,NA,"",NA,NA,"PhysicalObject",NA,"mexicana",NA,NA,NA,NA,NA,0,NA,"Atlantic Ocean",NA,NA,NA,"","[date unknown]","","Echinodermata",NA,"","PreservedSpecimen","","","MCZ",NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"Animalia","","",NA,NA,NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1416",NA,NA,NA,NA,"[no agent data]",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Ludwig, 1875",NA,NA,NA,"ICZN",NA,"",NA,"Atlantic Ocean, Atlantic, Western Central",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"e0db1ea7-1d1a-421b-80d1-c4c5a6b80348",NA,NA,NA,NA,NA,NA,"Holothuria",NA,"",NA,"","not applicable","",NA,NA,"en",NA,NA,"2014-05-28T21:28:40.395Z","Holothuria (Halodeima) mexicana",NA,"President and Fellows of Harvard College",NA,NA,"Aspidochirotida","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,"IZ","2014-05-12 14:02:26.0",NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"HOL-1416",NA,"","[no agent data]","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1416",NA,NA,"MCZ:IZ:HOL-1416",NA,NA,"Holothuroidea",NA,NA,"",NA,NA,"","United States, off Florida","b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Halodeima) mexicana",NA,NA,NA,NA,NA,"",NA,"1859-05-05",NA,"whole animal (70% ethanol)",NA,NA,1,NA,"Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"a3fdb990aa5dc7160b184a90f421aaf482da7d63",NA,NA,"",NA,NA,NA,"",NA,"e0db1ea7-1d1a-421b-80d1-c4c5a6b80348"
