"","dwc.verbatimEventDate","dwc.associatedSequences","dwc.verbatimCoordinateSystem","dwc.lowestBiostratigraphicZone","dwc.verbatimLocality","idigbio.preservative","idigbio.uuid","dwc.preparation","dwc.verbatimDepth","dwc.individualCount","dwc.verbatimLongitude","dwc.verbatimTaxonRank","dwc.startDayOfYear","dwc.identificationID","dwc.VerbatimEventDate","inhs.location_Stream","dwc.verbatimCoordinates","dwc.continent","dwc.earliestPeriodOrLowestSystem","dwc.rights","idigbio.barcodeValue","dwc.verbatimLatitude","inhs.total_Males","idigbio.determinationHistory","dwc.namePublishedIn","idigbio.tribe","dwc.occurrenceID","dwc.disposition","inhs.formII_females","inhs.superfamily","dwc.occurrenceRemarks","dwc.georeferencedBy","dwc.collectionID","dwc.nameAccordingTo","dwc.nomenclaturalCode","dwc.formation","idigbio.subfamily","dwc.institutionID","dwc.recordNumber","dcterms.reference","dwc.institutionCode","dwc.otherCatalogNumbers","idigbio.endangeredStatus","dwc.footprintWKT","dwc.eventTime","dwc.countryCode","http...symbiota.org.terms.verbatimScientificName","dwc.collectionCode","dwc.verbatimElevation","inhs.relic","inhs.live","dwc.dynamicProperties","idigbio.associatedFamily","dwc.taxonRemarks","inhs.instars_Male","dwc.endDayOfYear","dwc.reproductiveCondition","dwc.taxonID","idigbio.hostFamily","dwc.earliestEraOrLowestErathem","inhs.juv_males","inhs.dead","dcterms.source","dwc.scientificNameID","dwc.infraspecificEpithet","dwc.stateProvince","inhs.juv_undetermined","dwc.taxonRank","dwc.phylum","dwc.behavior","dwc.individualID","idigbio.associateCommonName","dwc.basisOfRecord","dwc.nomenclaturalStatus","dwc.year","idigbio.version","dcterms.accessRights","dwc.month","dwc.higherClassification","id","dcterms.references","dwc.scientificName","dwc.country","dwc.earliestAgeOrLowestStage","dwc.catalogNumber","dwc.minimumDepthInMeters","dwc.fieldNotes","dcterms.language","fcc.pickedBy","dwc.order","dwc.lithostratigraphicTerms","dwc.informationWithheld","dwc.identificationVerificationStatus","inhs.locationTrs","dwc.samplingProtocol","symbiota.verbatimScientificName","dwc.lifeStage","dwc.originalNameUsage","dwc.bed","dwc.typeStatus","dwc.coordinateUncertaintyInMeters","dwc.ownerInstitutionCode","idigbio.associatedRelationship","dwc.family","dwc.previousIdentifications","symbiotaverbatimScientificName","dwc.day","dwc.verbatimSRS","inhs.juv_females","inhs.vouchered","dwc.datasetName","dwc.georeferencedDate","dcterms.rights","dwc.identificationRemarks","fcc.superfamily","dwc.decimalLongitude","fcc.subfamily","dwc.latestPeriodOrHighestSystem","dwc.identificationQualifier","idigbio.substrate","inhs.location_Basin","dwc.establishmentMeans","dwc.minimumElevationInMeters","dwc.habitat","dwc.geodeticDatum","dwc.latestEpochOrHighestSeries","dcterms.type","idigbio.recordId","dwc.eventID","inhs.formII_males","dwc.genus","dwc.higherGeography","idigbio.createdBy","dwc.georeferenceProtocol","dwc.eventRemarks","idigbio.recordIds","dwc.maximumElevationInMeters","dwc.subgenus","dwc.maximumDepthInMeters","idigbio.associateAuthor","dcterms.modified","inhs.location_RiverMile","inhs.instars_Female","dwc.datasetID","dwc.earliestEpochOrLowestSeries","dwc.kingdom","dwc.islandGroup","idigbio.recordID","fcc.datePicked","dwc.associatedMedia","dwc.associatedReferences","row.number","idigbio.associateDeterminedBy","dwc.occurrenceStatus","dwc.rightsHolder","inhs.total_females","dwc.municipality","idigbio.associateIdentifier","idigbio.preparationCount","dwc.decimalLatitude","dwc.locality","dwc.dateIdentified","dwc.identificationReferences","dwc.accessRights","dwc.specificEpithet","dwc.associatedTaxa","dwc.identifiedBy","dwc.fieldNumber","idigbio.associateRelationship","idigbio.etag","dwc.samplingEffort","idigbio.associateCondition","dwc.preparations","dwc.dataGeneralizations","dwc.coordinatePrecision","dwc.latestAgeOrHighestStage","dwc.locationAccordingTo","idigbio.associateNotes","dcterms.rightsHolder","dwc.georeferenceRemarks","idigbio.dateModified","dwc.scientificNameAuthorship","dwc.georeferenceVerificationStatus","dwc.member","dwc.locationID","dwc.waterBody","dwc.latestEraOrHighestErathem","dwc.georeferenceSources","dwc.group","dwc.class","dwc.associatedOccurrences","dwc.locationRemarks","dcterms.bibliographicCitation","idigbio.subgenus","inhs.formI_males","dwc.relatedResourceID","dwc.county","dwc.recordedBy","dwc.eventDate","dwc.namePublishedInID","dwc.vernacularName","dwc.sex","dwc.island"
"2181","",NA,"",NA,NA,NA,"82a64cea-1603-4c79-ad51-3099bbb32b05",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"CC0336A6-EC57-4A86-8E7D-9FE48663170E","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 27",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","82a64cea-1603-4c79-ad51-3099bbb32b05","","Holothuria tubulosa","Algeria",NA,"3853-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"c9ff5fc3ce12433cd81443a92f37e0603ee479eb",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T13:21:29.304Z","Gmelin",NA,NA,"Mezali-005","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2231","",NA,"",NA,NA,NA,"8f11af84-4076-4611-af45-c0728488dc7c",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"7C3E4DDE-FC95-45F9-AC2E-702E58A581D1","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 16",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,1,"","8f11af84-4076-4611-af45-c0728488dc7c","","Holothuria tubulosa","Algeria",NA,"4962-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,2,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"2e76a397bfee371a6727dc1a1528f3dc8e61ac4e",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T15:04:48.393Z","Gmelin",NA,NA,"Mezali-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2261","",NA,"",NA,NA,NA,"1d88e64b-6fd0-46a3-9a76-631e50bcfcf0",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"022F8070-4B20-437C-B9AC-A4F1875B8E5D","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Azores",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,10,"","1d88e64b-6fd0-46a3-9a76-631e50bcfcf0","","Holothuria tubulosa","Portugal",NA,"5973-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,25,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"5a5aad394e067bf295a6512aaf596588c0be653f",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T17:53:51.231Z","Gmelin",NA,NA,"Bertoncini-01","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Athila Bertoncini","",NA,NA,"",NA
"2496","",NA,"",NA,NA,NA,"35f4d15c-0ce7-4f7c-891c-1cbf4e964f56",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"BE597870-9BFB-483B-B816-5F2F331939A5","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 16",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","35f4d15c-0ce7-4f7c-891c-1cbf4e964f56","","Holothuria tubulosa","Algeria",NA,"5473-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"6530e6de4ecaef993f3d5491e69e70b52b2ed5f5",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T11:58:49.736Z","Gmelin",NA,NA,"Mezali-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2526","",NA,"",NA,NA,NA,"11527b96-f7f5-4995-9ebf-41f5ad194ec3",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"71860695-950A-4D19-9CC5-8A0D672DA196","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 35",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","11527b96-f7f5-4995-9ebf-41f5ad194ec3","","Holothuria tubulosa","Algeria",NA,"5474-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"2807cc338f1d3fb780e4f93bbba70be0404a7970",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T10:58:40.793Z","Gmelin",NA,NA,"Mezali-002","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2538","",NA,"",NA,NA,NA,"6d4265a3-accc-420f-a903-8739d90c6f7f",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"4B80B19B-E146-4DC9-A839-50AC74E1F528","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 35",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","6d4265a3-accc-420f-a903-8739d90c6f7f","","Holothuria tubulosa","Algeria",NA,"5455-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"25481e5c40d85de24550b6c87c9f7432af527c26",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T10:34:10.749Z","Gmelin",NA,NA,"Mezali-002","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2539","",NA,"",NA,NA,NA,"e8c54286-70ed-48e3-9247-c2f6efc1fdb5",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"6DFF06AF-2AA0-4D77-932C-82CAD761E830","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2006,NA,NA,NA,"","e8c54286-70ed-48e3-9247-c2f6efc1fdb5","","Holothuria tubulosa","France",NA,"4474-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"1479a996920d7056a8642b73cac6291ce4b9c39a",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T10:38:32.197Z","Gmelin",NA,NA,"Romans-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Pascal Romans","",NA,NA,"",NA
"2564","",NA,"",NA,NA,NA,"8c751376-a783-45af-858d-3a627b86b175",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"F560292E-AD46-40CB-A6E9-2B904CE1F580","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 16",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,1,"","8c751376-a783-45af-858d-3a627b86b175","","Holothuria tubulosa","Algeria",NA,"4961-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,3,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"a9db0c7f9ce00d900a14a1712cebd5122b52c4eb",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T15:03:01.217Z","Gmelin",NA,NA,"Mezali-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2585","",NA,"",NA,NA,NA,"a2d3cede-480f-4713-ac71-6e8079356663",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"29B66C61-78B9-4CC4-9FF6-4ADF70B33A56","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Azores",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,10,"","a2d3cede-480f-4713-ac71-6e8079356663","","Holothuria tubulosa","Portugal",NA,"5974-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,25,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"e803e1b2917edab6300e3299aa15af77c4fc3e1f",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T15:39:51.315Z","Gmelin",NA,NA,"Bertoncini-01","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Athila Bertoncini","",NA,NA,"",NA
"2716","unknown",NA,"",NA,NA,NA,"4591b148-7045-4268-bf8d-5d7c16625268",NA,"",1,"",NA,0,NA,NA,NA,"","Atlantic Ocean",NA,NA,NA,"",NA,NA,NA,NA,"MCZ:IZ:125702","not applicable",NA,NA,NA,"",NA,NA,"ICZN",NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862","",NA,"MCZ","",NA,NA,NA,NA,NA,"IZ",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"Echinodermata",NA,NA,NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria tubulosa","4591b148-7045-4268-bf8d-5d7c16625268","http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:125702","Holothuria tubulosa","",NA,"125702",NA,NA,"en",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"Museum of Comparative Zoology, Harvard University",NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"identification compared to a figure by Panning (?) 1934 p. 77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"PhysicalObject",NA,NA,NA,"Holothuria","Atlantic Ocean, Atlantic, Western Central, Gulf of Mexico","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"2013-01-10 11:11:12.0",NA,NA,NA,NA,"Animalia",NA,NA,NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:125702","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Corpus Christi","",NA,NA,"tubulosa",NA,"Unknown","",NA,"77c9f5f5d472077326f23942f9dc3c113391ae4d",NA,NA,"whole animal (dry)",NA,NA,NA,NA,NA,"President and Fellows of Harvard College","","2014-07-12T17:47:24.965Z","Gmelin, 1791",NA,NA,"","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","[no agent data]","1934-01-01/2007-01-01",NA,NA,"",NA
"2787","",NA,"",NA,NA,NA,"effd38a7-6df7-49c8-8adc-40b9476018f9",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"B4662571-F73D-4322-B160-73DB7265C168","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 16",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","effd38a7-6df7-49c8-8adc-40b9476018f9","","Holothuria tubulosa","Algeria",NA,"5456-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"16134ea3540ed4cf46ce7e458d3be94cae92f4dd",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T10:21:23.870Z","Gmelin",NA,NA,"Mezali-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2802","",NA,"",NA,NA,NA,"4eefc063-e07e-4de9-8fca-1c6a2d98cf3d",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"9AA70BD1-ED1F-415E-B0EB-1783803A0291","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Azores",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,10,"","4eefc063-e07e-4de9-8fca-1c6a2d98cf3d","","Holothuria tubulosa","Portugal",NA,"5971-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,25,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"fdd670a47f3db29de13b65c4abe0495d586875af",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T09:47:25.338Z","Gmelin",NA,NA,"Bertoncini-01","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Athila Bertoncini","",NA,NA,"",NA
"2878","",NA,"",NA,NA,NA,"6e80b950-328b-4035-b5f6-b7fe5d29c34d",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"DF4CD817-0DE5-4DFA-A81C-3C7C1D562143","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 27",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","6e80b950-328b-4035-b5f6-b7fe5d29c34d","","Holothuria tubulosa","Algeria",NA,"5476-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,7,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"750ddf2163b500d1668a0eda314d429bee2828e6",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T16:56:58.098Z","Gmelin",NA,NA,"Mezali-003","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2910","",NA,"",NA,NA,NA,"ce5211b3-be3b-4c60-9dc6-7594993a3e50",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"84A56D58-061D-40AB-BC37-15BE90DCA28D","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,1,"","ce5211b3-be3b-4c60-9dc6-7594993a3e50","","Holothuria tubulosa","France",NA,"4471-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,17,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"4f85cc248f5ce1f6a3ba392aac6f2ff898a17f8d",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T15:56:14.987Z","Gmelin",NA,NA,"Mezali-006","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
"2948","",NA,"",NA,NA,NA,"c466d5c7-e83e-469b-b98c-efd6f6bdcbf1",NA,"",NA,"",NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,"368BF1E4-EF60-4DF4-8882-25E39D4AAE3A","",NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,"FLMNH","",NA,NA,NA,NA,NA,"Invertebrate Zoology",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Division 16",NA,NA,"",NA,NA,NA,"PreservedSpecimen",NA,2007,NA,NA,5,"","c466d5c7-e83e-469b-b98c-efd6f6bdcbf1","","Holothuria tubulosa","Algeria",NA,"5486-Echinodermata",NA,NA,"",NA,"Aspidochirotida",NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,"Holothuriidae",NA,NA,11,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"Holothuria","","872733a2-67a3-4c54-aa76-862735a5f334","","",NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"tubulosa",NA,"","",NA,"e2502f77667bacdd2c6df3bda279836d68bf329e",NA,NA,"",NA,NA,NA,NA,NA,"","","2014-09-12T18:06:47.738Z","Gmelin",NA,NA,"Mezali-001","",NA,"",NA,"Holothuroidea","","",NA,NA,NA,NA,"","Karim Mezali","",NA,NA,"",NA
