"","dwc.collectionID","inhs.formII_females","dwc.higherClassification","idigbio.associateIdentifier","inhs.vouchered","dwc.earliestEraOrLowestErathem","dwc.institutionCode","fcc.datePicked","dwc.collectionCode","dwc.rightsHolder","idigbio.dateModified","fcc.subfamily","inhs.formII_males","dwc.typeStatus","dwc.namePublishedIn","dwc.verbatimCoordinateSystem","dwc.scientificName","inhs.instars_Female","dcterms.rights","inhs.location_Stream","dwc.relatedResourceID","dwc.member","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","dwc.coordinatePrecision","dwc.georeferenceRemarks","idigbio.hostFamily","inhs.juv_undetermined","dcterms.accessRights","dwc.georeferenceVerificationStatus","dwc.latestEpochOrHighestSeries","dcterms.source","dwc.taxonID","fcc.pickedBy","idigbio.barcodeValue","inhs.relic","inhs.live","dwc.verbatimLocality","inhs.dead","dwc.startDayOfYear","idigbio.tribe","dwc.basisOfRecord","dwc.dataGeneralizations","dwc.institutionID","dwc.informationWithheld","dwc.disposition","idigbio.preservative","dwc.associatedOccurrences","idigbio.recordIds","dwc.vernacularName","dwc.nameAccordingTo","dwc.family","dwc.identifiedBy","dwc.georeferencedDate","dwc.waterBody","inhs.location_Basin","dwc.minimumDepthInMeters","dwc.reproductiveCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.samplingEffort","dwc.verbatimElevation","dwc.specificEpithet","idigbio.recordId","dwc.locationAccordingTo","dwc.locationRemarks","inhs.juv_females","dwc.earliestEpochOrLowestSeries","dwc.associatedMedia","id","idigbio.associateAuthor","idigbio.subfamily","dcterms.rightsHolder","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.phylum","dwc.taxonRank","idigbio.associateRelationship","inhs.total_females","dwc.kingdom","dwc.municipality","dwc.minimumElevationInMeters","dwc.behavior","dwc.endDayOfYear","dwc.verbatimDepth","dwc.class","dwc.associatedTaxa","dwc.associatedReferences","dwc.previousIdentifications","dwc.identificationReferences","dwc.scientificNameID","symbiota.verbatimScientificName","dwc.eventID","dwc.verbatimLongitude","idigbio.associateCondition","dwc.day","dwc.taxonRemarks","dwc.VerbatimEventDate","dwc.infraspecificEpithet","idigbio.associateDeterminedBy","idigbio.associateNotes","idigbio.etag","dwc.preparation","dwc.verbatimLatitude","fcc.superfamily","dwc.bed","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dwc.island","dwc.identificationID","dwc.higherGeography","dcterms.modified","dwc.month","dwc.scientificNameAuthorship","dwc.originalNameUsage","idigbio.determinationHistory","dwc.decimalLongitude","dwc.order","dwc.identificationVerificationStatus","dwc.earliestPeriodOrLowestSystem","dwc.locality","dwc.occurrenceRemarks","dwc.datasetName","dwc.accessRights","dwc.year","inhs.juv_males","dwc.georeferencedBy","dwc.samplingProtocol","idigbio.uuid","http...symbiota.org.terms.verbatimScientificName","dcterms.reference","inhs.total_Males","dwc.latestEraOrHighestErathem","dwc.ownerInstitutionCode","dwc.establishmentMeans","dcterms.type","dcterms.bibliographicCitation","dwc.subgenus","dwc.decimalLatitude","dwc.dateIdentified","idigbio.subgenus","dwc.geodeticDatum","dwc.stateProvince","row.number","idigbio.version","dwc.occurrenceStatus","dwc.datasetID","dwc.eventDate","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","inhs.location_RiverMile","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.namePublishedInID","dwc.associatedSequences","dwc.rights","inhs.superfamily","dwc.recordedBy","dwc.nomenclaturalStatus","idigbio.substrate","symbiotaverbatimScientificName","inhs.instars_Male","dwc.locationID","dwc.nomenclaturalCode","dwc.group","dwc.individualCount","dcterms.references","idigbio.createdBy","inhs.locationTrs","dwc.sex","dwc.verbatimCoordinates","dwc.otherCatalogNumbers","dwc.county","dwc.continent","idigbio.associateCommonName","dwc.eventTime","dwc.maximumElevationInMeters","dcterms.language","dwc.habitat","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.lifeStage","dwc.catalogNumber","dwc.occurrenceID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.countryCode","dwc.individualID","idigbio.associatedFamily","dwc.recordNumber","dwc.verbatimEventDate","dwc.formation","dwc.islandGroup","dwc.genus","dwc.dynamicProperties","dwc.preparations","dwc.country","dwc.verbatimTaxonRank","dwc.fieldNumber","idigbio.preparationCount","dwc.footprintWKT","dwc.verbatimSRS"
"1623",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T18:43:38.425Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","79daba06-bffb-42ee-8694-26abef7814b7",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,13,NA,NA,"",NA,NA,"6fa3a026b8477ead63937fde7a320ca9501597bd",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",6,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","79daba06-bffb-42ee-8694-26abef7814b7",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Bohol",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kris Netchy & Alex Kerr",NA,NA,NA,NA,"SEMP-35","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"5645-Echinodermata","6572E816-D370-4F99-8465-F70613AC0567","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"1652",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:30:04.946Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","b4e39904-4ac3-4830-b51d-563d51091965",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,22,NA,NA,"",NA,NA,"b508bf29d1830b09758ad9a870999b5895f9a648",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,144.8,"Aspidochirotida","",NA,"",NA,NA,NA,1984,NA,"","","b4e39904-4ac3-4830-b51d-563d51091965",NA,NA,NA,NA,"",NA,"",NA,NA,13.5,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"ZZZ-085847","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"193-Echinodermata","D0D013CF-7731-4586-A4EA-1B9A4329FC9B","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1658",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:51:31.095Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","dddf447b-6d25-44b9-9c6b-325f7d98b3a7",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,27,NA,NA,"",NA,NA,"6486ced94c45fe3abee3d3f766448a56591f9a8c",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",2,"Selenka",NA,NA,162.96682,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","dddf447b-6d25-44b9-9c6b-325f7d98b3a7",NA,NA,NA,NA,"",NA,"",NA,NA,5.36173,"",NA,"","Caroline Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"François Michonneau, Alexander M. Kerr, Sun Kim",NA,NA,NA,NA,"KOSR-08","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Kosrae Island","",NA,NA,NA,"","",NA,"",NA,"6805-Echinodermata","396CE8A5-6A74-4DED-93C2-DBF406F1CE31","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Federated States of Micronesia",NA,"",NA,NA,NA
"1689",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T18:08:50.317Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","f4f502c8-2e98-407c-857d-5506ce86e8ed",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,29,NA,NA,"",NA,NA,"35a4382bab70790f5e5adda5541aed8b7d3762a6",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",6,"Selenka",NA,NA,127.844547,"Aspidochirotida","",NA,"",NA,NA,NA,2010,NA,"","","f4f502c8-2e98-407c-857d-5506ce86e8ed",NA,NA,NA,NA,"",NA,"",NA,NA,26.406339,"",NA,"","Okinawa Prefecture",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nat Evans, Francois Michonneau, Tom Schils, Amanda Devilliers, Daisuke Uyeno",NA,NA,NA,NA,"GUOK10-St-051","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Okinawa Island","",NA,NA,NA,"","",NA,"",NA,"13159-Echinodermata","AB3E3E7E-697F-4001-BF9B-F39F31419CC5","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Japan",NA,"",NA,NA,NA
"1874",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:26:11.827Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","8f303ca3-69b6-4366-b224-f3cfad31e044",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,12,NA,NA,"",NA,NA,"eb250cacc0b11d32612a62506bd6bfec025714f5",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,144.8,"Aspidochirotida","",NA,"",NA,NA,NA,1975,NA,"","","8f303ca3-69b6-4366-b224-f3cfad31e044",NA,NA,NA,NA,"",NA,"",NA,NA,13.5,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F. Rowe",NA,NA,NA,NA,"UGI-Station-218","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"12205-Echinodermata","204E2239-5C04-4CC0-8B95-6CCBC9114BAC","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1875",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:28:09.432Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","3e24dac0-d9e6-484e-b473-a1825e202cf3",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,9,NA,NA,"",NA,NA,"b8eb854ec05e802d7a18434be5bc057890b2aaa7",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,144.8,"Aspidochirotida","",NA,"",NA,NA,NA,1975,NA,"","","3e24dac0-d9e6-484e-b473-a1825e202cf3",NA,NA,NA,NA,"",NA,"",NA,NA,13.5,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F. Rowe, B. Zolan",NA,NA,NA,NA,"UGI-Station-303","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"12297-Echinodermata","5ED772E9-5995-4923-8BF9-625F676BED6F","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1886",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:27:48.628Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","7e63aad0-2532-49ce-967a-8cf653bc19a1",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,11,NA,NA,"",NA,NA,"e7a4f4b8cf069ca5b9e256b5d7031994cd2d7369",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,48.23,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","7e63aad0-2532-49ce-967a-8cf653bc19a1",NA,NA,NA,NA,"",NA,"",NA,NA,-13.48,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Boissin, T. Hoareau",NA,NA,NA,NA,"MGNW-11","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"7341-Echinodermata","D6D9D693-7D04-49B2-82F5-C8FBB8CAA88A","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Madagascar",NA,"",NA,NA,NA
"1892",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:41:19.052Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","0c67abb7-674f-4129-9d36-6439276d5f9c",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,19,NA,NA,"",NA,NA,"60d7a1eeaf7694dd4560d4b33c7b583aa5dbe640",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",4,"Selenka",NA,NA,-156.3398,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","0c67abb7-674f-4129-9d36-6439276d5f9c",NA,NA,NA,NA,"",NA,"",NA,NA,20.9366,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pauline Fiene",NA,NA,NA,NA,"Pittman-1080419","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Maui Island","",NA,NA,NA,"","",NA,"",NA,"7906-Echinodermata","696E25E9-ABDD-482D-99BB-3778839E916D","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1921",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:56:33.394Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","06b77373-3c8c-4f23-9b2c-4b83d9281dc4",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,25,NA,NA,"",NA,NA,"fd8674b3f945cfe816e2a0b59db32af769aa91e9",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",3,"Selenka",NA,NA,166.7,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","06b77373-3c8c-4f23-9b2c-4b83d9281dc4",NA,NA,NA,NA,"",NA,"",NA,NA,19.3,"",NA,"","Wake Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun Kim",NA,NA,NA,NA,"Kim-WAK-St-10","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"11521-Echinodermata","4E3246B6-6364-4162-ACC2-60380EF30AD1","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1962",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T18:51:14.642Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","96e99a37-d516-4341-8d7e-71afd0b4a2a5",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,25,NA,NA,"",NA,NA,"3c9b5494d5ff7715380054448567eeff137ff02c",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",7,"Selenka",NA,NA,55.2256,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","96e99a37-d516-4341-8d7e-71afd0b4a2a5",NA,NA,NA,NA,"",NA,"",NA,NA,-21.0787,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas Hubert & Francois Michonneau",NA,NA,NA,NA,"SWIO-FM33","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6336-Echinodermata","F6CF0D21-B183-4E24-9A6B-248BECE19B31","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1988",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T14:58:40.537Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","c6ff636b-f021-4cce-84c4-06f61ed6f5eb",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,26,NA,NA,"",NA,NA,"beca7210c4e671f70ece4adef5ec1c1b326782fa",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",12,"Selenka",NA,NA,-157.93889,"Aspidochirotida","",NA,"",NA,NA,NA,2004,NA,"","","c6ff636b-f021-4cce-84c4-06f61ed6f5eb",NA,NA,NA,NA,"",NA,"",NA,NA,21.67,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Starmer, J.",NA,NA,NA,NA,"JAS-JHAW-01","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Oahu Island","",NA,NA,NA,"","",NA,"",NA,"4417-Echinodermata","A6CAF94D-6F06-4AFE-BAC7-1E416A264224","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2010",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:51:35.716Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","bc5720b8-5f2b-4a42-a2c0-9e11d78c8b28",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,26,NA,NA,"",NA,NA,"b65b5f13a413c078570611c91959a4e2a958858b",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,1979,NA,"","","bc5720b8-5f2b-4a42-a2c0-9e11d78c8b28",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Kosrae Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R. K. Kropp",NA,NA,NA,NA,"Kropp-1979-05-26a","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Kosrae Island","",NA,NA,NA,"","",NA,"",NA,"12633-Echinodermata","C7DA07C9-3F01-4C6E-9250-FBA2CA47A4AE","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Micronesia",NA,"",NA,NA,NA
"2011",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:23:35.195Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","e5dfc392-c706-4388-b431-af5b3dfcfd41",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,21,NA,NA,"",NA,NA,"3f3880b615a2bf37def7ec2b47fe172082c78170",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,163.09553,"Aspidochirotida","",NA,"",NA,NA,NA,2013,NA,"","","e5dfc392-c706-4388-b431-af5b3dfcfd41",NA,NA,NA,NA,"",NA,"",NA,NA,-18.48788,"",NA,"","New Caledonia",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel Evans",NA,NA,NA,NA,"NEST32","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"15854-Echinodermata","DAF722DB-BF4B-4F41-BB4E-4A54AD2AD5EE","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"2013",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:16:37.154Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","abc819a9-0fff-4197-8ca0-95a290c1572d",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,4,NA,NA,"",NA,NA,"e24923d0695316fa8a9da3c04d95fdf14397c149",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,-155.939861111111,"Aspidochirotida","",NA,"",NA,NA,NA,1997,NA,"","","abc819a9-0fff-4197-8ca0-95a290c1572d",NA,NA,NA,NA,"",NA,"",NA,NA,19.4769166666667,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"BHAW-007","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Hawaii","",NA,NA,NA,"","",NA,"",NA,"991-Echinodermata","4A363374-2E8A-4E22-8ADD-965905728767","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"2132",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:11:35.425Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","085cdd27-5f15-4590-ab52-de29e7602e60",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"7fac39bdb51a15f6b6f4bba2fe2b35db2bccb585",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,152,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","085cdd27-5f15-4590-ab52-de29e7602e60",NA,NA,NA,NA,"",NA,"",NA,NA,-23,"",NA,"","Queensland",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"HI09-131","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"10199-Echinodermata","AAD8B707-097A-45D8-A086-39C51D64EDBB","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Australia",NA,"",NA,NA,NA
