"","dwc.collectionID","inhs.formII_females","dwc.higherClassification","idigbio.associateIdentifier","inhs.vouchered","dwc.earliestEraOrLowestErathem","dwc.institutionCode","fcc.datePicked","dwc.collectionCode","dwc.rightsHolder","idigbio.dateModified","fcc.subfamily","inhs.formII_males","dwc.typeStatus","dwc.namePublishedIn","dwc.verbatimCoordinateSystem","dwc.scientificName","inhs.instars_Female","dcterms.rights","inhs.location_Stream","dwc.relatedResourceID","dwc.member","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","dwc.coordinatePrecision","dwc.georeferenceRemarks","idigbio.hostFamily","inhs.juv_undetermined","dcterms.accessRights","dwc.georeferenceVerificationStatus","dwc.latestEpochOrHighestSeries","dcterms.source","dwc.taxonID","fcc.pickedBy","idigbio.barcodeValue","inhs.relic","inhs.live","dwc.verbatimLocality","inhs.dead","dwc.startDayOfYear","idigbio.tribe","dwc.basisOfRecord","dwc.dataGeneralizations","dwc.institutionID","dwc.informationWithheld","dwc.disposition","idigbio.preservative","dwc.associatedOccurrences","idigbio.recordIds","dwc.vernacularName","dwc.nameAccordingTo","dwc.family","dwc.identifiedBy","dwc.georeferencedDate","dwc.waterBody","inhs.location_Basin","dwc.minimumDepthInMeters","dwc.reproductiveCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.samplingEffort","dwc.verbatimElevation","dwc.specificEpithet","idigbio.recordId","dwc.locationAccordingTo","dwc.locationRemarks","inhs.juv_females","dwc.earliestEpochOrLowestSeries","dwc.associatedMedia","id","idigbio.associateAuthor","idigbio.subfamily","dcterms.rightsHolder","dwc.fieldNotes","dwc.latestAgeOrHighestStage","dwc.phylum","dwc.taxonRank","idigbio.associateRelationship","inhs.total_females","dwc.kingdom","dwc.municipality","dwc.minimumElevationInMeters","dwc.behavior","dwc.endDayOfYear","dwc.verbatimDepth","dwc.class","dwc.associatedTaxa","dwc.associatedReferences","dwc.previousIdentifications","dwc.identificationReferences","dwc.scientificNameID","symbiota.verbatimScientificName","dwc.eventID","dwc.verbatimLongitude","idigbio.associateCondition","dwc.day","dwc.taxonRemarks","dwc.VerbatimEventDate","dwc.infraspecificEpithet","idigbio.associateDeterminedBy","idigbio.associateNotes","idigbio.etag","dwc.preparation","dwc.verbatimLatitude","fcc.superfamily","dwc.bed","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dwc.island","dwc.identificationID","dwc.higherGeography","dcterms.modified","dwc.month","dwc.scientificNameAuthorship","dwc.originalNameUsage","idigbio.determinationHistory","dwc.decimalLongitude","dwc.order","dwc.identificationVerificationStatus","dwc.earliestPeriodOrLowestSystem","dwc.locality","dwc.occurrenceRemarks","dwc.datasetName","dwc.accessRights","dwc.year","inhs.juv_males","dwc.georeferencedBy","dwc.samplingProtocol","idigbio.uuid","http...symbiota.org.terms.verbatimScientificName","dcterms.reference","inhs.total_Males","dwc.latestEraOrHighestErathem","dwc.ownerInstitutionCode","dwc.establishmentMeans","dcterms.type","dcterms.bibliographicCitation","dwc.subgenus","dwc.decimalLatitude","dwc.dateIdentified","idigbio.subgenus","dwc.geodeticDatum","dwc.stateProvince","row.number","idigbio.version","dwc.occurrenceStatus","dwc.datasetID","dwc.eventDate","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","inhs.location_RiverMile","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.namePublishedInID","dwc.associatedSequences","dwc.rights","inhs.superfamily","dwc.recordedBy","dwc.nomenclaturalStatus","idigbio.substrate","symbiotaverbatimScientificName","inhs.instars_Male","dwc.locationID","dwc.nomenclaturalCode","dwc.group","dwc.individualCount","dcterms.references","idigbio.createdBy","inhs.locationTrs","dwc.sex","dwc.verbatimCoordinates","dwc.otherCatalogNumbers","dwc.county","dwc.continent","idigbio.associateCommonName","dwc.eventTime","dwc.maximumElevationInMeters","dcterms.language","dwc.habitat","idigbio.associatedRelationship","dwc.georeferenceProtocol","dwc.lifeStage","dwc.catalogNumber","dwc.occurrenceID","dwc.eventRemarks","dwc.latestPeriodOrHighestSystem","dwc.countryCode","dwc.individualID","idigbio.associatedFamily","dwc.recordNumber","dwc.verbatimEventDate","dwc.formation","dwc.islandGroup","dwc.genus","dwc.dynamicProperties","dwc.preparations","dwc.country","dwc.verbatimTaxonRank","dwc.fieldNumber","idigbio.preparationCount","dwc.footprintWKT","dwc.verbatimSRS"
"819",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:48:02.088Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","879b98b0-9df2-4d84-9c05-dfd2e706f8ed",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,10,NA,NA,"",NA,NA,"86ec6ac2eb780b5aa54331497df855543ff2a2cf",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,178.457433333333,"Aspidochirotida","",NA,"",NA,NA,NA,2001,NA,"","","879b98b0-9df2-4d84-9c05-dfd2e706f8ed",NA,NA,NA,NA,"",NA,"",NA,NA,-18.1788166666667,"",NA,"","Fiji Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kirkendale, L. & Bonito, V.",NA,NA,NA,NA,"LAK-015B","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Viti Levu Island","",NA,NA,NA,"","",NA,"",NA,"461-Echinodermata","465BE304-490E-40EC-BF53-D8757610DEC4","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Fiji",NA,"",NA,NA,NA
"825",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:14:00.487Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","3d5a684b-6ad2-4ad9-9a2d-f92efcaeee67",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,30,NA,NA,"",NA,NA,"6adac01ab763769ac7b3ba186f420b8926fea17f",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,123.36399,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","3d5a684b-6ad2-4ad9-9a2d-f92efcaeee67",NA,NA,NA,NA,"",NA,"",NA,NA,9.95152,"",NA,"","Cebu",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kris Netchy & Alex Kerr",NA,NA,NA,NA,"SEMP-13","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"5585-Echinodermata","B5D0C242-E388-4D87-87FB-720B969A8A26","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Philippines",NA,"",NA,NA,NA
"944",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:55:07.701Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","7377873f-7116-4582-8d7d-88655a5d2b6e",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,18,NA,NA,"",NA,NA,"b2d83c22b758280a6394eafe1b3758d6d7cdb9bc",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,-156.62139,"Aspidochirotida","",NA,"",NA,NA,NA,2004,NA,"","","7377873f-7116-4582-8d7d-88655a5d2b6e",NA,NA,NA,NA,"",NA,"",NA,NA,20.81083,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pittman, C.",NA,NA,NA,NA,"G-2004-036","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Maui Island","",NA,NA,NA,"","",NA,"",NA,"4420-Echinodermata","0C1AF718-A332-4F7C-B7B9-0D74FB7C76DC","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"954",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:34:55.091Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","c689ae11-61a4-4ee6-8e4a-fca29204a576",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"1ac5a91ee60b42c1511af337b19c898765241344",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",1,"Selenka",NA,NA,-140.12067,"Aspidochirotida","",NA,"",NA,NA,NA,2012,NA,"","","c689ae11-61a4-4ee6-8e4a-fca29204a576",NA,NA,NA,NA,"",NA,"",NA,NA,-8.93718,"",NA,"","Marquesas Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Starmer",NA,NA,NA,NA,"MQ-02","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"14017-Echinodermata","57200993-AA72-4C48-B924-E71AE1DEA8BC","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"960",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T11:54:30.418Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","c3c2cfe2-ff20-4182-828d-d7fea48240fc",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"fef8aef2dc1b9680c8e237a171b6897cb04139bf",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,113.6395,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","c3c2cfe2-ff20-4182-828d-d7fea48240fc",NA,NA,NA,NA,"",NA,"",NA,NA,-22.67235,"",NA,"","Western Australia",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robert Lasley",NA,NA,NA,NA,"NIN09-St-23","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"9486-Echinodermata","2A0FF5CF-6988-4F84-9023-0382B248FB1C","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Australia",NA,"",NA,NA,NA
"963",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T12:05:53.359Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","1166eea5-67ad-472c-99d8-80177634951c",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,16,NA,NA,"",NA,NA,"9678ec1dc4dac87d34459e583f325cd43d4b5105",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",2,"Selenka",NA,NA,55.6,"Aspidochirotida","",NA,"",NA,NA,NA,2004,NA,"","","1166eea5-67ad-472c-99d8-80177634951c",NA,NA,NA,NA,"",NA,"",NA,NA,-21.1,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"GP-Loc-783","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"2079-Echinodermata","04E58B74-801F-4420-A4DC-DEBF1D424950","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1012",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:30:56.772Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","05578164-1114-44ca-ac20-fee618be245d",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,13,NA,NA,"",NA,NA,"d3ce8c99ca5098ed73a0ca12a5693bc5d61a193a",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,162.8987,"Aspidochirotida","",NA,"",NA,NA,NA,2013,NA,"","","05578164-1114-44ca-ac20-fee618be245d",NA,NA,NA,NA,"",NA,"",NA,NA,-17.91205,"",NA,"","New Caledonia",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nathaniel Evans",NA,NA,NA,NA,"NEST21","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"15841-Echinodermata","0DDD5D35-BC31-4B76-B1BE-480C2F7BAEAE","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1027",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T09:52:20.734Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","32548a07-fb49-4ec6-b27b-c9b71a995d57",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,20,NA,NA,"",NA,NA,"ac641e9b1e61df3fb5fa5238d50cf05d45f5d93f",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",5,"Selenka",NA,NA,-169.9,"Aspidochirotida","",NA,"",NA,NA,NA,1986,NA,"","","32548a07-fb49-4ec6-b27b-c9b71a995d57",NA,NA,NA,NA,"",NA,"",NA,NA,-19.1,"",NA,"","Niue Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulay, G.",NA,NA,NA,NA,"HNIUE-007","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Niue Island","",NA,NA,NA,"","",NA,"",NA,"1358-Echinodermata","369A7195-27DF-4D32-85EB-42DCCFD6A7C3","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Niue Island",NA,"",NA,NA,NA
"1033",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T10:06:09.245Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","7de9429c-b858-4a7a-a09e-386e973f0830",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,8,NA,NA,"",NA,NA,"9c4670cf7659b6e384d69d876b6bf32aa8f2d78f",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,55.243611,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","7de9429c-b858-4a7a-a09e-386e973f0830",NA,NA,NA,NA,"",NA,"",NA,NA,-21.101667,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,NA,NA,NA,"SWIO-6","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6456-Echinodermata","04A8B94B-902D-47AD-9872-05D1E509D377","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1060",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T17:30:27.974Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","f02eb1a6-7ba9-4207-8f65-f90b95d8bfad",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,20,NA,NA,"",NA,NA,"e7e8b4f54017097725566f7eae081c2ee39d5995",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",10,"Selenka",NA,NA,-169.9,"Aspidochirotida","",NA,"",NA,NA,NA,91,NA,"","","f02eb1a6-7ba9-4207-8f65-f90b95d8bfad",NA,NA,NA,NA,"",NA,"",NA,NA,-19.1,"",NA,"","Niue Island",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holthuis, B. & Paulay, G.",NA,NA,NA,NA,"BNIUE-387","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Niue Island","",NA,NA,NA,"","",NA,"",NA,"1988-Echinodermata","769A32A7-E6CD-4C8E-9679-11B520D07779","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Niue Island",NA,"",NA,NA,NA
"1066",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T18:38:04.213Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","b2da8312-6d32-4391-987e-fc3b634893b7",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"4a4cb415bb58e3869590ea721d527ea329cdeace",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",7,"Selenka",NA,NA,-149.8306,"Aspidochirotida","",NA,"",NA,NA,NA,2006,NA,"","","b2da8312-6d32-4391-987e-fc3b634893b7",NA,NA,NA,NA,"",NA,"",NA,NA,-17.4772,"",NA,"","Society Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christian McKeon, Gustav Paulay",NA,NA,NA,NA,"GP-Loc-874","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Moorea Island","",NA,NA,NA,"","",NA,"",NA,"5208-Echinodermata","420A99BC-E7A6-482C-99B1-4DDFFCE63530","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","French Polynesia",NA,"",NA,NA,NA
"1071",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T15:30:39.452Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","c7a1192b-ea85-4a65-a05d-992dba0ef9e5",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,16,NA,NA,"",NA,NA,"2a2468fab6c3ccb7f7e90f419a9d628208091836",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",2,"Selenka",NA,NA,144.726632,"Aspidochirotida","",NA,"",NA,NA,NA,2008,NA,"","","c7a1192b-ea85-4a65-a05d-992dba0ef9e5",NA,NA,NA,NA,"",NA,"",NA,NA,13.479096,"",NA,"","Mariana Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"François Michonneau",NA,NA,NA,NA,"FM-St-GU08-04","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Guam Island","",NA,NA,NA,"","",NA,"",NA,"6716-Echinodermata","E82CA1D4-2698-47E7-A568-E839389E314E","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","USA",NA,"",NA,NA,NA
"1114",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T15:38:44.740Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","98be9b3d-077c-4eb5-b926-29dbfcfe71cd",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,16,NA,NA,"",NA,NA,"98bb0b63a098d6ec03f3d2ab00c0946a8521aa7d",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",8,"Selenka",NA,NA,39.28727,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","98be9b3d-077c-4eb5-b926-29dbfcfe71cd",NA,NA,NA,NA,"",NA,"",NA,NA,-6.38733,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tim Werner",NA,NA,NA,NA,"Werner-Zanzibar-3","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"8938-Echinodermata","F944D8E5-416C-43F1-8707-4D4672364CBC","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Tanzania",NA,"",NA,NA,NA
"1145",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T15:13:29.420Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","d5206fe2-d2cb-4eff-ad9f-5d31a3046261",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,22,NA,NA,"",NA,NA,"f67f66c12b075183f6c9c1b15e8b6dc9da2377ad",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",7,"Selenka",NA,NA,NA,"Aspidochirotida","",NA,"",NA,NA,NA,2007,NA,"","","d5206fe2-d2cb-4eff-ad9f-5d31a3046261",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,"","Mascarene Islands",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicolas Hubert & Francois Michonneau",NA,NA,NA,NA,"SWIO-FM30","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","Reunion Island","",NA,NA,NA,"","",NA,"",NA,"6321-Echinodermata","31E5088B-D127-4B39-A6A1-FB7B01637BDB","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","France",NA,"",NA,NA,NA
"1148",NA,NA,"",NA,NA,NA,"FLMNH",NA,"Invertebrate Zoology",NA,"2014-09-12T13:13:18.448Z",NA,NA,"",NA,"","Holothuria pervicax",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,"",NA,"",NA,NA,NA,"Holothuriidae","",NA,"",NA,NA,NA,NA,NA,NA,NA,"pervicax",NA,NA,"",NA,NA,"","d8b1aa8e-f67c-4224-a806-ef64b770f9ba",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,"","Holothuroidea",NA,"",NA,NA,NA,NA,NA,"",NA,17,NA,NA,"",NA,NA,"40120437b2363068a8dc616df4213fbbbfcdc0dc",NA,"",NA,NA,"",NA,NA,NA,"","09/08/2014",11,"Selenka",NA,NA,151.716983333333,"Aspidochirotida","",NA,"",NA,NA,NA,2009,NA,"","","d8b1aa8e-f67c-4224-a806-ef64b770f9ba",NA,NA,NA,NA,"",NA,"",NA,NA,-23.3174166666667,"",NA,"","Queensland",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"HI09-043","",NA,NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,"","","","","",NA,NA,NA,"","",NA,"",NA,"10048-Echinodermata","A61B0B71-5DB3-49F8-9640-BAA452D7D88B","",NA,NA,NA,NA,"","",NA,NA,"Holothuria","","","Australia",NA,"",NA,NA,NA
