"","dwc.identificationQualifier","idigbio.associateIdentifier","dwc.previousIdentifications","dwc.group","dwc.habitat","idigbio.barcodeValue","dwc.locationAccordingTo","idigbio.tribe","dwc.taxonID","dwc.decimalLongitude","dwc.datasetID","dwc.taxonRank","dwc.preparation","inhs.juv_males","dwc.georeferencedDate","symbiota.verbatimScientificName","dwc.locationRemarks","dwc.waterBody","idigbio.preparationCount","inhs.relic","inhs.location_Stream","dwc.associatedReferences","dwc.verbatimLongitude","dcterms.rightsHolder","dwc.higherGeography","dwc.recordedBy","id","inhs.juv_females","idigbio.associateAuthor","dwc.decimalLatitude","dwc.locationID","dwc.establishmentMeans","idigbio.associateNotes","dwc.namePublishedIn","dwc.associatedMedia","idigbio.associateCommonName","dwc.locality","dcterms.bibliographicCitation","dwc.eventDate","dwc.individualID","dwc.identificationVerificationStatus","dwc.coordinatePrecision","dwc.behavior","dwc.stateProvince","inhs.superfamily","dwc.maximumDepthInMeters","dwc.genus","dwc.identificationReferences","dwc.reproductiveCondition","idigbio.substrate","idigbio.preservative","dwc.municipality","dwc.nomenclaturalStatus","inhs.formII_males","idigbio.createdBy","dwc.earliestAgeOrLowestStage","dwc.institutionCode","fcc.subfamily","dwc.basisOfRecord","dwc.individualCount","dwc.phylum","dwc.class","dwc.latestEpochOrHighestSeries","dwc.earliestEraOrLowestErathem","dwc.year","dwc.member","inhs.juv_undetermined","dwc.lifeStage","idigbio.subgenus","dwc.scientificName","dwc.dataGeneralizations","dwc.subgenus","dwc.verbatimLocality","dwc.samplingProtocol","dcterms.type","dwc.catalogNumber","idigbio.uuid","dwc.islandGroup","inhs.total_females","dwc.datasetName","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.fieldNotes","dwc.continent","dcterms.source","dwc.verbatimLatitude","dwc.county","dwc.eventRemarks","dwc.countryCode","idigbio.dateModified","dwc.collectionID","dwc.startDayOfYear","dcterms.reference","idigbio.version","idigbio.endangeredStatus","inhs.locationTrs","dwc.georeferenceProtocol","dwc.nomenclaturalCode","idigbio.etag","dwc.taxonRemarks","dwc.namePublishedInID","inhs.dead","dwc.VerbatimEventDate","dwc.verbatimDepth","fcc.superfamily","dwc.preparations","dwc.formation","dwc.georeferenceRemarks","dwc.collectionCode","dwc.minimumElevationInMeters","dwc.sex","dwc.associatedTaxa","inhs.instars_Female","dwc.footprintWKT","dwc.kingdom","dwc.relatedResourceID","fcc.pickedBy","idigbio.determinationHistory","dwc.occurrenceRemarks","dwc.bed","inhs.formII_females","idigbio.recordIds","dwc.month","dwc.earliestPeriodOrLowestSystem","dwc.associatedOccurrences","dwc.samplingEffort","dwc.scientificNameID","dwc.georeferenceSources","dwc.typeStatus","dwc.nameAccordingTo","fcc.datePicked","dwc.earliestEpochOrLowestSeries","dcterms.accessRights","idigbio.associatedRelationship","dwc.occurrenceID","inhs.location_Basin","idigbio.subfamily","dwc.higherClassification","dcterms.rights","dwc.institutionID","dwc.vernacularName","inhs.live","dwc.family","inhs.instars_Male","dwc.ownerInstitutionCode","dwc.dynamicProperties","dwc.verbatimCoordinates","symbiotaverbatimScientificName","dwc.accessRights","dwc.island","dwc.rightsHolder","dwc.fieldNumber","row.number","dwc.geodeticDatum","dwc.rights","dwc.minimumDepthInMeters","dwc.coordinateUncertaintyInMeters","dwc.country","inhs.vouchered","dwc.verbatimCoordinateSystem","dwc.scientificNameAuthorship","dwc.georeferencedBy","dwc.associatedSequences","idigbio.associateRelationship","dwc.occurrenceStatus","dwc.identificationID","dwc.recordNumber","http...symbiota.org.terms.verbatimScientificName","idigbio.recordID","dwc.verbatimElevation","dwc.verbatimSRS","dcterms.references","dwc.otherCatalogNumbers","dwc.verbatimEventDate","dwc.identificationRemarks","dwc.lowestBiostratigraphicZone","idigbio.recordId","inhs.total_Males","dwc.dateIdentified","dwc.specificEpithet","dwc.day","inhs.location_RiverMile","dwc.georeferenceVerificationStatus","dwc.latestEraOrHighestErathem","dwc.eventTime","dwc.order","dwc.disposition","dwc.originalNameUsage","dwc.latestAgeOrHighestStage","dcterms.modified","dwc.infraspecificEpithet","dwc.latestPeriodOrHighestSystem","dcterms.language","idigbio.associatedFamily","dwc.informationWithheld","dwc.verbatimTaxonRank","dwc.endDayOfYear","idigbio.associateCondition","inhs.formI_males","dwc.lithostratigraphicTerms","dwc.identifiedBy","dwc.eventID","idigbio.hostFamily"
"1264",NA,NA,NA,NA,"",NA,NA,NA,NA,-159.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Paulay, G.","ee3d7102-7f41-4232-83e5-f8d2835a9994",NA,NA,-21.2,"HRAR-20",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Cook Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1984,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","946-Echinodermata","ee3d7102-7f41-4232-83e5-f8d2835a9994",NA,NA,NA,NA,NA,NA,"",NA,"","Rarotonga Island","",NA,"2014-09-12T16:45:02.576Z",NA,NA,NA,NA,NA,NA,"","","10f17a374debe33545ace1c9fdaaf84f80dba26c",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"75404DA0-9851-4681-83DD-2EEA13941917",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Cook Islands",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",26,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1307",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Alex Kerr","08cf71bc-ab8b-4621-9c81-f3d5f17bac19",NA,NA,NA,"UGI-Station-411",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Caroline Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1992,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","12362-Echinodermata","08cf71bc-ab8b-4621-9c81-f3d5f17bac19",NA,NA,NA,NA,NA,NA,"",NA,"","Kosrae State","",NA,"2014-09-12T18:48:13.870Z",NA,NA,NA,NA,NA,NA,"","","65bf464b0a9a30901c9ec59acd2046a430c61295",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"8AC259B9-73AF-4866-8D2D-76F450C23131",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Micronesia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",21,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1381",NA,NA,NA,NA,"",NA,NA,NA,NA,113.627,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Tom Cribb, Holly Heiniger","195e2e0f-2b4c-45ae-b457-dc98efdbcca4",NA,NA,-22.67879,"NIN09-St-66",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Western Australia",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","9564-Echinodermata","195e2e0f-2b4c-45ae-b457-dc98efdbcca4",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T10:58:52.651Z",NA,NA,NA,NA,NA,NA,"","","bdbad9ec8cb919dc9c7f6609ceff7490913de184",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"78F8ADEE-E8BE-4277-829E-128FDD1F5D2E",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1397",NA,NA,NA,NA,"",NA,NA,NA,NA,-109.4253,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","T. A. Ebert, D. M. Dexter","e3537383-6f4e-4b5f-b2d2-75d55cdbf7fd",NA,NA,23.3827,"Ebert-Los Frailes",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Baja California Sur",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1972,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","16148-Echinodermata","e3537383-6f4e-4b5f-b2d2-75d55cdbf7fd",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T12:13:42.150Z",NA,NA,NA,NA,NA,NA,"","","595a1bc74406472adca44c902574566854cd67a6",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"756BD7FF-9BF7-490F-B1CD-E311C2D10CC5",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Mexico",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",28,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1551",NA,NA,NA,NA,"",NA,NA,NA,NA,-140.091516666667,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri","e36b6bc7-9879-490e-ae30-24ad46950573",NA,NA,-9.34101666666667,"MQ042",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Marquesas Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2011,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","11288-Echinodermata","e36b6bc7-9879-490e-ae30-24ad46950573",NA,NA,NA,NA,NA,NA,"",NA,"","Ua Pou","",NA,"2014-09-12T12:07:12.307Z",NA,NA,NA,NA,NA,NA,"","","108ba7e735814c695fa9173ce33c1bac6f86d705",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,12,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"C792B9EF-CA4B-49A1-815F-A491F4A6552B",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"French Polynesia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",10,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1559",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","John Starmer","585ec3b0-78bb-4aae-aceb-583d3f942765",NA,NA,13.5,"Starmer-1997-04-8",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1997,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","12660-Echinodermata","585ec3b0-78bb-4aae-aceb-583d3f942765",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T10:54:36.591Z",NA,NA,NA,NA,NA,NA,"","","3bc07161a4c52f5aba8cb264d9d2b6c4c1a4af74",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"096C1B13-5B4A-4C00-B010-9551968B10C9",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",8,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1568",NA,NA,NA,NA,"",NA,NA,NA,NA,-109.4253,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","T. A. Ebert, D. M. Dexter","3625c2df-bb2f-4057-8e8a-1e4b4f03cdcf",NA,NA,23.3827,"Ebert-Los Frailes",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Baja California Sur",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1972,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","16130-Echinodermata","3625c2df-bb2f-4057-8e8a-1e4b4f03cdcf",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T11:14:09.884Z",NA,NA,NA,NA,NA,NA,"","","53adfa2eae644c3d502d548463068f8966ab1bca",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"F8B7224E-3FE2-45B3-BA0A-2392F136CD18",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Mexico",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",27,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1685",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Arthur Anker, Robert Lasley","e0cdb595-e8e3-4ca6-9bc9-d38c0e618c3a",NA,NA,NA,"AUST-ST-041",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Queensland",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","8341-Echinodermata","e0cdb595-e8e3-4ca6-9bc9-d38c0e618c3a",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T18:23:39.482Z",NA,NA,NA,NA,NA,NA,"","","9b20b5f4bac5f436786658ab75c00e3eeaf57c19",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"3F9489A1-CE05-4F82-9CD6-3B5ABDA45EA6",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Australia",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",15,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1851",NA,NA,NA,NA,"",NA,NA,NA,NA,40.33203333,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","H. Bruggemann, M. Guillaume","c9c283dd-05ee-41bd-a687-9848461c6d51",NA,NA,-22.34656667,"EURO-7",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Scattered Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2009,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","9190-Echinodermata","c9c283dd-05ee-41bd-a687-9848461c6d51",NA,NA,NA,NA,NA,NA,"",NA,"","Europa Island","",NA,"2014-09-12T14:02:50.155Z",NA,NA,NA,NA,NA,NA,"","","5d86f177bdd5873153c5592bf5828d3012d668cd",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,4,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"0971A195-9E3E-4732-99B2-F4493CFC66AF",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"France",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",23,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1865",NA,NA,NA,NA,"",NA,NA,NA,NA,127.649636,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Yoshida Ryuta","7c1f63af-386c-4593-b3a6-6bc917c3b971",NA,NA,26.166321,"FMOK11-St-27",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Ryukyus",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2011,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","10994-Echinodermata","7c1f63af-386c-4593-b3a6-6bc917c3b971",NA,NA,NA,NA,NA,NA,"",NA,"","Okinawa","",NA,"2014-09-12T11:37:32.922Z",NA,NA,NA,NA,NA,NA,"","","443fa5ffacfd88eb84a44eaea41c7778e10f802e",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"3C2161B5-BDA5-4B34-8854-98FDF1A387BF",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Japan",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",18,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1901",NA,NA,NA,NA,"",NA,NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Starmer, J.","5daf629a-c6b7-4f5a-bcaf-67fe0c0d0734",NA,NA,13.5,"ZZZ-085859",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1984,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","162-Echinodermata","5daf629a-c6b7-4f5a-bcaf-67fe0c0d0734",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T09:16:27.539Z",NA,NA,NA,NA,NA,NA,"","","b27d1e87f81246036643dcb6da8cdcbde51e224f",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"7946BDF4-0A8C-4735-893A-6D48DCFB291C",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",22,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1902",NA,NA,NA,NA,"",NA,NA,NA,NA,144.796052,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","François Michonneau","ba80eda1-958b-4813-b503-51da3f302367",NA,NA,13.426695,"FM-St-GU08-03",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Mariana Islands",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2008,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","6720-Echinodermata","ba80eda1-958b-4813-b503-51da3f302367",NA,NA,NA,NA,NA,NA,"",NA,"","Guam Island","",NA,"2014-09-12T09:18:17.446Z",NA,NA,NA,NA,NA,NA,"","","f01992dba7a474794b7dbd799d6ede2006442c03",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"592C2DEB-18C3-4BC8-B328-A131E82CFCE4",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"USA",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",14,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1941",NA,NA,NA,NA,"",NA,NA,NA,NA,-169.9,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","","d96ffe8d-0c31-48f3-9dbc-3b5a0305f4ee",NA,NA,-19.1,"HNIUE-062K",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Niue Island",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,1986,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","1619-Echinodermata","d96ffe8d-0c31-48f3-9dbc-3b5a0305f4ee",NA,NA,NA,NA,NA,NA,"",NA,"","Niue Island","",NA,"2014-09-12T11:12:21.293Z",NA,NA,NA,NA,NA,NA,"","","3fc0a94804c3f5c73cf92b4d457e26fc2a009e05",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,8,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"19D5EFA4-E4DE-40ED-8EA1-C0DC7FCA149B",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Niue Island",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",25,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1947",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","Frederik Leliaert, Arthur Anker, Jessica Goodheart","54863432-3fcd-462a-a66e-9e9fc5d18281",NA,NA,NA,"PR99",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"Madang Province",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,2012,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","15476-Echinodermata","54863432-3fcd-462a-a66e-9e9fc5d18281",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T10:37:44.876Z",NA,NA,NA,NA,NA,NA,"","","45111c2d599ca87d38b525d935b4aa09448a0c7e",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"A3B7B06F-7C54-45EA-820E-0D43B8D88ECB",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Papua New Guinea",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",24,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
"1967",NA,NA,NA,NA,"",NA,NA,NA,NA,48.3081,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","","","E. Boissin, T. Hoareau","1437dcf2-622f-4bb5-819f-e65b2a480335",NA,NA,-13.42,"MGNW-13",NA,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"Holothuria",NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"FLMNH",NA,"PreservedSpecimen",NA,"","Holothuroidea",NA,NA,NA,NA,NA,NA,NA,"Holothuria arenicola",NA,NA,NA,"","","7456-Echinodermata","1437dcf2-622f-4bb5-819f-e65b2a480335",NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"2014-09-12T15:53:55.900Z",NA,NA,NA,NA,NA,NA,"","","3685588f96e33ce16dd21b9bd0b6aa8e345b9ffe",NA,NA,NA,NA,"",NA,"",NA,"","Invertebrate Zoology",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,"83A51F82-3633-440E-8900-BAF93B4EA0F3",NA,NA,"",NA,"",NA,NA,"Holothuriidae",NA,"","","",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"Madagascar",NA,"","Semper","",NA,NA,NA,NA,"",NA,NA,NA,NA,"","","","",NA,NA,NA,"","arenicola",NA,NA,NA,NA,NA,"Aspidochirotida","",NA,NA,"09/08/2014","",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA
