"","idigbio.associateIdentifier","dwc.higherClassification","idigbio.associateNotes","dwc.eventID","dwc.recordNumber","dwc.rights","fcc.datePicked","dcterms.modified","dcterms.language","dwc.otherCatalogNumbers","dwc.verbatimCoordinates","dwc.collectionCode","dwc.preparations","idigbio.substrate","idigbio.preservative","dcterms.type","dwc.group","dwc.countryCode","dwc.eventRemarks","dwc.collectionID","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.preparation","dwc.nomenclaturalStatus","inhs.total_Males","inhs.relic","inhs.formII_males","dwc.georeferenceProtocol","dwc.lifeStage","idigbio.etag","dwc.identificationID","dwc.nameAccordingTo","dwc.identificationQualifier","inhs.instars_Female","idigbio.determinationHistory","dwc.family","dwc.taxonRank","dwc.latestAgeOrHighestStage","idigbio.createdBy","dwc.associatedTaxa","dwc.verbatimSRS","idigbio.associateCommonName","fcc.superfamily","dwc.locationRemarks","dwc.coordinateUncertaintyInMeters","dwc.order","idigbio.uuid","idigbio.associateRelationship","idigbio.recordIds","dcterms.accessRights","dwc.scientificNameAuthorship","dwc.namePublishedIn","dwc.individualID","dwc.country","dwc.identifiedBy","dwc.waterBody","inhs.juv_undetermined","dwc.datasetID","dwc.fieldNotes","dwc.sex","dwc.previousIdentifications","dwc.infraspecificEpithet","dcterms.rightsHolder","dwc.catalogNumber","inhs.locationTrs","dwc.county","inhs.location_Stream","dwc.georeferenceSources","dwc.georeferencedDate","dwc.verbatimDepth","dwc.identificationVerificationStatus","dcterms.source","idigbio.associateDeterminedBy","inhs.total_females","dwc.establishmentMeans","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.latestEpochOrHighestSeries","idigbio.subgenus","idigbio.version","dwc.individualCount","dwc.latestEraOrHighestErathem","symbiota.verbatimScientificName","dwc.bed","dwc.typeStatus","dwc.dataGeneralizations","dwc.occurrenceID","dwc.identificationReferences","dwc.reproductiveCondition","dwc.verbatimLongitude","idigbio.hostFamily","inhs.dead","idigbio.subfamily","dwc.earliestAgeOrLowestStage","dwc.verbatimLocality","dwc.taxonRemarks","idigbio.barcodeValue","dwc.island","dwc.accessRights","dcterms.rights","dwc.georeferencedBy","dwc.ownerInstitutionCode","dwc.associatedOccurrences","dwc.earliestPeriodOrLowestSystem","idigbio.preparationCount","idigbio.recordId","dwc.georeferenceRemarks","dwc.subgenus","dwc.associatedMedia","dwc.nomenclaturalCode","idigbio.associateCondition","dwc.rightsHolder","dwc.stateProvince","dwc.footprintWKT","inhs.live","dwc.associatedReferences","dwc.day","dwc.earliestEraOrLowestErathem","dwc.startDayOfYear","dwc.maximumDepthInMeters","dwc.verbatimEventDate","dwc.dynamicProperties","http...symbiota.org.terms.verbatimScientificName","dwc.VerbatimEventDate","dwc.decimalLatitude","dwc.fieldNumber","idigbio.associatedRelationship","dwc.latestPeriodOrHighestSystem","dwc.coordinatePrecision","dwc.maximumElevationInMeters","dcterms.reference","dwc.higherGeography","idigbio.dateModified","dwc.lowestBiostratigraphicZone","dwc.year","id","dwc.geodeticDatum","dwc.class","dwc.datasetName","dcterms.bibliographicCitation","inhs.superfamily","fcc.pickedBy","dwc.associatedSequences","dwc.basisOfRecord","dwc.relatedResourceID","inhs.vouchered","dwc.locationID","dwc.dateIdentified","dwc.phylum","dwc.formation","inhs.formI_males","dwc.municipality","dwc.namePublishedInID","idigbio.tribe","dwc.occurrenceRemarks","idigbio.recordID","dwc.kingdom","symbiotaverbatimScientificName","dwc.scientificName","dwc.institutionCode","idigbio.associatedFamily","dwc.originalNameUsage","dwc.georeferenceVerificationStatus","dwc.samplingEffort","dwc.month","row.number","dwc.institutionID","dwc.minimumDepthInMeters","fcc.subfamily","dwc.disposition","dwc.habitat","dwc.behavior","dwc.continent","idigbio.associateAuthor","dwc.vernacularName","inhs.formII_females","inhs.location_RiverMile","dwc.recordedBy","dwc.locality","dwc.specificEpithet","dwc.decimalLongitude","inhs.instars_Male","idigbio.endangeredStatus","dwc.endDayOfYear","dwc.eventTime","dwc.scientificNameID","dwc.earliestEpochOrLowestSeries","dwc.verbatimLatitude","dwc.samplingProtocol","dwc.eventDate","inhs.juv_females","inhs.location_Basin","dwc.verbatimCoordinateSystem","dwc.verbatimTaxonRank","dwc.genus","inhs.juv_males","dcterms.references","dwc.identificationRemarks","dwc.member","dwc.locationAccordingTo","dwc.islandGroup","dwc.taxonID","dwc.informationWithheld"
"658",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"440-49",NA,NA,"2014-07-02 13:14:56.0","en","collector number=440-49; original ledger number=2095 S; station number=1049-40","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"fd1d5f8048315fdc502be9644e880895b831a83b",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","80fcdf0b-afc7-4c55-a116-5946b982366d",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data], World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","128094",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:128094",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128094","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"January 27, 1940","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-22T07:58:32.591Z",NA,NA,"80fcdf0b-afc7-4c55-a116-5946b982366d","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions","Mexico: Gulf of California, Angel de la Guardia I., Puerto Refugio","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1940-01-27",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128094","",NA,NA,NA,NA,NA
"659",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"440-82",NA,NA,"2014-07-02 13:14:56.0","en","collector number=440-82; original ledger number=2095 O; station number=1041-40","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"59b1356a535e806d68e10a4ac110d5f455bfabb6",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","2dad4878-fbec-4082-ab45-7b455480b43f",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data], World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","128090",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:128090",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128090","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"January 23, 1940","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-22T07:47:50.023Z",NA,NA,"2dad4878-fbec-4082-ab45-7b455480b43f","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions","Mexico , Sonora, Guaymas Bay","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1940-01-23",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128090","",NA,NA,NA,NA,NA
"878",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-04-11 13:02:30.0","en","station number=811-38","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"9e2ab8a9dd695452567ea539fb41fdd4f7b87c42",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","94a07090-0e5d-4763-9a51-e49465a296d5",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1892",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-1892",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1892","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"January 26, 1938","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Southeast","2014-04-19T02:44:32.393Z",NA,NA,"94a07090-0e5d-4763-9a51-e49465a296d5","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Hancock Pacific Expeditions, RV Velero III","Ecuador: Galapagos, Barrington Island","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1938-01-26",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1892","",NA,NA,NA,NA,NA
"883",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"14",NA,NA,"2014-04-14 14:02:25.0","en","collector number=14","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"ee30ca65476b7ac84a47b6e9cf8bce674ecb219d",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","ea9a37c4-1629-4bd9-b4b6-e20a44ce92e8",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-4074",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-4074",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4074","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"August 5, 1948","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Atlantic Ocean, Atlantic, Western Central","2014-04-19T02:11:00.642Z",NA,NA,"ea9a37c4-1629-4bd9-b4b6-e20a44ce92e8","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Atlantic Ocean",NA,NA,NA,NA,"Juan Arturo Rivero","Cabo Rojo, Joyado. [Puerto Rico]","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1948-08-05",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4074","",NA,NA,NA,NA,NA
"896",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-06-09 14:24:30.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"GEOLocate",NA,"6a00923acee0160ee5bce05db8a1387886325b5e",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",2768,"Aspidochirotida","d9f66690-5327-4099-80b1-f1ab18ceec78",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1034",NA,"",NA,"GEOLocate",NA,"","unverified",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-1034",NA,NA,"144.05164d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Anne Mullen","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1034","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"October 1913","",NA,NA,-9.91518,"",NA,NA,2768,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T13:31:53.100Z",NA,NA,"d9f66690-5327-4099-80b1-f1ab18ceec78","WGS84","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Hubert Lyman Clark, Carnegie Expedition to the Torres Strait","Australia, Queensland, Torres Strait, Murray Islands (Mer)","impatiens",144.05164,NA,NA,NA,NA,NA,NA,"-9.91518d","","1913-10-01/1913-10-31",NA,NA,"decimal degrees",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1034","",NA,NA,NA,NA,NA
"898",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"440-93",NA,NA,"2014-07-02 13:06:13.0","en","collector number=440-93; original ledger number=2095 W; station number=314-35","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"b40fc554a9fc92b1570fc0822926f332f9d34745",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","6dcb0469-6098-4b32-b20d-83cf04d5e440",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data], World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","128097",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:128097",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128097","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,5.4864,"December 7, 1934","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Southeast","2014-07-12T14:43:05.760Z",NA,NA,"6dcb0469-6098-4b32-b20d-83cf04d5e440","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",1.8288,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions","off Ecuador: Galapagos Is., Indefatigable Is., Academy Bay","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1934-12-07/1934-12-31",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128097","",NA,NA,NA,NA,NA
"904",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-02-14 14:02:25.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"ab1c7587d15bae7a67ecc0ae0e13c3f91f23ccb1",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","088d332d-7ffc-47df-8b9d-ad40cc3d3b78",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-513",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-513",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-513","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"March 13-19, 1858","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Atlantic Ocean, Atlantic, Western Central","2014-07-12T15:30:06.928Z",NA,NA,"088d332d-7ffc-47df-8b9d-ad40cc3d3b78","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Atlantic Ocean",NA,NA,NA,NA,"J.E. Mills","Florida: The Tortugas","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1858-03-13/1858-03-19",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-513","",NA,NA,NA,NA,NA
"911",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-06-13 14:46:01.0","en","","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"GEOLocate",NA,"3853e87bf7242d6e062952701156f8c3a5f32f93",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",401,"Aspidochirotida","5b92b0db-4b5a-4d11-a445-a73b68a6e9a3",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-1105",NA,"",NA,"GEOLocate",NA,"","unverified",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-1105",NA,NA,"120.953295d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jessica Anne Mullen","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1105","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1914","",NA,NA,13.506196,"",NA,NA,401,NA,NA,"Pacific Ocean, Pacific, Western Central","2014-07-12T20:21:06.966Z",NA,NA,"5b92b0db-4b5a-4d11-a445-a73b68a6e9a3","WGS84","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Alvin Seale, Philippine Marine Biological Station","Republic of the Philippines, Mindoro Island, Port Galera","impatiens",120.953295,NA,NA,NA,NA,NA,NA,"13.506196d","","1914-01-01/1914-12-31",NA,NA,"decimal degrees",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-1105","",NA,NA,NA,NA,NA
"919",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-04-14 14:02:25.0","en","other number=18","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"7e90e91463ea1120e262e34ecb2f1102a6df73b0",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","090dadfc-0f68-4ca4-9343-3fec5b31a3bb",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","HOL-4075",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:HOL-4075",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4075","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1965-04-16","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-22T07:57:32.043Z",NA,NA,"090dadfc-0f68-4ca4-9343-3fec5b31a3bb","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"Peter E. Pickens","Mexico, Sonora; Puerto Lobos","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1965-04-16",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:HOL-4075","",NA,NA,NA,NA,NA
"920",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-07-02 13:14:56.0","en","original ledger number=2095 N; station number=2080-51","","IZ","whole animal (70% ethanol)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"b211cd95fac7f0730803ca382c350e30b5c08843",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","59864751-3727-41e0-a616-fe4139188c13",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data], World Register of Marine Species","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","128089",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:128089",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128089","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"November 2 1951","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-22T07:55:50.278Z",NA,NA,"59864751-3727-41e0-a616-fe4139188c13","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions","Mexico , Bahia Catalina, Bay E. of Punta Eugenia","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1951-11-02",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:128089","",NA,NA,NA,NA,NA
"921",NA,"Animalia Echinodermata Holothuroidea Aspidochirotida Holothuriidae Holothuria (Thymiosycia) impatiens",NA,NA,"",NA,NA,"2014-07-02 13:14:56.0","en","original ledger number=2095 Y","","IZ","whole animal (dry)",NA,NA,"PhysicalObject",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"83d37410f268b04f2c9d4607bde513c53ac25d76",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,"",NA,"Aspidochirotida","30aee98a-1eb3-4427-a2df-062290298f4e",NA,NA,NA,"(Forskål, 1775)",NA,NA,"","[no agent data], [no agent data]","",NA,NA,NA,"",NA,"","President and Fellows of Harvard College","126417",NA,"",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"MCZ:IZ:126417",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Museum of Comparative Zoology, Harvard University","",NA,NA,NA,"",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:126417","ICZN",NA,NA,"",NA,NA,"",NA,NA,0,NA,"1937-03-11","",NA,NA,NA,"",NA,NA,NA,NA,NA,"Pacific Ocean, Pacific, Eastern Central","2014-07-22T07:51:31.199Z",NA,NA,"30aee98a-1eb3-4427-a2df-062290298f4e","","Holothuroidea",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,NA,"","","Echinodermata",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,"Holothuria (Thymiosycia) impatiens","MCZ",NA,NA,NA,NA,NA,NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,"not applicable","",NA,"Pacific Ocean",NA,NA,NA,NA,"RV Velero III, Hancock Pacific Expeditions","Mexico, Baja California, Aqua Verde Bay","impatiens",NA,NA,NA,NA,NA,NA,NA,"","","1937-03-11",NA,NA,"",NA,"Holothuria",NA,"http://mczbase.mcz.harvard.edu/guid/MCZ:IZ:126417","Found dry on March 22, 2007 by TT.",NA,NA,NA,NA,NA
